店名,住所,電話番号,予約・お問い合わせ
麺処 暁商店 小山店,栃木県小山市松沼652 ,-,070-3062-5383
ふるさと,栃木県小山市中央町3-5-10 ,-,-
スリール（Sourire）,栃木県下野市祇園1-21-16 ,-,0285-40-6253
カフェ アンジェ・フレーゼ,栃木県小山市大川島408 ,-,-
ラーメン専科 竹末食堂,栃木県下野市薬師寺3311-64 ,-,-
もつ焼き処 四代目,栃木県小山市中央町3-6-10 ,-,0285-39-8830
カフェアンドショットバー リバーシ（Cafe & Shot Bar Reversi）,栃木県小山市立木924 ,-,0285-37-6492
ワイルド・バーン 小山店,栃木県小山市西城南3-22-5 ,-,0285-28-3371
横浜家系ラーメン 辻田家 小山本店（【旧店名】横濱家系らぁめん 辻田家）,栃木県小山市西城南3-6-6 ,-,-
ブーランジェリー リール（BOULANGERIE Rire）,栃木県下野市薬師寺2291-6 ,-,0285-48-5230
工場直売 おかしパーク,栃木県小山市城東4-19-15 蛸屋總本店 本社工場,-,0285-25-1050
龍鳳,栃木県小山市羽川487-6 ,-,0285-23-5504
手打ちラーメン俵屋 小山店,栃木県小山市出井1351-1 ,-,-
黒田屋,栃木県小山市神鳥谷6-1-32 ,-,-
うなぎ料理専門店 せしも,栃木県栃木市藤岡町石川315-2 ,-,0282-67-2551
えにし,栃木県下野市緑2-3287-1 ,-,0285-44-9876
ショコラテラス コカゲ（KOKAGE）,栃木県小山市西黒田302-5 ,-,0285-45-0126
一品香 小山,栃木県小山市城東1-9-29 ,-,-
リンガーハット イオンモール小山店,栃木県小山市中久喜1467-1 ,-,-
がってん寿司 小山店,栃木県小山市西城南4-20-4 ,-,-
山本屋菓子店,栃木県小山市下石塚352-1 ,-,0285-38-2011
あすなろラーメン,栃木県小山市雨ケ谷37-10 ,-,-
ひととのやカントリー倶楽部　レストラン,栃木県小山市神鳥谷2243 ,-,0285-28-3303
エンヤワンヤ,栃木県小山市中央町3-3-10 ,-,0285-32-6745
虎流油そば専門店 茨虎（IBATORA）,栃木県小山市土塔268-8 ,-,-
やまよし,栃木県小山市西城南1-32-22 ,-,0285-27-9945
中華　きっしょうてん（吉祥天　【旧店名】ヌーベルチャイナ吉祥天）,栃木県下野市祇園2-32-1 ,-,0285-40-6422
醤々亭 小山総本店（JANJAN・TEI じゃんじゃんてい）,栃木県小山市千駄塚301-3 ,-,-
ステーキ宮 小山駅南店,栃木県小山市駅南町2-17-4 ,-,0285-39-7676
ラーメンとも屋,栃木県小山市大字向野863-1 ,-,-
ぽっろ,栃木県小山市城東5-12-23 ,-,0285-25-4818
きんしゃい亭 野木店,栃木県野木町友沼4785-8 ,-,-
かつや 小山城南店,栃木県小山市西城南3-1-18 ,-,0285-31-0117
将慶亭（ショウケイテイ）,栃木県小山市下河原田1071-2 ,-,0285-38-1545
デニーズ おやまゆうえん店,栃木県小山市喜沢1475 ,-,不明の為情報お待ちしております
メコン,栃木県小山市犬塚1-4-1 ,-,不明の為情報お待ちしております
かどや,栃木県小山市生駒12-1 ,-,-
サイゼリヤ おやまゆうえんハーヴェストウォーク店（サイゼリヤ）,栃木県小山市喜沢1475 ,-,0285-20-1717
ナポリの食卓 小山店（ナポリノショクタク）,栃木県小山市東城南1-1-4 ,-,0285-31-0566
中村屋 小山店,栃木県小山市西城南1-36-21 ,-,0285-27-6101
うまい鮨勘 ゆとろぎ 小山雨ヶ谷店,栃木県小山市大字雨ヶ谷字西坪97-4 ,-,0285-38-9806
山岡家 小山田間店（やまおかや）,栃木県小山市大字田間683-3 ,-,-
タケパン（TAKE-PAIN）,栃木県小山市駅東通り2-5-31 ,-,0285-23-2858
焼肉サラン,栃木県小山市城北5-3-13 ,-,0285-23-8929
幸楽苑 栃木小金井店,栃木県下野市川中子3329-232 ,-,-
大八,栃木県下野市柴264-1 ,-,不明の為情報お待ちしております
たん家 しん,栃木県小山市犬塚1-3-9 ,-,0285-24-0170
自然薯の里,栃木県小山市高椅1955 ,-,0285-49-3545
かん八,栃木県小山市城北6-4-13 ,-,0285-25-4223
千両 小山店,栃木県小山市犬塚1-2-1 ,-,0285-30-5260
ラーメン　てらこや（麺処寺子屋）,栃木県小山市萱橋1260-240 ,-,-
とんかつ いもや,栃木県栃木市藤岡町藤岡1990-21 ,-,0282-62-1967
ラーメンひろ,栃木県下都賀郡野木町丸林371-12 ,-,不明の為情報お待ちしております
ミスタードーナツ イオンモール小山ショップ,栃木県小山市中久喜1467-1 イオンモール小山 1F,-,0285-20-3501
ダイヤモンド レストラン&ハラル フード（Diamond Restaurant&Halal Food）,栃木県小山市駅南町6-13-26 ,-,070-1404-0777
ニクロジ（NIKUROJI）,栃木県小山市中央町3-6-6 ,-,0285-39-8686
かつはな亭 小山店,栃木県小山市大字雨ヶ谷65-1 ,-,0285-27-9839
ビストロ・ぽわぶる 西口店（Bistro Poivre）,栃木県小山市中央町3-11-27 ,-,0285-22-8986
いちごの里,栃木県小山市大川島408 ,-,0285-33-1070
いわさき,栃木県小山市城山町2-6-15 ,-,0285-25-5747
たくみ,栃木県下野市祇園1-3-1 ,-,0285-44-5553
GELATO&CAFFEいざわ苺園,栃木県下野市薬師寺3720-1 道の駅しもつけ内,-,-
とり弁鷄 小山雨ケ谷店,栃木県小山市雨ケ谷464-1 ,-,0285-37-8558
野楽炉大関,栃木県小山市中央町3-12-10 ,-,0285-23-5651
まちの駅 思季彩館,栃木県小山市中央町3-5-3 ,-,0285-25-5611
手打ちそばよろずや,栃木県小山市飯塚447 ,-,0285-25-6379
極濃タンメン フタツメ 小山店,栃木県小山市土塔222 ,-,-
中華そば　一楽,栃木県小山市城東3-6-30 ,-,-
御料理 自治医大 多門（たもん）,栃木県下野市緑2-3289-1 ,-,0285-37-8081
本気の猿（Majizaru）,栃木県小山市犬塚4-21-15 ,-,070-3615-0236
泡とろ 齋藤,栃木県小山市田間693-39 ,-,-
CoCo壱番屋 小山城東店（ココイチバンヤ）,栃木県小山市城東6-13-25 ,-,0285-30-5729
スターバックスコーヒー 道の駅しもつけ店（STARBUCKS COFFEE）,栃木県下野市薬師寺3720-1 ,-,-
スターバックス コーヒー おやまゆうえんハーヴェストウォーク店,栃木県小山市大字喜沢1475 おやまゆうえんハーヴェストウォーク,-,0285-20-1707
ラーメンショップ 藤岡店,栃木県栃木市藤岡町藤岡1226-3 ,-,-
キムラヤ（KIMURAYA/木村屋商店）,栃木県小山市神鳥谷287-1 ,-,0285-22-3668
がんこ庵（がんこあん）,栃木県小山市雨ケ谷37-13 ,-,0285-31-5855
中華そば 凜星（RINBOSHI）,栃木県小山市神鳥谷6-10-36 ,-,-
トーカドー（tokado）,栃木県小山市土塔234-4 ,-,0285-29-0167
リンガーハット 栃木小山店,栃木県小山市西城南2-3-16 ,-,-
とんかつ・和食 丹,栃木県小山市駅南町2-24-6 ,-,0285-27-9944
向日葵,栃木県小山市神鳥谷5-2-22 ,-,0285-22-3621
しじみ中華蕎麦 イツ花,栃木県小山市中久喜1174-35 ,-,-
洋めし家　番館坂,栃木県小山市中久喜246-4 ,-,0285-25-3648
喜作 本店,栃木県小山市南小林144-5 ,-,0285-36-4285
中華 Rin,栃木県下野市川中子3328-114 ,-,0285-44-0104
すし華亭 自治医大店,栃木県下野市祇園2-3-1 イートリッツスクエア,-,-
日高屋 バル小山店,栃木県小山市城山町3-3-22 VAL 小山駅ビル 3F,-,-
カフェ フジヌマ（Cafe FUJINUMA）,栃木県小山市中央町2-8-16 ,-,0285-37-8704
たむろ酔家 小山店,栃木県小山市中央町3-6-6 1F ,-,0285-22-0506
小山やすらぎの湯,栃木県小山市東城南5-26-5 ,-,0285-31-2617
中華そば 卯月屋（うづきや）,栃木県小山市駅南町4-25-6 ,-,-
Restaurant Bel Oiseau（レストラン ベル オワゾー）,栃木県小山市城東3-7-2 ,-,02-8542-4367
ベックスコーヒーショップ 小山店（BECK'S COFFEE SHOP）,栃木県小山市城山町3-3-22 JR小山駅改札内 2F ディラ小山内,-,-
紫雲楼,栃木県小山市駅東通り1丁目45-5 ,-,0285-25-8878
満天家 小山店,栃木県小山市城東6-9-7 ,-,-
赤坂とん平（アカサカトンペイ）,栃木県小山市駅東通り3-35-5 ,-,0285-25-4077
ラーメン 山崎,栃木県小山市城東7-18-2 アペックス 1F,-,-
祥瑞坊 小山店（ショウズイボウ）,栃木県小山市駅東通り3-38-24 ,-,0285-23-7958
グリンデル・ベルグ 自治医大店（Grindel Berg）,栃木県下野市緑3-13-12 ,-,0285-44-8560
松隣,栃木県小山市中央町2-7-26 ,-,0285-23-0620
おおしゃもじ,栃木県小山市東間々田3-21-5 ,-,0285-43-6063
武平作 小山店,栃木県小山市東城南4-30-1 ,-,0285-28-7277
オリオン餃子 小山駅前店,栃木県小山市中央町3-6-12 ,-,0285-38-6208
エンゲージメント（ENGAGEMENT）,栃木県小山市宮本町3-1-1 コーポコガヤ 1F,-,0285-39-6703
焼肉アリラン園 小山店,栃木県小山市駅東通り2-15-13 ,-,0285-30-3583
粉とクリーム 石窯夢工房 小山Petit Villege店,栃木県小山市東城南4-1-2 ,-,-
すき餃子酒場,栃木県小山市城東3-1-25 ,-,-
ラ・フロンテラ（La・Frontera）,栃木県小山市東城南1-1-33 ,0285-37-7912,050-5592-7362
カレのカレー,栃木県小山市城北6-26-1 メモリープラザ小山 1F,-,090-1705-3624
ガゾン,栃木県小山市中久喜1162-11 ,-,0285-38-8015
すし屋 銀蔵 VAL小山店,栃木県小山市城山町3-3-22 VAL小山駅ビル 1F,0285-37-8251,050-5600-7105
浅野屋 茂兵衛,栃木県小山市大字間々田1175-1 ,-,0285-45-1719
ラ カルモ（La Calmo）,栃木県下野市医大前4-12-2 ,-,0285-32-8016
遊喰ダイニング　てんか 小山店,栃木県小山市駅東通り1-6-15 ,-,0285-32-6776
手打ちうどん専門店　田舎や（いなかや）,栃木県下野市笹原10-5 ,-,-
フライングガーデン 小山犬塚店,栃木県小山市犬塚1-5-21 ,-,-
てん八,栃木県下都賀郡野木町南赤塚199-4 ,-,0280-55-2539
中華そば 阿波家 野木店,栃木県下都賀郡野木町友沼4722-5 ,-,-
横浜らーめん松本家,栃木県小山市雨ケ谷478-1 ,-,-
日本料理 丸治,栃木県小山市喜沢87-1 ,-,0285-24-7211
hitohi（ヒトヒ）,栃木県小山市城東2-12-42 ,-,080-9815-5666
エベレスト アジアンレストラン＆バー,栃木県栃木市樋ノ口町122-1 ,0282-25-3165,050-5590-3163
たんや神（神）,栃木県下野市医大前3-7-14 ,-,0285-39-7778
パン工房 ランコントル,栃木県小山市大字下国府塚25-1 ,-,0285-38-0638
創菜家 彩（アヤ）,栃木県小山市駅東通り1-21-14 ,-,0285-25-7721
すき家 小山西城南店,栃木県小山市西城南4-19-7 ,-,非公開
ステーキ・そば 牧の里,栃木県小山市西城南5-47-1 ,-,0285-38-8805
カウベル,栃木県小山市下国府塚25-1 道の駅 思川,-,-
こびとカフェ@陽だまりレンガ広場,栃木県下都賀郡野木町野木3324-10 野木ホフマン館,-,0280-54-4555
宮たこ 道の駅思川店,栃木県小山市大字下国府塚25-1 道の駅 思川,-,-
たかはし肉店,栃木県下野市石橋419-9 ,-,0285-53-0168
和牛赤身&wine 焼肉 山（ザン）,栃木県小山市駅東通り1-7-23 ,-,0285-20-8929
食彩香房 笹家（ショクサイコウボウ　ササヤ）,栃木県小山市出井1035-34 ,-,0285-25-0427
Cannelétier COLORIS 小山店（カヌレティエ クロリ）,栃木県小山市土塔222-14 ,-,0285-38-8959
小山餃子（オヤマギョウザ）,栃木県小山市城東1-11-1 ,-,-
寿賀川,栃木県小山市駅東通り1-27-13 ,-,0285-23-5208
吉野家 ４号線小山本郷店,栃木県小山市本郷町1-2-5 ,-,-
新新（シンシン）,栃木県下野市駅東5-3-1 ,-,-
ドン マサニエッロ（DON MASANIELLO）,栃木県小山市雨ヶ谷203-3 ,-,不明の為情報お待ちしております
一（HAJIME）,栃木県小山市美しが丘2-4-11 ,-,-
ばんどう太郎 小山店（ばんどうたろう）,栃木県小山市出井1111-1 ,-,0285-49-2525
サイゼリヤ 小山神鳥谷店,栃木県小山市神鳥谷1-22-33 ,-,0285-24-9407
ブーランジェベーグ 小山店,栃木県小山市喜沢1475 スーパービバホーム小山店,-,-
横綱そば みこし,栃木県小山市塚崎1308-3 ,-,0285-27-9559
らーめん横丁,栃木県小山市城北6-4-22 ,-,-
下野うどん草庵,栃木県下野市下長田146 下野市石橋農村環境改善センター,-,-
いちごの里 道の駅 思川店,栃木県小山市大字下国府塚25-1 道の駅 思川店,-,-
和風喫茶 音楽館,栃木県小山市犬塚5-18-2 ,-,0285-24-0817
ラ・ルーチェ,栃木県小山市土塔字東谷247-21 ,-,0285-32-7522
いの瀬,栃木県小山市駅南町6-10-7 ,-,0285-27-0139
リトルマーメイド Dila小山店（Little Mermaid）,栃木県小山市城山町3-3-22 Dila小山内,-,-
ばんかん亭（ステーキ＆とろとろハンバーグ）,栃木県小山市土塔222-49 ,-,0285-27-2948
大陸食道 小山店,栃木県小山市萩島44-1 ,-,0285-38-2941
ヤスズカリー（Yas'sCurry）,栃木県小山市中央町3-3-10 カーサロブレ1Ｆ,-,0285-22-8855
みつよし,栃木県小山市犬塚4-20-18 ,-,0285-25-4913
熟成味噌らーめん寅ジロー,栃木県小山市天神町1-9-6 ,-,-
らーめん 二代目 吉田商店,栃木県小山市西城南5-47-8 ,-,-
吉野家 Dila小山店,栃木県小山市城山町3-3-22 JR小山駅,-,-
洋菓子工房 セ・シュエット,栃木県栃木市藤岡町藤岡1237-1 ,-,0282-51-9488
藍,栃木県小山市城山町1-4-2 ,-,0285-38-6333
焼肉拉麺 香格里拉,栃木県小山市城山町2-9-16 ,-,0285-42-5925
椀々亭,栃木県小山市花垣町2-3-19 ,-,不明の為情報お待ちしております
フードマーケットオータニ 自治医大店,栃木県下野市柴833-110 ,-,0285-40-1011
末広鮨,栃木県小山市中央町3-5-15 ,-,0285-22-4755
珈琲香房 ドン・キホーテ（Don Quijote）,栃木県栃木市藤岡町藤岡218-5 ,-,0282-62-3961
コート・ダジュール 小山店,栃木県小山市東城南1-3-16 ,-,0285-31-3488
春駒,栃木県下野市柴761-77 ,-,0285-44-0674
焼肉游伽璃,栃木県小山市城東2-35-5 ,-,0285-25-5785
やおまつ,栃木県小山市中里837-5 ,-,0285-38-1006
らーめん 光庫（ラーメン光庫）,栃木県小山市下河原田981 ,-,-
和泉茶屋,栃木県小山市間々田1128-7 ,-,0285-45-2043
魚三,栃木県小山市下石塚473 ,-,0285-38-1211
小川屋珈琲店,栃木県小山市城東3-7-8 ,-,0285-23-3141
大衆酒場もつ焼き とんえもん,栃木県小山市駅東通り1-6-2 ソシアルヒルズビル 1F,-,-
中国料理 一品軒,栃木県小山市間々田1341-5 ,-,0285-50-6276
呑み処 月丸,栃木県小山市若木町2-2-24 ,-,0285-38-6114
三福酒造,栃木県小山市大字南小林87 ,-,0285-38-0003
ベーカリーぱんだぱんだ,栃木県小山市城北4-6-3 ,-,080-3508-6290
IRISH PUB CRAIC（アイリッシュパブ クラック）,栃木県小山市駅南町1-12-32 カーサガレリアⅡ 1F,-,0285-35-2142
カフェバス いろは（cafe.bus.iroha）,栃木県小山市中久喜5-1-1 美容室クランテ敷地内,-,080-3310-0468
シャトレーゼ 小山店,栃木県小山市大字喜沢1431-9 ,-,0285-22-8270
鮨ト酒 遠囲屋,栃木県小山市中央町3-5-20 ,-,不明の為情報お待ちしております
青竹手打ち佐野ラーメン加州屋 小山店,栃木県小山市中央町2-1-9 ,-,-
家庭料理 かのん,栃木県小山市宮本町3-1-24 ,-,090-5512-0613
WOODEN HOUSE（ウッデン ハウス）,栃木県小山市東間々田2-4-8 ,-,不明の為情報お待ちしております
九重本店,栃木県小山市本郷町2-2-22 ,-,0285-22-3878
ベーカリーポンヌフ かましん間々田店,栃木県小山市乙女3-28-10 ,-,0285-39-6110
すし上等 小山店,栃木県小山市駅東通り1-35-26 ,-,0570-093-052
NOMURA FARM MEAT SHOP（ノムラ ファーム ミート ショップ）,栃木県下野市花田161-3 ,-,0285-38-9983
ドン・キホーテ 小山駅前店,栃木県小山市中央町3-7-1 ロブレ内,-,0285-20-2511
ごぉるど,栃木県小山市中久喜1396-5 ,-,0285-23-1382
アジアンデリ ブリス,栃木県小山市喜沢191-4 ,-,0285-50-6430
エール,栃木県下野市薬師寺3150-1 1F,-,0285-40-7500
セブンイレブン 下野花見ヶ岡店,栃木県下野市国分寺1204-2 ,-,0285-44-3803
菓寮　花小路 小山店,栃木県小山市西城南4-3-1 ピーチプラザ101,-,0285-29-0023
ラーメン よし味,栃木県小山市駅南町3-7-8 ,-,0285-28-5315
めめ,栃木県小山市乙女3-12-11 ,-,0285-45-2977
橘屋,栃木県小山市中央町2-1-11 ,-,0285-22-0636
とりせん 小山東店,栃木県小山市横倉新田291-1 ,-,0285-28-7681
祭りばやし 小山店,栃木県小山市駅東通り2-19-11 ,-,0285-22-5770
思水堂菓子店（シスイドウカシテン）,栃木県小山市中央町1-3-28 ,-,0285-23-1988
日本亭 小山南店,栃木県小山市間々田2440-6 ,-,0285-37-7600
不二家 間々田店,栃木県小山市乙女3-15-11 ,-,0285-45-0170
アウルランド 野木店（OWLLAND）,栃木県下都賀郡野木町丸林551-1 マロニエハイツ 1F,-,0280-57-9006
カワチ薬品 小山東店,栃木県小山市犬塚2-16-4 ,-,0285-25-5677
マクドナルド 4号線小金井店（McDonald's）,栃木県下野市小金井4-23-6 ,-,0285-40-0023
CHURRO PANDA（チュロパンダ）,栃木県小山市駅東通り2-11-18 ,-,070-9113-1541
けむり,栃木県小山市駅東通り1-2-9 さかしたビル 1F ,-,0285-23-4582
小びとの家,栃木県下都賀郡野木町大字友沼4722 ,-,0280-55-0151
魚しお,栃木県小山市高椅282 ,-,0285-49-0090
菜匠,栃木県小山市大字下河原田954 栃木県南地方卸売市場内,-,0285-38-8405
いし川,栃木県栃木市藤岡町赤麻4642 ,-,0282-62-2364
しんますや,栃木県小山市下生井1226-15 ,-,0280-55-1085
金剛山（コンゴウザン）,栃木県小山市城東3-15-24 ,-,0285-24-1173
ワニワニ堂,栃木県下都賀郡野木町丸林551-1-107 マロニエハイツ,-,0280-57-9147
バーベキューガーデン　オリーブの森,栃木県小山市大川島408 いちごの里内,-,0285-27-0001
BAKERY pupukoti（ププコティ）,栃木県小山市乙女3-27-15 ,-,-
かめ福 小山店,栃木県小山市喜沢1457 スーパービバホーム小山店,-,0285-25-8491
ベーカーシェフ フォルテ間々田店,栃木県小山市美しが丘1-19-1 ベルク フォルテ間々田店,-,0285-39-7606
山栗亭,栃木県小山市中央町3-5-3 小山市まちの駅思季彩館,-,0285-39-8708
ぼ～ず,栃木県小山市駅東通り2-34 小山東 屋台村,-,0285-37-8051
まんさく,栃木県小山市城山町3-3-22 VAL 小山駅ビル 1F,-,0285-21-0861
済州,栃木県小山市城東1-13-6 アンティーブ,-,不明の為情報お待ちしております
お惣菜のおかだ,栃木県小山市乙女3-27-17 ,-,不明の為情報お待ちしております
そば処 山,栃木県栃木市藤岡町新波1308-1 ,-,0282-67-2647
雷門,栃木県小山市暁1-13-23 ,-,不明の為情報お待ちしております
ガンバラナイト,栃木県小山市駅南町2-8-5 ,-,0285-28-5284
Betty（ベティ）,栃木県小山市城東7-18-2 ,-,不明の為情報お待ちしております
アイホテル 小山（【旧店名】イーホテル）,栃木県小山市中央町3-5-11 ,-,0285-24-5833
ロームカフェ,栃木県下野市薬師寺薬師寺3720-1 道の駅しもつけ敷地内 ,-,090-5438-6643
ダイニングバー テンダー（DiningBAR Tender）,栃木県小山市城東2-5-5 城東ビル 2F,-,090-5817-0984
モスバーガー 小山城北店,栃木県小山市城北5-3-20 ,-,0285-25-2270
ドゥーユラバル ナツメカフェ（Deuil la barre ナツメcafe）,栃木県小山市乙女1238-9 ,-,0285-45-7637
櫻木戸（ロッキード）,栃木県下野市駅東1-5-20 ,-,0285-44-7823
しもつけ銘品館 サクラミチ,栃木県小山市城山町3-3-22 ,-,-
ほろに,栃木県小山市城山町3-12-11 ,-,0285-24-4986
やきとり島,栃木県下都賀郡野木町潤島20-80 ,-,0280-57-1512
おとめ,栃木県小山市乙女3-19-3 ,-,0285-45-7673
ケンタッキーフライドチキン イオンモール小山店（KFC）,栃木県小山市中久喜1467-1 イオンモール小山 2F,-,0285-30-0020
Trattoria TACCATO（タッカート）,栃木県小山市西城南1-11-39 ,-,0285-42-4713
リトルマーメイド 小山羽川店,栃木県小山市大字喜沢647-10 とりせん羽川店内,-,0285-30-7188
御菓子司 松屋 樋ノ口店,栃木県栃木市樋ノ口町27-2 ,-,0282-22-6000
Sakana Base（サカナ ベース）,栃木県下野市祇園3-1-2 ,-,0285-38-9318
割烹居酒屋 かいと,栃木県小山市土塔268-8 ,-,不明の為情報お待ちしております
EAZY PIZZA,栃木県小山市中央町2-9-8 ,-,不明の為情報お待ちしております
魚俊,栃木県栃木市藤岡町藤岡867 ,-,0282-62-2480
カラオケ まねきねこ 小山城北店,栃木県小山市城北6-4-6 ,-,0285-20-3883
壺焼き芋 新つる,栃木県小山市間々田1629-4 ,-,0285-45-1040
しゃぶ葉 小山店,栃木県小山市神山2-8-25 ,-,-
珈琲焙煎所 まめ楽（【旧店名】サンマリノカフェスタイル）,栃木県小山市城山町3-15-19 明石ビル　１Ｆ,-,0285-23-2792
ヨークベニマル 小山雨ヶ谷店（yorkbenimaru）,栃木県小山市雨ヶ谷町61 ,-,0285-31-0921
日向野農園,栃木県小山市南和泉606-2 ,-,0285-27-1795
ラーメンしもつけ,栃木県小山市中久喜5-1-11 ,-,0285-23-8992
銀座惣菜店 イオンモール小山店,栃木県小山市中久喜1467-1 イオンモール小山 1F,-,0286-38-9451
麺屋 舞（麵屋 舞）,栃木県下野市仁良川1489 ,-,090-6003-2708
和（ナゴミ）,栃木県下野市薬師寺3311-1 Jプラザ 2F,-,0285-44-7470
焼肉ホルモン　炭火マルナオ,栃木県小山市城山町3-2-23 銀星第3ビル1F,-,0285-25-8929
居酒屋 かよ,栃木県小山市天神町1-6-49 ,-,0285-25-3301
ラーメン 泉華,栃木県小山市犬塚998-474 ,-,0285-27-9523
寿苑,栃木県小山市中央町3-6-8 ,-,不明の為情報お待ちしております
Mirai（ミライ）,栃木県小山市西城南2-9-18 ,-,0285-38-7099
魔女cafe&bar HealingEase,栃木県小山市駅東通り2-11-18 クロサキビル 3F,-,050-8887-7204
R（アール）,栃木県小山市犬塚998-468 ,-,0285-27-1239
LAWSON 野木友沼店（ローソン）,栃木県下都賀郡野木町大字友沼6510-10 ,-,0280-56-2839
創作 つけ汁 うどん りょうま,栃木県小山市駅東通り2-34-9 屋台村-D,-,090-2652-4568
志乃昭,栃木県小山市宮本町3-9-17 ,-,0285-22-1998
居酒屋 波清（イザカヤ ナルセイ）,栃木県下野市医大前4-8-4 ,-,0285-44-8565
洋めし屋 BAN KAN（バン カン）,栃木県小山市城東2-21-2 ,-,0285-23-0128
元祖からあげ本舗マルタツ 小山店,栃木県小山市城東7-20-10 ,-,0285-37-8986
cafe&dining 328 Kitchen（【旧店名】桜華茶寮）,栃木県小山市横倉新田226-13 みつば湯楽院 令和の湯,-,0285-28-1126
福寿し,栃木県小山市羽川60-38 ,-,0285-23-5257
ぼちぼち亭,栃木県下都賀郡野木町中谷511-14 ,-,0280-57-1557
ゆたか,栃木県小山市花垣町1-15-29 ,-,不明の為情報お待ちしております
佐のや（和どころ 佐のや）,栃木県小山市梁425-14 ,-,0296-45-5251
中華レストラン 大栄軒（だいえいけん）,栃木県栃木市藤岡町藤岡5000-8 ,-,0282-62-5915
牛角食べ放題専門店 小山店,栃木県小山市駅南町2-28-1 ,-,0285-37-7829
ふじ川,栃木県小山市中央町２－９－２ ,-,0285-22-0725
もつ煮屋 貫太郎,栃木県下都賀郡野木町友沼925-1 ,-,0280-23-2312
たいらや 間々田店,栃木県小山市東間々田3-4-35 ,-,0285-41-0911
亀山ホルモン,栃木県小山市駅東通り1-5-13 ,-,0285-37-8009
おむすび家 えんむすび 道の駅しもつけ店,栃木県下野市薬師寺3720-1 ,-,0285-38-8552
ジャックと豆の木,栃木県下野市箕輪416-3 ,-,-
ビッグエコー 小山駅前店（BIG ECHO）,栃木県小山市中央町3-6-17 阿久津ビル 2F,-,0285-22-6000
LIFE（ライフ）,栃木県小山市西城南4-3-1 ピーチプラザ 105,-,0285-35-2904
SUZUKI PUNJAB RESTAURANT（スズキ パンジャブ レストラン）,栃木県小山市東城南1-1-7 1F,-,0285-38-9210
鶏むら イオンモール小山店,栃木県小山市中久喜1467-1 1F,-,不明の為情報お待ちしております
あらた家,栃木県下野市駅東1-10-19 ,-,0285-44-1028
ビッグホリデイ（BiG Holiday）,栃木県小山市城東3-15-28 宝永小山ビル 1F,-,0285-22-5226
はぎわら,栃木県下野市祇園1-20-4 ,-,0285-44-7357
モンペリエ ヨークベニマル小山ゆうえんち店（Montpellier）,栃木県小山市喜沢1475 ,-,不明の為情報お待ちしております
黄舟,栃木県下野市薬師寺3179-24 ,-,0285-44-8800
Fry's（フライズ）,栃木県小山市西城南3-1-6 ,-,0285-38-9585
ヤオコーピノ 野木店,栃木県下都賀郡野木町大字友沼5309 ヤオコー野木店,-,0280-54-1611
と金,栃木県小山市石ノ上339-1 ,-,0285-38-8261
る・ぱてしえ天野  小山店,栃木県小山市宮本町3-9-14 ,-,不明の為情報お待ちしております
ひょうたん,栃木県小山市大字横倉587-11 ,-,0285-27-9921
渡辺精肉店,栃木県小山市松沼953 ,-,0285-37-0056
夢庵 栃木小金井店,栃木県下野市駅東1丁目12-7 ,-,0285-40-8921
築地銀だこ イオン小山SC店,栃木県小山市中久喜1467-1 イオンモール小山 2F,-,0285-20-5660
若寿司,栃木県小山市南半田2004-21 ,-,0285-24-0656
WAFFLE SWEETS Carillon（ワッフル スウィーツ カリヨン）,栃木県下野市薬師寺3720-1 道の駅しもつけ,-,0285-37-9121
くわの実 2号店,栃木県小山市西黒田299-7 ,-,0285-45-3700
酒食 まるた,栃木県小山市中央町1-3-23 ,-,0285-37-6685
串焼き けんちゃん,栃木県小山市西城南6-12-9 ,-,0285-28-4194
王様のお菓子ランド  小山店,栃木県小山市城山町3-3-22 VAL 小山駅ビル 3F,-,0285-24-6090
炭舌（タンタン）,栃木県小山市駅東通り1-2-17 ,-,0285-23-0606
ハイコック（High Cook）,栃木県小山市城山町2-6-11 ,-,0285-38-8529
マクドナルド おやまゆうえんハーヴェストウォーク店,栃木県小山市喜沢1475 おやまゆうえんハーヴェストウォーク,-,0285-25-8578
メロン・ドゥ・メロン 小山店,栃木県小山市西城南4-5-10 ,-,-
日本橋からり 小山店,栃木県小山市雨ヶ谷町109-1 ,-,不明の為情報お待ちしております
風庵,栃木県下都賀郡野木町丸林389-3 ,-,0280-57-1531
ごはんカフェ 坂の途中,栃木県下野市薬師寺1837 ,-,0285-37-6223
農道麺屋 かま田,栃木県小山市小薬釜田87-2 ,-,-
ビストロプリンセス,栃木県小山市城山町2-6-49 ,-,不明の為情報お待ちしております
カンボジアレストラン ポポ（CAMBODIA RESTAURANT POPO）,栃木県小山市駅東通り1-3-15 アキバビル 2F,-,不明の為情報お待ちしております
カフェ レスト 家電すまいる館YAMADA小山店（CAFE RESTO）,栃木県小山市駅東通り2-3-8 ,-,0285-30-5951
マリンカ ベイシア小山店（Malinka）,栃木県小山市立木934-1 ベイシア小山店 1F,-,-
大竜,栃木県小山市外城142-2 ,-,0285-25-4974
猫喫茶 空陸家 小山店（Cat cafe COORIKUYA）,栃木県小山市駅南町4-30-2 ,-,0285-38-6142
こがねちゃん弁当 小金井駅前店,栃木県下野市小金井3009-17 ,-,0285-44-8170
新明香（炭火焼肉 新明香）,栃木県小山市横倉新田114-34 ,-,0285-27-8691
