店名,住所,電話番号,予約・お問い合わせ
スリーモンキーズ,福島県郡山市駅前2-3-4 駅前グリーンビル 3F,-,024-927-0096
フルーツピークス 郡山コスモス通り店,福島県郡山市堤3-174-1 ,-,-
路地ダイニング わさび,福島県郡山市中町12-9 ２Ｆ,-,024-923-9188
アフタヌーンティー・ティールーム 郡山うすい店（AfternoonTea TEAROOM）,福島県郡山市中町13-1 うすい百貨店 2F,-,-
珈琲亭 円（えん）,福島県郡山市桑野2-20-17 ,-,024-932-5033
蔵のカフェ フローリアン,福島県田村郡三春町大町77-4 ,-,0247-62-7739
元祖 ほるもん道場 亀田本店（ガンソ ホルモンドウジョウ）,福島県郡山市亀田2-26-9 ,-,024-938-7345
東大門 エスパル郡山フードバザー,福島県郡山市字燧田195 エスパル郡山 1F フードバザー,-,-
郡山桑野食堂（まいどおおきに食堂）,福島県郡山市桑野2-36-9 ,-,-
もみじ亭（モミジテイ）,福島県郡山市富久山町八山田字西永年32 ,-,024-933-1887
焼肉食堂 けんぞう,福島県郡山市富田東3‐213 ,-,024-954-4129
ミオ・パスタ,福島県郡山市豊田町4-8 2F,-,024-935-2617
無添くら寿司 郡山ヨークパーク店,福島県郡山市西ノ内2-11-40 ヨークパーク 4F,-,024-955-6108
コーヒーハウス トレール,福島県郡山市虎丸町3-18 ホテルハマツ　１Ｆ,-,024-935-1121
横浜ラーメンとんこつ家 郡山店,福島県郡山市開成4-27-10 ,-,-
ヴィスコンティ 郡山店（Visconti）,福島県郡山市駅前1-6-10 ダイワロイネットホテル 郡山駅前 2F,-,024-954-7225
ドーミーインエクスプレス 郡山（EXPRESS）,福島県郡山市大町2-18-1 ,-,024-935-5489
竹打ち麺工房 たかまる,福島県郡山市並木1-7-2 ,-,-
ジッカリア エスト（jiccaria Esto）,福島県郡山市亀田1-28-21 ,-,024-983-0933
炙り酒場 庵八 郡山駅前店（アブリサカバ アンパチ）,福島県郡山市駅前2-1-1 ,-,024-983-5788
不二家食堂,福島県郡山市堂前町14-1 ,-,024-922-1150
中華食堂 秋（チュウカショクドウ アキ）,福島県郡山市新屋敷2-131 ,-,024-954-5151
肉と野菜の農家イタリアン アリガト（肉と野菜の農家イタリアン Arigato）,福島県郡山市安積4-35 1F,-,024-983-9678
トクちゃんらーめん 本店,福島県郡山市桑野1-25-9 ,-,-
うどん えびす屋,福島県郡山市田村町金沢字大谷地295-1 ,-,不明の為情報お待ちしております
おにぎり店さくら,福島県郡山市大槻町字北ノ林27-27 ,-,-
Haga E'os（ハガイーアス）,福島県郡山市富田町向舘18-2 ,-,024-961-0509
フラットホワイト コーヒー ファクトリー 郡山店（FLATWHITE COFFEE FACTORY）,福島県郡山市島1-11-5 AMEKAZE West,-,024-954-6588
らぁ麺 善治 郡山店,福島県郡山市久留米5-199 ,-,不明の為情報お待ちしております
麺場 田所商店 郡山南店,福島県郡山市安積町荒井字南大部28-9 ,-,-
小石澤,福島県郡山市菜根1-25-13 ,-,024-931-8710
焼肉八兆,福島県郡山市菜根5-12-16 ,-,024-921-7555
星乃珈琲店 郡山店,福島県郡山市並木4-6 ,-,-
大龍飯店,福島県郡山市富田町字大徳南9-22 ,-,024-952-2240
日本一 郡山ピボット店,福島県郡山市燧田195 郡山ピボット 1F,-,024-991-5550
レストラン ローマの太陽,福島県郡山市久留米2-102-3 ,-,024-947-7211
花かつみ,福島県郡山市朝日1-23-7 郡山市役所 1F,-,-
らーめん 絆家 西ノ内店,福島県郡山市西ノ内2-10-12 ,-,024-926-0237
AMEKAZE West（アメカゼウエスト）,福島県郡山市島1-11-5 1F,-,024-955-6120
大三元,福島県郡山市菜根3-12-12 ,-,-
はま寿司 郡山芳賀店,福島県郡山市芳賀3丁目2-32 ,-,-
中華そば あかりや,福島県郡山市富田町向舘109 1階,-,-
クレール,福島県田村郡三春町大字下舞木字石花128-1 ,-,024-954-7749
らーめん 幸司（こうじ）,福島県郡山市大槻町菅田22-2 ,-,024-952-3531
離れの宿　よもぎ埜（よもぎの）,福島県郡山市熱海町熱海5-33 離れの宿　よもぎ埜,-,024-984-2671
かつ丸 郡山富田店,福島県郡山市富田町字下赤沼5-1 ,-,024-966-3100
丸保寿し,福島県郡山市喜久田町堀ノ内椚内27-6 ,-,024-959-2102
麺や 笑華,福島県郡山市並木4-5-9 ,-,-
古民家カフェ 虎丸舎（トラマルシャ）,福島県郡山市虎丸町1-17 ,-,024-911-9431
松しま,福島県郡山市朝日1-28-10 ,-,024-922-3540
旬菜旬魚 魚しん,福島県郡山市駅前2-6-4 富士館ビル 1F,-,024-932-1117
大志軒 コスモス通り店,福島県郡山市堤2-213 ,-,-
薄利多賣半兵ヱ 郡山駅前店,福島県郡山市駅前1-7-7 安齋ビル　1F,-,024-990-2755
仙令平庄 郡山ピボット店（【旧店名】魚の北辰）,福島県郡山市燧田195 ,-,-
そば処 くらしき,福島県郡山市静西1-193 ,-,024-952-6159
ロミオ ヨークパーク店,福島県郡山市西ノ内2-11-40 ヨークパーク　1F,-,-
菜園レストラン　el ＴＡＰＡＤＯ（エルタパド）,福島県郡山市西田町土棚字内出346-1 ,-,024-972-2325
ヤナギ屋,福島県郡山市開成4-1-21 ,-,024-932-1291
あさくさらーメン  駅前店,福島県郡山市駅前2-3-3 ,-,-
バー&カフェ ミクソロジーモザイク,福島県郡山市中町8-7 ,-,024-905-2891
菜食健美 ベレッシュ,福島県郡山市八山田西1-155 ,-,024-973-6388
こふく,福島県郡山市駅前1-1-12 陣屋エクセレント 1F,-,024-931-4622
バー ザ ドア（Bar the door）,福島県郡山市朝日二丁目22-10 福和ビル１階,-,024-934-5554
彩華飯店 針生店,福島県郡山市大槻町針生118 ,-,024-934-4375
らぁ麺茶屋 麺蔵,福島県郡山市喜久田町堀之内字瓶焼場2-5 ,-,-
立ちそば処 鷹 郡山,福島県郡山市字燧田 JR郡山駅 2F,-,-
郡山ワシントンホテル,福島県郡山市大町1-3-3 郡山ワシントンホテル,-,024-923-1311
中地手打そば MARU壱,福島県郡山市湖南町中野向町2779 ,-,不明の為情報お待ちしております
香（KOO）,福島県郡山市中町7-14 おのやビル 1F,-,024-954-6684
ますや 駅前店,福島県郡山市駅前2-1 ,-,-
うどん 天つるり フードバザー エスパル郡山,福島県郡山市燧田195 ,-,-
玉藻,福島県郡山市富久山町八山田経堂65-1 ,-,024-925-5455
甚六（じんろく）,福島県郡山市駅前2-3-2 駅前グリーンビル　１Ｆ,-,024-938-3636
山忠（ヤマチュウ）,福島県郡山市桑野2-18-18 ,-,024-939-1515
SUMIBIYAKI 焔屋（スミビヤキ ホムラヤ）,福島県郡山市中町10-1 ハリマビル 2F,-,024-983-5777
コンフォートホテル 郡山,福島県郡山市方八町2-2-22 ,-,024-941-2911
肉処 大沼亭,福島県郡山市芳賀1-9-25 ,-,090-4550-2929
ナチュレ ルビュー（Ｎature levure）,福島県郡山市御前南1-82 ,-,024-954-5887
イルフェボー洋菓子店（IL FAIT BEAU）,福島県郡山市富田町字下曲田14-2 ,-,024-935-8087
かっぱ寿司 郡山南店,福島県郡山市南1-51 ,-,-
菓子舗愛宕屋（カシホアタゴヤ）,福島県郡山市富田町坦ノ腰55 ,-,024-951-0438
うみねこ食堂,福島県郡山市図景2-9-7 ,-,024-905-1879
パティスリーカフェ ブラン（PATISSERIE CAFE BLANC）,福島県郡山市大槻町針生北94-22 ,-,024-934-8818
魚のほね,福島県郡山市駅前2-5-18 和光第2ビル 1F,-,024-927-5080
なごり,福島県郡山市大槻町原田西36-5 ,-,024-952-7079
花春酒蔵　河童,福島県郡山市清水台1-6-15 ,-,-
一心亭 郡山分店（いっしんてい）,福島県郡山市駅前2-1-5 ,-,-
白河中華食堂 咲,福島県郡山市朝日2-18-1 ,-,-
キッチン 杉の子（スギノコ）,福島県郡山市桑野3-11-16 岡部ビル 1F,-,024-925-2886
むぎの里 郡山長者店,福島県郡山市長者3-1-8 ,-,024-933-9262
仁亭（じんてい）,福島県郡山市鶴見坦3-5-2 ,-,-
まる虎,福島県郡山市虎丸町1-26 ,-,070-5471-9329
一本堂 郡山八山田店,福島県郡山市富田東3-123 ,-,024-901-9235
安兵衛,福島県郡山市桑野3-19-8 ,-,024-924-0170
すき家 4号郡山日和田店,福島県郡山市日和田町字原12-110 ,-,-
ふらんす厨房 Kei（ケイ）,福島県郡山市虎丸町21-4 ,-,024-921-1383
キッチンパパとお惣菜,福島県郡山市桑野3-14-18 クローネ郡山 1F,-,不明の為情報お待ちしております
THE RESTAURANT（ザ レストラン）,福島県郡山市安積4-229 ,-,024-973-8062
泉屋,福島県郡山市開成2-16-2 ,-,-
らーめん絆家,福島県郡山市西田町三町目仁王ケ作37-1 ,-,-
ジョイフル 郡山鶴見坦店,福島県郡山市鶴見坦2-15-1 ,-,-
双喜亭 郡山店,福島県郡山市駅前2-11-1 モルティ５F,024-990-1454,050-5600-3162
ホテル華の湯,福島県郡山市熱海町熱海5-8-60 ,-,024-984-2222
インター食堂 富田店,福島県郡山市富田町字権現林4-2 ,-,024-961-1605
大昇楼,福島県郡山市備前舘2-1 ,-,024-933-9651
三松会館,福島県郡山市大町1-3-13 ,-,024-932-0173
工房 栞,福島県郡山市南2-84 ,-,080-5846-3851
郡山駅食品館Pivot 郡山店（ピボット）,福島県郡山市燧田195 ,-,024-931-2554
コンコンブル,福島県郡山市開成2-8-6 ,-,024-932-9064
す吾六（じんや すごろく）,福島県郡山市駅前1-5-11 野田ビル　１Ｆ,-,024-934-0017
モルツ（MALT's）,福島県郡山市駅前2-3-5 エリート27ビル 3F,-,024-933-9777
牛たんけやき 郡山図景店,福島県郡山市図景1-14-22 ,-,-
中華そば さんこう,福島県郡山市富田町上亀田1-3 ,-,024-951-7018
麺飯家龍門（リュウモン）,福島県本宮市荒井字久保田43-1 ,-,0243-34-2338
カフェ ニジョウヒピン,福島県郡山市安積町笹川3-38-6 ,-,非公開
スタジョーネ,福島県郡山市台新2-22-12 ,-,024-935-7192
築地銀だこ THEMALL郡山店,福島県郡山市長者1-1-56 ザ・モール郡山,-,-
京香（きょうか）,福島県郡山市長者1-3-20 ,-,024-932-0220
伊藤園ホテル磐梯向滝,福島県郡山市熱海町熱海5-295 ,-,024-955-6091
えびな食堂,福島県郡山市湖南町三代字京塚565-1 ,-,-
中華そば ほん田,福島県郡山市大槻町前畑54‐3 ,-,-
春寿司,福島県郡山市駅前2-8-28 ,-,024-932-8709
郡山駅前ラーメン 角麺,福島県郡山市駅前1-5-8 ,-,-
松屋 郡山芳賀店,福島県郡山市芳賀3-7-1 ,-,-
鈴広寿司,福島県郡山市富田町字舘南32-8 ,-,0249-52-1254
向山製作所cafe  S-PAL郡山店（ムカイヤマセイサクショカフェ）,福島県郡山市燧田195 郡山おみやげ館 1F,-,-
夢一膳（ゆめいちぜん）,福島県郡山市駅前1-4-3 陣屋Ｓ．Ｓ．ポートビル　１Ｆ・２Ｆ・３Ｆ,-,024-934-8236
おいち茶屋,福島県郡山市西田町高柴舘野169 ,-,024-971-3907
天ぷら 佐久間（さくま）,福島県郡山市富田東1-379 ,-,070-1148-1766
モンタボー 福島郡山店（麻布十番モンタボー）,福島県郡山市長者1-1-56 ザ・モール郡山 LIVIN郡山店,-,024-931-4383
新月,福島県郡山市駅前2-1-12 ,-,024-922-0908
支那そば　番,福島県郡山市菜根5-12-13 ,-,024-924-0644
One Hundred Bakery 郡山店,福島県郡山市中町10-14 和久屋ビル 1F,-,-
中華飯店 宏昌（コウショウ）,福島県郡山市大槻町字北八耕地6-4 ,-,024-961-0808
みたか食堂,福島県郡山市本町1-18-8 ,-,024-922-0746
山岡家 郡山店,福島県郡山市富田町字向作田11-1 ,-,-
肉のだるまや,福島県郡山市堂前町10-3 ,-,024-922-9567
秀明（しゅうめい）,福島県郡山市希望ヶ丘11-2 ,-,024-951-7843
ふくしま軒,福島県郡山市朝日3-5-25 ,-,-
お菓子のさかい 郡山新さくら通り店,福島県郡山市島1-21-7 ,-,024-934-7511
神水 -SHIN SUI-（シンスイ）,福島県郡山市駅前1-4-13 エリート11ビル 101,-,024-933-6699
さかなや道場 郡山駅前店,福島県郡山市駅前2-6-20 駅前大学ビル 1F,-,024-927-1211
なみき庵,福島県郡山市並木1-16-3 ,-,024-927-1266
鞍手茶屋 中山峠店（くらてちゃや）,福島県郡山市熱海町安子島字鞍手山1 ,-,024-984-3774
ピザ アボカーレ 日和田店（PIZZA ABBOCCARE）,福島県郡山市日和田町字小原1 フェスタ日和田店　１Ｆ,-,不明の為情報お待ちしております
ソノラバーガー（Sonora burger）,福島県郡山市西田町三町目字関根54 ,-,-
羅布乃瑠　沙羅英慕　 郡山南店（ロブノオル　サラエボ）,福島県郡山市名倉208 ,-,024-937-3313
萬壽園,福島県郡山市安積町日出山字一本松211 ,-,024-943-1809
肉炭 ゴッツ（肉炭 GOTTSU）,福島県郡山市堤2-37 伊東ビル3-6,-,024-983-0925
和創菜 月亭（わそうさい つきてい）,福島県郡山市駅前2-6-4 富士館ビル　２Ｆ,-,024-923-1911
トラジロウ（TORAJIRO）,福島県郡山市安積町荒井北大部1-1 TT山一ビル 1F,-,024-947-2238
ぐりむわーるど 富田西店,福島県郡山市富田町字諏訪前41 ,-,024-953-6662
熱海荘,福島県郡山市熱海町熱海4-315 ,-,024-984-2101
青田屋,福島県郡山市字燧田195 JR郡山駅 1F,-,-
焼肉ふざん,福島県郡山市富田町細田89-3 ,-,024-905-4410
麺処 廣木,福島県郡山市富久山町八山田字土布池11-125 武田ハイツ 1F,-,-
姑娘飯店（クーニャンハンテン）,福島県郡山市駅前1-4-15 ,024-923-5722,0066-9809-44021515
大戸屋ごはん処 郡山八山田店,福島県郡山市八山田5-4 ,-,-
まるご食堂,福島県郡山市喜久田町堀ノ内向原7-108 ,-,024-959-1666
極塩ラーメン鬼生田,福島県郡山市西田町鬼生田中野338 ,-,024-981-0170
壱献はなれ（イッコン）,福島県郡山市桑野2-17-12 J&Cビル 1F,-,024-953-6727
くに屋,福島県郡山市大槻町字谷地17-3 ,-,024-952-9123
源氏（げんじ）,福島県郡山市駅前1-5-3 源氏ビル2F,-,-
エキナカスタンド 福豆屋,福島県郡山市燧田195 エスパル郡山店 1F,-,-
麺工房 えんたく,福島県郡山市富久山町久保田岡ノ城69-4 ,-,-
ケンタッキーフライドチキン 郡山フェスタ店,福島県郡山市日和田町字小原1 イオン郡山フェスタ 1F,-,不明の為情報お待ちしております
パンの花泉,福島県郡山市日和田町日和田93-2 ,-,024-973-8431
枡はん（ますはん）,福島県郡山市本町1-14-3 ,-,-
安積パーキングエリア上り線 ショッピングコーナー,福島県郡山市三穂田町川田字勝利ヶ岡30-1 安積パーキングエリア(上り),-,-
ふく陣,福島県郡山市朝日1-20-30 ロンパイスビル 1F,-,024-934-3559
食菜工房 まる山,福島県郡山市並木1-12-13 ,-,024-935-0055
三代目　塩原屋　まる仙,福島県郡山市日和田町字日和田96番地 ,-,024-958-2034
リトルマーメイド　 フェスタ郡山店,福島県郡山市日和田町字小原1 1Ｆ,-,不明の為情報お待ちしております
kitchen EAT,福島県郡山市並木1-2-12 さがらビル1F,-,024-901-9729
アムール・ド・ボンボン,福島県郡山市菜根1-6-1 ,-,024-983-8118
手打中華 麺民 ことぶき家,福島県郡山市大槻町前畑28-1 ,-,-
炭火焼 鈴,福島県郡山市桑野3-13-3 かつみマンション,024-983-4932,050-5595-2303
中華飯店 龍虎,福島県郡山市駅前2-6-5 マルマビル 1F,-,-
炉端 ばんざい,福島県郡山市大町1-2-14 初瀬ビル 1F,-,024-983-9755
くさび 郡山イオンタウン店,福島県郡山市松木町2-28 イオウンタウン郡山,-,024-942-6320
萩姫の湯栄楽館（エイラクカン）,福島県郡山市熱海町熱海4丁目47 ,-,024-984-2135
レストラン・ボンジュール,福島県郡山市八山田7-10 南東北BNCT研究センター 1F,-,024-953-6521
ほっともっと 郡山横塚店,福島県郡山市横塚2-196-2 ,-,024-941-6266
わかの屋,福島県郡山市湖南町福良字台畠8596-1 ,-,024-983-2809
旬膳 くしぜん（しゅんぜん くしぜん）,福島県郡山市大町1-4-16 第一増子ビル　４Ｆ,-,024-935-5007
ドトールコーヒーショップ 郡山富久山店,福島県郡山市富久山町八山田大森新田36-1 ,-,024-936-2240
麺家 大須賀（おおすか）,福島県郡山市台新1-31-10 台新ビル　1F,-,-
まめぜん,福島県郡山市大町1-4-15 第2子ビル　１Ｆ,-,024-954-7533
麺場 田所商店 郡山新さくら通り店,福島県郡山市堤1-86 ,-,024-953-7269
あさくさらーメン 西ノ内店,福島県郡山市西ノ内1-2-2 K'sガーデン1F,-,-
やきとり とりすず,福島県郡山市駅前2-5-1 和光ビル 1F,-,024-933-7685
モアフェリシア 郡山駅ピボット店（More Felicia）,福島県郡山市字燧田195 郡山駅食品館ピボット,-,不明の為情報お待ちしております
自家焙煎 富久栄珈琲 うすい店,福島県郡山市中町13-1 9F,-,-
リルケイ（Lille-K）,福島県郡山市富田町字登戸38-10 ,-,0249-05-2128
ラーメン丸徳,福島県郡山市大槻町字中新町1-1 ,-,024-952-0140
北海道本格ジンギスカン ひつじや,福島県郡山市大町1-2-14 初瀬ビル 1F,-,024-901-9422
味心 すず木（料理や）,福島県郡山市朝日3-6-4 レジデンス朝日第２ビル１階,-,024-921-4147
ザ バー ワタナベ（The bar）,福島県郡山市駅前2-7-16 増子第3ビル 1F,-,024-933-9788
幸楽苑 新桜通店,福島県郡山市島1-383 ,-,024-933-9798
デニーズ 郡山富久山店（Denny's）,福島県郡山市八山田4-104 ,-,-
むなかた屋（むなかたや）,福島県郡山市駅前1-9-5 NATURE倶楽部 1F,024-924-1167,050-5872-8223
やきとり 天ちゃん,福島県郡山市大町1-3-7 大町第6えいたつビル 1F,-,-
そば うどん 田八（そば うどん でんぱち）,福島県郡山市八山田5-13 メインビル八山田 E-1,-,-
鮨 来多老,福島県郡山市桑野1-21-25 ,-,024-935-6091
よさこい,福島県郡山市安積2-346 ,-,024-945-9848
ななせ,福島県郡山市島2-7-27 ,-,024-935-4477
スープカリー ばぐばぐ 郡山店,福島県郡山市桑野3-14-4 クローネ郡山 1F,-,024-954-8989
酒菜 刀削麺 桑野店,福島県郡山市桑野3-14-27 カレッツァ桑野 1F,-,024-973-8455
福龍餃子館,福島県郡山市日和田町三河尻77-6 ,-,024-958-1230
旬の味 千心,福島県郡山市八山田3-4 ,-,024-931-0928
Bakery いずみがもり イオンタウン郡山店,福島県郡山市松木町2-88 イオンタウン郡山敷地内,-,-
吉野寿司,福島県郡山市安積町荒井字打登喜5-9 ,-,024-946-1400
ミスタードーナツ イオンタウン郡山ショップ（mister Donut）,福島県郡山市松木町2-88 イオンタウン郡山,-,024-943-9977
モスバーガー 郡山富久山店,福島県郡山市富久山町久保田字太郎殿前2-18 ,-,024-943-2030
ますや本店 台新店,福島県郡山市台新1丁目176-4 ,-,-
スターホテル郡山,福島県郡山市長者3-5-6 ,-,024-934-5221
牛豊 八山田店,福島県郡山市八山田西1-114 ,-,024-934-1129
ARCH（アーチ）,福島県郡山市中町11-2 ロンデン中町ビル 3F,-,024-954-4850
手打ち中華 麺匠 ぜん,福島県郡山市富久山町久保田字大原104-11 ,-,-
うすい百貨店（USUI）,福島県郡山市中町13-1 うすい百貨店,-,024-932-0001
Go Go Round This World! Books＆Cafe,福島県郡山市清水台1-6-9 八幡プラザ1号館 1F,-,-
かなや亭,福島県郡山市田村町金屋平舘47-2 ,-,024-953-3397
モーニング 安積店,福島県郡山市安積町長久保4-1-18 1F,-,024-947-3460
菜々家 郡山南店,福島県郡山市南1-77 ,-,-
Dining Restaurant Ete',福島県郡山市大町1-2-16 ,-,024-983-1117
ふるらーじゅ 安積店,福島県郡山市安積町長久保3-3-4 ,-,024-937-2588
椿ラーメンショップ あさか屋,福島県郡山市安積町笹川字彼岸塚23-5 ,-,-
福豆屋（ふくまめや）,福島県郡山市字燧田 ＪＲ郡山駅構内,-,024-927-5975
食彩 けいまり,福島県郡山市大槻町字小山田前22 ,-,024-905-7534
郡山石筵ふれあい牧場,福島県郡山市熱海町石筵字萩岡2-2 ,-,-
S!BONHEUR（エス ボヌール）,福島県郡山市富田東3-91 ,-,024-954-6654
はな巻,福島県郡山市桑野1-5-17 ,-,024-924-0318
アジアンカレー専門店 ハバカーる。（ハバカール）,福島県郡山市虎丸町8-7 ,-,-
かげやま食堂,福島県郡山市田村町金屋上川原84-3 ,-,-
中国料理 珍満（チンマン）,福島県郡山市駅前2-7-19 ,-,024-932-5111
メヒコ  郡山フラミンゴ館,福島県郡山市富田町字久根下1 ,-,024-952-7323
市場食堂,福島県郡山市大槻町字向原114 郡山市総合地方卸売市場内　管理棟2F ,-,-
和の台所 鉄心堂 荒井店,福島県郡山市安積町荒井字上北井前47-1 ,-,024-953-3796
モーニング 菜根本店,福島県郡山市菜根5-12-10 ,-,024-938-0762
コメダ珈琲店 郡山富田店,福島県郡山市富田町字山王林26-1 ,-,-
T-ｓｍｉｌｅ（ティースマイル）,福島県郡山市緑ケ丘西4-16-3 ,-,024-942-7233
吉野家 49号線郡山安積店,福島県郡山市安積町日出山2-154-1 ,-,024-941-4556
伝説のすた丼屋  郡山安積店,福島県郡山市安積町荒井字外川原21-1 ,-,-
大和,福島県郡山市堤2-233-8 ,-,-
酒場スワロウ,福島県郡山市駅前1-9-4 小林ビル 1F,-,024-983-6262
ジェラート　カザロ（gelato casaro）,福島県郡山市朝日2-3-34 ,-,非公開
レストランハッピータイム,福島県郡山市喜久田町卸1-1-1 南東北総合卸センター,-,024-959-6004
うな丁,福島県郡山市大槻町下町81-1 ,-,024-952-4447
炭蔵（TANZO）,福島県郡山市中町7-14 飯島中町ビル 1F,-,024-983-3331
喜多方らーめん 桑野店,福島県郡山市桑野4-6-4 ,-,-
しゃぶ葉  イオンタウン郡山店,福島県郡山市松木町2-88 ,-,024-941-0300
トマト＆オニオン 郡山富久山店（Tomato＆onion）,福島県郡山市富久山町八山田字大森新田36-1 ,-,024-991-1230
ナマステ ロイヤル インド,福島県郡山市開成2-31-14 ,-,024-932-7071
酒菜 刀削麺（シュサイ トウショウメン）,福島県郡山市駅前2-6-1 ＧＹビル　１Ｆ,-,024-934-5801
龍宮城 本店,福島県郡山市安積4丁目38 ,-,024-946-3171
いずみや,福島県郡山市七ツ池町17-22 ,-,-
柏屋 本店,福島県郡山市中町11-8 ,-,-
松屋 郡山コスモス通店,福島県郡山市堤3-180 ,-,不明の為情報お待ちしております
すき家 49号郡山IC店,福島県郡山市富田町字池ノ上36-1 ,-,非公開
スイートホット（Sweet hot）,福島県郡山市小原田3-10-4 ,-,024-954-7760
パン工房 ブォーノブォーノ,福島県郡山市朝日3-5-16 イルチェントロビル 1F,-,024-927-5686
PIRONO BEER（ピロノ ビール）,福島県郡山市堂前町12-6 ,-,-
大衆食堂すずめ,福島県郡山市富久山町久保田南田40-1 ,-,-
ゲストハウス・シンプソン（GUEST HOUSE SIMPSON）,福島県郡山市方八町2-2-11 ,-,不明の為情報お待ちしております
極辛味噌専門店 麺屋つどい,福島県郡山市大槻町前畑54-2 ,-,-
やぐら太鼓（やぐらだいこ）,福島県郡山市桜木2-21-4 ,-,024-932-9058
ぴーちゃん,福島県郡山市安積町日出山2-80 アミューズパーク郡山 1F,-,-
おむすび処 大和（YAMATO）,福島県郡山市熱海町中山二渡14 ,-,050-8892-8676
洋麺屋 五右衛門 郡山店,福島県郡山市並木4-6 1F,-,024-983-3315
ドトールコーヒーショップ 郡山駅店,福島県郡山市燧田195 エスパル郡山店,-,-
ガッツリラーメン いち豚 郡山金屋店（【旧店名】ガッツリラーメン 豚いち）,福島県郡山市田村町上川原284-88 ,-,-
トレンタ 郡山店（TREnTA）,福島県郡山市松木町2-88 1F,-,024-954-7630
奥の細道菓子処 三万石 郡山本店（さんまんごく）,福島県郡山市駅前2-2-13 ,-,024-932-1661
フルーツピークス 八山田本店（【旧店名】ル・ヴェルジェ）,福島県郡山市八山田5-405 ,-,024-932-0251
中華ジャスミンの花,福島県郡山市中町5-26 ,-,024-921-7887
万菜や,福島県郡山市富田町下曲田25-10 TROISREINE 1F,-,024-933-3378
マグロノキワミ,福島県郡山市菜根4-25-15 ,-,050-8884-3444
かつや 郡山香久池店,福島県郡山市山崎403-1 ,-,024-983-5075
モスバーガー 郡山新さくら通り店（MOS BURGER）,福島県郡山市堤2-28-1 ,-,024-962-4020
VENDOR CAFE&STORE（ベンダー カフェ&ストア）,福島県郡山市桑野清水台52-7 ,-,-
ガスト 郡山南店,福島県郡山市南2-14 ,-,-
郡山シティホテル,福島県郡山市駅前2-5-16 ,-,024-922-1111
中華そばおつまみ日の出軒 静町店,福島県郡山市静町20-23 ,-,024-952-0303
ココス 郡山久留米店（COCO’S）,福島県郡山市久留米3-125-1 ,-,024-937-0778
割烹料理 ましこ,福島県郡山市土瓜1-229 ,-,024-951-9055
喜多方らーめん 大槻店,福島県郡山市中野1-1-1 田中コーポ101,-,024-952-7371
極濃湯麺フタツメ 郡山鳴神店（ゴクノウタンメン）,福島県郡山市鳴神2-103 ,-,-
松喜鮨（（マツキズシ））,福島県郡山市駅前1-3-7 エリート7ビル1Ｆ,-,024-923-3424
大志軒 富田店,福島県郡山市新屋敷1丁目162 ,-,-
サイルン（【旧店名】ライタイ）,福島県郡山市日和田町字朝日坦33-4 ,-,024-983-3566
ＢＩＳＴＲＯ Ｂｏｎｎｅ－ｃｈｅｒｅ（ボン・シェール）,福島県郡山市並木2-17-17 ,-,024-925-5573
オーベルジュ鈴鐘（オーベルジュスズカネ）,福島県郡山市熱海町熱海5-38 ,-,024-994-1555
かっぱ寿司 郡山駅東SC店,福島県郡山市向河原町4-60 ,-,-
BLUE THREE（ブルー スリー）,福島県郡山市方八町2-10-12 サン・コーポ 1F,-,-
白河中華そば えん,福島県郡山市富田東3-48 ,-,-
かしわや食堂,福島県郡山市湖南町三代字御代1251 ,-,024-982-2496
中国飯店なるき,福島県郡山市富久山町久保田字愛宕86 ,-,024-923-6678
仁井田本家（ニイダホンケ）,福島県郡山市田村町金沢高屋敷139 ,-,024-955-2222
フラットホワイトコーヒーファクトリー レイクサイド イン ザパーク店（FLAT WHITE COFFEE FACTORY）,福島県郡山市開成1-5 ,-,024-983-5760
松屋 郡山駅前店,福島県郡山市駅前2-3-9 東京萬ビル,-,不明の為情報お待ちしております
幸楽苑 郡山インター店,福島県郡山市富田町字池ノ上29-1 ,-,-
小波,福島県郡山市朝日2-4-14 ,-,024-933-0877
うっちゃんの倉庫,福島県須賀川市吉美根字土橋61-5 ,-,0248-76-5294
正谷（まさや）,福島県郡山市中町7-14 おのやビル 2F,-,024-933-6040
サーティワンアイスクリーム 郡山フェスタ店,福島県郡山市日和田町字小原1 ショッピングモールフェスタ 1F,-,不明の為情報お待ちしております
藤,福島県郡山市方八町1-4-3 ,-,-
会津郷土食 鶴我（あいづきょうどしょく つるが）,福島県郡山市大町1-2-28 ,-,024-931-1056
日の出屋 郡山針生店,福島県郡山市大槻町針生5-1 ,-,024-927-5670
catoe（カトー）,福島県郡山市西ノ内1-19-7 ,-,0249-83-7367
すし割烹 富山,福島県郡山市駅前1-3-10 陣屋味の会ビル,-,024-954-5322
ミスタードーナツ 郡山西ノ内ショップ,福島県郡山市西ノ内2-11-40 イトーヨーカドー郡山店 1F,-,024-925-7011
中華飯店はやま,福島県郡山市麓山2-8-4 ,-,-
タリーズコーヒー エスパル郡山店,福島県郡山市字燧田195 エスパル郡山店 2F,-,-
フルカワ食堂3,福島県郡山市昭和2-17-10 ,-,-
支那そば すみ家,福島県郡山市熱海町熱海2-100 ,-,不明の為情報お待ちしております
銀座 ハゲ天 うすい百貨店,福島県郡山市中町13-1 うすい百貨店 B1F,-,024-932-0001
モンリブラン 安積店,福島県郡山市安積3-332-2 ,-,024-947-1618
