店名,住所,電話番号,予約・お問い合わせ
グルービー つくば東大通り店（Groovy）,茨城県つくば市下広岡1055-684 ,-,029-860-2112
無添くら寿司 つくば研究学園店,茨城県つくば市学園南3-21-2 ,-,-
よしむら,茨城県つくば市小田3076-4 ,-,029-867-2277
かつれつカフェ アオイオト（CutletCafe aoioto）,茨城県つくば市二の宮2-2-35 つくばテラス,-,029-811-6927
毎日マーラータン,茨城県つくば市天久保2-11-10 ,-,-
やきにく穏和  つくば学園店（おんわ）,茨城県つくば市手代木716-1 ,-,029-846-4129
山鶴（ヤマツル）,茨城県つくば市竹園2-11-21 竹園アイステナント007,-,029-879-8444
マクドナルド 354つくば上横場店（McDonald's）,茨城県つくば市上横場2166-1 ,-,029-838-1130
ナチュカフェ（nachu cafe）,茨城県つくば市吉瀬533-1 ,-,029-857-1068
串焼き屋　串好,茨城県つくば市研究学園D17街区6 ,-,029-854-1129
八笑（やわら）,茨城県つくば市研究学園D13街区7画地 ＳＯテナント103号室,-,029-856-2015
千年一日珈琲焙煎所 CAFE,茨城県つくば市天久保3-21-3 星谷ビル 1F,-,050-3692-2543
順鮨,茨城県つくば市小野崎170-1 ,-,029-886-5661
インド ネパールレストラン ナマステ キッチン（Indian Nepali Restaurant NAMASTE KITCHEN）,茨城県つくば市天久保1-10-4 ジョイプラザ天久保,-,029-859-8337
わ可ば,茨城県つくば市二の宮3-2-11 平田ビル 1F,-,029-896-8155
岬食堂（みさきしょくどう）,茨城県つくば市泊崎42-3 ,-,029-876-0592
山田うどん 作谷店,茨城県つくば市作谷787-1 ,-,029-869-1360
メーマリ,茨城県つくば市山中3-1 ,-,029-896-3773
鉄板屋 やんちょ,茨城県つくば市手代木261-12 101,-,029-886-3802
ばんどう太郎 つくば店（ばんどうたろう）,茨城県つくば市上郷617-1 ,-,029-847-3335
フルーツピークス つくば店（【旧店名】ルヴェルジェ）,茨城県つくば市研究学園2-20 ,-,029-886-5212
蕎麦一,茨城県つくば市竹園2-7-27 INOレジデンス1階,-,-
マクドナルド イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,-
鰻と炭火焼とよ長,茨城県つくば市竹園2-3-7 栄ビル　１F,-,029-855-7011
シャトレーゼ つくば学園の森店,茨城県つくば市学園の森2-16-1 ,-,029-858-5201
MaSiLo cafe（マジロ カフェ）,茨城県つくば市二の宮2-20 洞峰公園 新都市記念館,-,050-8883-8324
しゃぶ菜  イーアスつくば店,茨城県つくば市研究学園C50街区1 イーアスつくば 1F,-,029-868-7178
豊進,茨城県つくば市沼田590 ,-,029-866-0286
つけめん・らーめん活龍 竹園店,茨城県つくば市竹園1-9-7 林ビル　１F,-,-
ガトー・プーリア（Gateau Puglia）,茨城県つくば市水堀587-54 ,-,029-863-3767
モッツバー 高の家 本店（Mott's Bar）,茨城県つくば市竹園1-9-2 デイズタウン 1F,-,029-858-1318
一風堂 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 1F,-,-
柏屋,茨城県つくば市春日2-33-8 ,-,029-851-6156
イタメシヤBAFFI（バッフィ）,茨城県つくば市天久保1-16-7 さくらビル 2F,-,029-896-9960
がってん寿司旬亭 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば,-,029-875-8900
コストコ つくば倉庫店（COSTCO）,茨城県つくば市学園の森2-19 ,-,-
PALETTE..（パレット）,茨城県つくば市市之台120-8 ,-,029-836-8899
つくば山水亭 別亭,茨城県つくば市吾妻1-1364-1 ホテル日航つくば 2F,-,029-855-3313
鮨処 修（すしどころ しゅう）,茨城県つくば市竹園1-12-1 ,-,029-852-1588
アメリ,茨城県桜川市真壁町白井62-2 ,-,0296-55-5335
囲炉裏焼 杉（【旧店名】囲炉裏ホルモン小寅）,茨城県つくば市天久保1-17-8 ,-,029-828-6006
霜降牛ステーキ千,茨城県つくば市下広岡1055-11 ,-,029-879-8799
サイゼリヤ つくば松代店,茨城県つくば市松代1-10-10 ,-,029-856-5180
桜井菓子店,茨城県つくば市神郡76 ,-,0298-67-2750
ハイマウントJ,茨城県つくば市筑穂1-13-2 ,-,-
Corgi Buns Burger（コーギー バンズ バーガー）,茨城県つくば市みどりの中央11-3 ウイングマルシェ 2F,-,029-846-0009
黄金屋,茨城県桜川市真壁町真壁374 ,-,0296-55-3658
ゆきむら亭 つくば西店,茨城県つくば市西平塚331-10 ,-,029-861-0577
和粋喜 隆べえ,茨城県つくば市桜3-18-1 ,-,029-869-8416
俺の生きる道 つくば店,茨城県つくば市吾妻3-12-1 ,-,-
韻 ミュージックカフェ（イン）,茨城県つくば市学園の森1-28-11 ,-,080-4684-0110
CAFE 4（カフェヨン）,茨城県つくば市春日4-16-2 ,-,029-851-1010
季節の酵母パン punch（キセツノコウボパン パンチ）,茨城県つくば市要320-1 ,-,029-844-1000
Fika紅茶専門店（フィーカ）,茨城県つくば市二の宮1-20-11 アンティームつくば 1F,-,029-828-8964
つくばねカントリークラブ,茨城県つくば市神郡2726 ,-,029-866-0224
俺の生きる道W（ダブル）,茨城県つくば市天久保3-8-1 ,-,-
ブラックボード（Blackboard）,茨城県つくば市手代木291-3 ,-,029-896-8972
あさくま 学園都市店,茨城県つくば市松代1-8-6 ,-,029-852-9020
モスバーガー つくば中央店,茨城県つくば市大字小野崎字小池88-7 ,-,029-858-3332
牛角焼肉食堂 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 3F,-,029-893-2955
五衛門 谷田部店,茨城県つくば市上横場2029-8 ,-,029-838-5117
七福軒,茨城県つくば市天久保1-6-14 ,-,-
かつや つくば大曽根店,茨城県つくば市大曽根3352-1 ,-,029-864-0121
サンドウィッチ モリス（サンドウィッチ Morris）,茨城県つくば市吾妻3-16-7 野上ビル 1F,-,029-846-1077
まるせん米菓,茨城県桜川市真壁町白井832-4 ,-,0296-55-5029
かつ太郎 つくば学園店,茨城県つくば市西平塚331-9 ,-,-
ふくろう,茨城県つくば市天久保1-6-13 ,-,029-851-6550
sopo bagel（ソポ ベーグル）,茨城県つくば市吉瀬1087-8 ,-,029-896-9272
みつお万寿 つくば花室店,茨城県つくば市花園21-15 ,-,029-879-5045
豚男爵,茨城県つくば市遠東1371-1 ,-,-
チムニー・ギオット,茨城県つくば市稲荷前27-2 ,-,029-852-3598
HENRY,茨城県つくば市島名392-5 ,-,050-1561-6944
8代葵カフェ つくば学園店（ハチダイアオイカフェ）,茨城県つくば市小野崎581-1 ,-,029-846-6511
幸希 工場直売所,茨城県つくばみらい市台660-1 ,-,0297-38-7895
とんかつ大門,茨城県つくば市東2丁目7-14 ,-,-
ココス 学園天久保店,茨城県つくば市天久保2-17-1 ,-,029-850-1904
スガヤコーヒー（Sugaya Coffee）,茨城県つくば市春日4-24-19 ,-,-
モイッカ（moikka）,茨城県つくば市春日4-20-1 ,-,029-893-3772
支那そば 一麺 豊里店,茨城県つくば市高野361-1-2 ,-,-
ホテルベストランド,茨城県つくば市研究学園5-8-4 ,-,029-863-1515
好来屋 筑波大学店（コウライヤ）,茨城県つくば市天久保2-6-1 ベストランドⅣ 201,-,029-845-7011
フロ プレステージュ つくばイーアス店（FLO PRESTIGE）,茨城県つくば市研究学園C50街区1 イーアスつくば 1F,-,029-848-6670
Coocy（クーシー）,茨城県つくば市筑穂1-2-1 OTNビル 1F,-,029-875-6330
中津からあげ 総本家 もり山 つくば竹園店,茨城県つくば市竹園2-6-1 ,-,029-819-0613
ベーカリー・ミイ（Bakery Myy）,茨城県つくば市篠崎931-3 ,-,029-895-0137
蔵出・焼き芋かいつか つくば店,茨城県つくば市松野木93-18 ,-,-
もちもちの木 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 3F,-,-
コメダ珈琲店 つくば店,茨城県つくば市小野崎129-1 ,-,029-896-5832
沙羅峰（サラボン）,茨城県つくば市倉掛1217-3 ,-,029-852-2989
おみやげ・お食事処 神田家,茨城県つくば市筑波722 （筑波山神社前）,-,029-866-0044
旬彩和食 よし田,茨城県つくば市東岡446-6 ,-,029-875-4853
グラスデイ 岩瀬店,茨城県桜川市上野原地新田202-1 ,-,0296-75-6099
らーめん 逆流,茨城県つくば市小田4687-1 ,-,-
いさみ食堂（イサミショクドウ）,茨城県桜川市真壁町塙世948-8 ,-,0296-55-2490
ビアードパパ イオンモールつくば店（beard papa）,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-879-8988
ジュエル・オブ・インディア つくば店（JEWEL OF INDIA）,茨城県つくば市天久保3-10-16 横田ハイツ　１Ｆ,-,029-828-5540
柳内（やない）,茨城県つくば市花室844 ,-,029-857-6230
コウミ食堂,茨城県つくば市筑穂3-1-5 つくばフロンティアビル 2F,-,-
スプリングフィールド（SPRING FIELD）,茨城県つくば市春日4-16-22 ,-,050-5874-6938
蕎麦 すこやか館,茨城県つくば市要46-18 ,-,-
志ち乃 つくば店,茨城県つくば市上野字向原681-1 ,-,029-850-6111
手打ラーメン 珍来 千現店,茨城県つくば市千現1丁目11-1 ,-,-
森のcafe,茨城県土浦市粟野町1850-11 ,-,0298-96-6608
蔵出し味噌 麺場 田所商店 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 3F,-,029-875-6161
ペッパーランチ  イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば フードコート内,-,-
肉の寿司 一縁,茨城県つくば市研究学園4-2-14 エビスタウン 2F,-,029-828-5447
はらいっぱい,茨城県つくば市中内56-6 ,-,不明の為情報お待ちしております
おやつのリュタン,茨城県つくば市研究学園D13街区 6OSテナント 101 1F,-,029-858-0737
焼肉 平城苑 つくば学園店（ヤキニクヘイジョウエン）,茨城県つくば市小野崎283-1 ,-,029-855-4129
つくば銀座惣菜店 イーアスつくば店,茨城県つくば市研究学園C50街区1 ,-,029-852-3890
ホテルグランド東雲,茨城県つくば市小野崎488-1 ,-,029-856-2211
十割そば 囲炉裏,茨城県つくば市小野崎443-3 ,-,-
鳥吉 本店（とりきち）,茨城県つくば市二の宮1-4-16 ,-,029-851-1797
キャンディスパイス つくば店（キャンディスパイス）,茨城県つくば市竹園2-16-3 第2サンライズ102,-,029-893-2933
ベリーベリー カフェ（Very Very CAFE）,茨城県つくば市吾妻1-6-1 つくばクレオスクエア,-,不明の為情報お待ちしております
まる信 食堂,茨城県つくば市下広岡1061-71 ,-,-
かまや,茨城県桜川市真壁町亀熊120-1 ,-,0296-54-0666
ル パン グリグリ（Le Pain Gris*Gris）,茨城県つくば市桜2-14-5 ,-,-
牛角 焼肉食堂 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 3F フードコート,-,-
ラ・シャロント,茨城県つくば市筑穂3-1-6 ,-,029-864-8778
Yuzu（ユズ）,茨城県つくば市筑穂2-2-3 ,-,不明の為情報お待ちしております
レインボーカフェ つくば店（Rainbow cafe）,茨城県つくば市春日3-12-2 マライカBAZAAR つくば店,-,-
筑波大学第２エリア大食堂,茨城県つくば市天王台1丁目1-1 2B棟 1F,-,-
泉食堂,茨城県つくば市北条5111 ,-,029-867-1256
コルヌコピア（Cornu copia）,茨城県つくば市手代木2005-3 ,-,029-886-8661
ルーブル（【旧店名】ル・アール）,茨城県つくば市研究学園5-1-7 ,-,-
マクドナルド つくば学園店,茨城県つくば市小野崎字千駄苅293-1 ,-,029-858-0785
すき家 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 3F,-,非公開
清六家 みどりの店,茨城県つくば市みどりの中央11-3 ウイングマルシェ 1F,-,-
カタミベーカリー（Katami Bakery）,茨城県つくば市北中島324-1 ,-,029-869-9936
ココス 谷田部店（COCO'S）,茨城県つくば市上横場2157-1 ,-,029-839-1075
中国家庭料理 香福園,茨城県つくば市東2-30-8 ,-,029-869-8383
四川料理・麻辣十食,茨城県つくば市天久保1-6-15 ,-,029-811-6589
青山 がらり つくば店,茨城県つくば市吾妻1-6-1 つくばクレオスクエア Q't　3Ｆ,-,029-851-1615
タイ国料理レストラン コワタイ（【旧店名】タイの台所 コワタイ）,茨城県つくば市南中妻826-5 ,-,-
はま寿司 つくば小野崎店,茨城県つくば市小野崎282-7 ,-,-
プリムローズ,茨城県つくば市春日3-10-11 メソードつくばI－102,-,029-856-1185
中華定食 笑飯店,茨城県つくば市桜2-15-3 １F,-,029-857-2255
丸亀製麺 イーアスつくば,茨城県つくば市研究学園5-19 イーアスつくば 3F,-,029-852-3022
Cafe＆Diner hungry（hungry）,茨城県つくば市東新井28-4 ,-,029-875-6374
薔薇絵亭,茨城県つくば市天久保2-7-22 ,-,029-852-4568
花Q（HANAKYU）,茨城県つくば市竹園2-11-21 ,-,029-855-6468
インドカレー＆ナン ゴーゴームンバイ イオンモールつくば店 （Indian Curry ＆ Naan Go!Go! Mumbai ）,茨城県つくば市稲岡66-1 イオンモールつくば フードフォレスト 3F,-,-
森の薬膳CoCoTea（ココティ）,茨城県つくば市学園の森2-39-1 ,-,029-829-6996
ボニート（Bonito）,茨城県つくば市東新井17-3 クローバーテナント 1F,-,029-896-8855
油ヤ食堂 つくば竹園店,茨城県つくば市竹園1-9-7 林ビル 1F,-,-
金の馬結（キンノバケツ）,茨城県つくば市天久保2-15-7 ,-,-
コーヒーファクトリー スタートアップカフェ（COFFEEFACTORY START UP CAFE）,茨城県つくば市吾妻2-5-1 つくばスタートアップパーク内,-,-
谷田部東PA（下り線）フードコート,茨城県つくば市大字梶内字ゴアンノウ612-3-2 常磐自動車道 下り,-,-
スペシャルティコーヒー豆専門店 トライブ,茨城県つくば市東新井20-7-101 ,-,029-875-6455
オステリア ヴィッテロ,茨城県つくば市筑穂2-1-2 アーバンホテル 1F,-,029-877-0611
茶の蔵 きむら園,茨城県つくば市手代木292-4 ,-,029-859-3900
天津,茨城県つくば市北条166 ,-,-
Nonna Nietta（ノンナ ニェッタ）,茨城県つくば市並木3-26-28 ,-,029-819-2049
筑波山ケーブルカー　宮脇駅売店,茨城県つくば市筑波1 ,-,-
レストラン　グルメ,茨城県つくば市筑波2398-3 ,-,029-866-1718
カフェ シエロ ブルー（Cafè Cielo blu）,茨城県つくば市筑波1 ,-,-
ファミリーイタリアン ガスパロ 幸せを運ぶヨウム店,茨城県つくば市西岡243-3 ,-,050-3173-8571
麺八,茨城県つくば市大曽根3836 ,-,-
坂東太郎 研究学園総本店,茨城県つくば市研究学園C27街区1 ,-,029-875-6171
炭火焼居酒屋 牛タン和助,茨城県つくば市研究学園5-15-2 グレーシア 202,-,029-846-0760
カレーレストラン ヘラディワ 北条2号店,茨城県つくば市北条5124-2 ,-,029-893-6141
珈琲屋まめは,茨城県つくば市吉瀬1679-1 ,-,029-857-2181
ここちカフェ（cocoti cafe）,茨城県つくば市西大橋614-1 つくば温泉 喜楽里 別邸,-,029-846-2641
珈琲問屋 つくば店,茨城県つくば市今泉231-1 ,-,029-893-2977
栄楽（エイラク）,茨城県つくば市北条4315 ,-,-
ラ・リヴィエ・ドゥ・サーブル（La Riviere de Sable）,茨城県つくば市みどりの東21-13 ,-,-
魚と肴 とおるの台所,茨城県つくば市上横場2287-1 ,-,029-846-4689
イタリアンスポット チムニー,茨城県つくば市二の宮2-1-6 ,-,029-852-6848
Roji&夜食堂Roji（ロジ【旧店名】Roji菜園テーブル）,茨城県つくば市上ノ室516-2 ,-,029-896-6782
こだわりとんかつ　たやま つくば店,茨城県つくば市西大橋751-1 ,-,029-856-5556
あんだ堂,茨城県つくば市北条5038-2 栗原製麺 第二工場,-,-
ワインスタンド 43ポンテ（Wine Stand 43ponte・シミポンテ）,茨城県つくば市天久保3-21-3 星谷ビル1F,-,070-1271-8119
つくばブルワリー（TSUKUBA BREWERY）,茨城県つくば市二の宮2-14-15 ,-,029-846-7252
らあめん美春 桜川店（ラアメンミハル）,茨城県桜川市友部967-1 ,-,-
つくば石焼芋,茨城県つくば市倉掛889-1 ,-,-
口福堂 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 1F,-,029-868-2773
デニーズ つくばみどりの店（Denny's）,茨城県つくば市みどりの中央11-5 ,-,-
喜元門 つくばサイエンス大通り店,茨城県つくば市上横場273-6 ,-,-
アンリエット（石窯・天然酵母パン）,茨城県つくば市下横場340-2 ,-,029-836-8867
ジンホア つくば,茨城県つくば市学園南1-11-3 ,-,029-893-3358
中華そば JUN-CHAN,茨城県つくば市竹園2-10-1 第4柴原ビル 1F,-,-
ケンタッキーフライドチキン つくば研究学園店,茨城県つくば市研究学園5-17-4 ,-,029-861-1611
活龍 海老蟹専門 甲殻堂（コウカクドウ）,茨城県つくば市筑穂1-10-12 ,-,-
幸楽苑  イーアスつくば店（こうらくえん）,茨城県つくば市研究学園C50街区1 イーアスつくば 3F,-,029-868-7336
ベッカライ・ブロートツァイト（Backerei Brotzeit）,茨城県つくば市天久保2丁目10-20 ,-,029-859-3737
麺処 はいから,茨城県つくば市花室732 ,-,-
THE GARDEN ISLE（ザ ガーデン アイル）,茨城県つくば市西大井1735-34 ,-,029-844-8014
パンドラ,茨城県つくば市自由ヶ丘974-9 ,-,029-876-5716
さのや食堂,茨城県つくば市上萱丸246-2 ,-,-
やなぎや,茨城県桜川市真壁町田39-2 ,-,0296-55-0427
らぁめん ゑびすや,茨城県つくば市春日4-26-1 ,-,-
ステーキハウスソヌーテ,茨城県つくば市面野井171-1 ,-,029-858-1338
アンデルセン つくば店,茨城県つくば市二の宮2-12-12 ,-,029-855-7022
ビストロ オラゲ（BISTRO ORAGE）,茨城県桜川市上城231-2 ,-,0296-85-4119
筑波山 杉本屋,茨城県つくば市筑波726-2 ,-,029-866-0451
万寿園,茨城県桜川市岩瀬195-1 ,-,-
幸楽苑 万博記念公園店,茨城県つくば市万博記念公園駅B48街区1 ,-,029-848-2120
ピアサピド イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-896-6288
松屋製麺所,茨城県つくば市沼田300 ,-,-
マヤデビ つくば店（MAYADEVI）,茨城県つくば市竹園2-11-15 1F,-,0298-59-8860
中華料理 福軒餃子,茨城県つくば市天久保3-11-1 ,-,029-846-3202
お好み焼本舗 つくば店,茨城県つくば市東新井9-1 ,-,050-3196-2651
リネア（Cucina Italiana Linea）,茨城県つくば市二の宮3-27-2 ,-,029-859-8066
飯村製作所,茨城県つくば市要772-1 ,-,-
Kitchen Ojitako,茨城県つくば市松代5-7-1 1F,-,029-811-6599
一休（いっきゅう）,茨城県つくば市桜2-1-7 グランパスつくば　１Ｆ,-,-
テイクアウト専門店 楽縁（ＧＡＫＵＥＮ）,茨城県つくば市松野木93-3 ,-,029-836-4989
麺や 蒼（AOI）,茨城県つくば市竹園2-6-10 ,-,-
Shingoster LIVING（シンゴスター リビング）,茨城県つくば市小野崎448-1 ,-,029-859-5127
かつ大,茨城県つくば市天久保3-13-3 ,-,029-853-7953
たまご屋本舗 つくば店,茨城県つくば市手代木1270-3 ,-,-
アンドリーニ（ANDOLINI）,茨城県土浦市桜町3-3-14 ,-,029-826-7377
カフェ＆ビアー ゴーティー（cafe&beer GOATEE）,茨城県つくば市栄313 ,-,029-869-5216
コッコリーノ,茨城県つくば市花畑2-9-15 ,-,029-864-4555
ゆうきや つくば学園店,茨城県つくば市赤塚678-1 ,-,029-846-6866
ベーカリー&カフェ ブルーノ トナリエクレオ店（BAKERY&CAFE BRUNO）,茨城県つくば市吾妻1-6-1 トナリエ つくばスクエア tonarie CREO 1F,-,-
北海道らぁめん伝丸 つくば西大通り店,茨城県つくば市筑穂1-5-13 ,-,-
インド・ネパール料理　ＲＡＪＡ つくば店（ラージャ）,茨城県つくば市二の宮2-2-3-101 ,-,029-855-2667
銀の豚,茨城県つくば市妻木1766-2 ,-,-
中華そば 春ちゃん,茨城県つくば市北条5043-8 ,-,-
すずや食堂,茨城県つくば市小和田122-1 ,-,029-867-1697
ピクニックベーカリー,茨城県つくば市みどりの2-38-9 ,-,不明の為情報お待ちしております
アジアン酒場 モンスター（門星）,茨城県つくば市竹園1-9-2 デイズタウン B1F,-,029-859-5566
酒亭 縁（シュテイ エニシ）,茨城県つくば市二の宮3-26-1 CASAアモール 1F,-,029-896-8181
芛堂寺（いどうじ）,茨城県つくば市天久保2-6-1 ベストランド4 1F,-,-
和風レストラン　キャニオン,茨城県つくば市下大島422-1 ,-,029-867-0306
パン・ド・メグモリ（Pain de Megumori）,茨城県つくば市牧園1-9 ,-,029-895-7759
株式会社 菓子工房 シェリココ,茨城県つくば市大曽根3379-2 ,-,029-895-2088
農産物直売所 みずほの村市場,茨城県つくば市柳橋496 ,-,-
餃子の王将 つくば赤塚店,茨城県つくば市赤塚685-11 ,-,-
フライングガーデン つくば西平塚店,茨城県つくば市西平塚332-1 ,-,-
マクドナルド 408つくば大曽根店（McDonald's）,茨城県つくば市筑穂1-1-2 ,-,029-877-0188
マルゲンミート,茨城県つくば市並木3-26-27 ,-,-
洋酒洋食の店 琥珀,茨城県つくば市二の宮1-1-10 二の宮プラザ,-,029-846-0589
ごう家（ごうや）,茨城県つくば市天久保2-15-7 ,-,029-859-5151
ちゅら食堂,茨城県つくば市栗原3839-3 ,-,090-6631-3262
谷田部東パーキングエリア(下り線) ショッピングコーナー,茨城県つくば市大字梶内字ゴアンノウ612-3-2 谷田部東パーキングエリア(下り線),-,-
洞峰 はなび（ドウホウハナビ）,茨城県つくば市二の宮2-14-15 ,-,029-855-8080
味太助 つくば分店（あじたすけ）,茨城県つくば市天久保1-6-11 ,-,029-855-8785
BLANDE つくば並木店（ブランデ）,茨城県つくば市並木4-3-2 ,-,-
手打ちそば いちい（てうちそば いちい）,茨城県つくば市金田2177-2 ,-,029-857-4140
仙台牛たん けやき つくば研究学園店,茨城県つくば市研究学園4-2-12 ,-,-
ゆで太郎 谷田部店,茨城県つくば市台町2-14-3 ,-,-
ファーストキッチン 山新グランステージつくば店,茨城県つくば市面野井字登戸44 山新グランステージつくば店内,-,029-861-6986
すしの重兵衛,茨城県つくば市吉瀬1595-1 ,-,029-886-6874
とんかつ 真花（とんかつ しんか）,茨城県桜川市高久487-12 ,-,0296-58-7406
青木屋,茨城県つくば市筑波753-1 ,-,029-866-0311
せきれい茶屋,茨城県つくば市筑波1 ,-,-
つくばわんわんランドフードショップ,茨城県つくば市沼田579 ,-,-
魚八,茨城県つくば市花畑1-15-3 ,-,-
GODIVA イオンモールつくば店（ゴディバ）,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-846-2922
丸亀製麺 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 3F,-,029-836-3108
博多もつ鍋　串焼　九州料理　一九　つくば総本店,茨城県つくば市小野崎177-4 ,-,050-3188-8274
小匙惣菜店（cosaji）,茨城県つくば市竹園3-21-2 竹園ショッピングセンター内,-,不明の為情報お待ちしております
つくばチキン,茨城県つくば市谷田部3000 ,-,029-836-2864
Oh! la Vache（オラヴァッシュ）,茨城県つくば市竹園2-7-27 狩野マンション1F,-,029-860-2877
チャピオコーヒーブリュワーズ2（Chapio Coffee Brewers 2）,茨城県つくば市吉瀬511-5 ,-,-
桃源,茨城県つくば市吾妻1-6-1 つくばクレオスクエア 1F,-,-
どこ,茨城県つくば市天久保1-7-8 有楽町ビル 1F,-,029-852-5839
純平,茨城県つくば市天久保1-10-4 ,-,029-858-2520
とんQ  イーアスつくば店（トンキュー）,茨城県つくば市研究学園C50街区1 イーアスつくば インモール 1F,-,-
すき家 つくば中央店,茨城県つくば市松代1-6-4 ,-,非公開
ショコラブラン,茨城県つくば市千現1-15-1 オギハラコーポ 105,-,029-899-1110
中華そば 騰匠俐 つくば店（アタリ）,茨城県つくば市桜2-15-3 中山ビル 1F,-,-
イタリアンレストラン カサノヴァ 桜店（CasaNova）,茨城県つくば市上境295-3 ,-,029-846-6688
爆裂石焼らーめん 一兆 つくば並木店,茨城県つくば市並木4-17-8 ,-,029-856-7177
筑波やぶそば（つくばやぶそば）,茨城県つくば市古来544-1 ,-,-
喫茶処 あん庵,茨城県つくば市中内476-4 ,-,029-893-2922
スターバックス・コーヒー つくば駅店,茨城県つくば市吾妻2-128 ,-,-
チャコ（CHAKO）,茨城県つくば市竹園2-4 ,-,029-854-8341
ローストビーフ 星 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 3F,-,-
屋台ラーメン 桜,茨城県つくば市中根846 ,-,-
ばんどう太郎 つくば学園店,茨城県つくば市西平塚字梨の木331-7 ,-,029-861-7611
ベト味,茨城県つくば市竹園2-4-1 パセオ・バルケ 1F,-,-
エムエスビー ハンバーガーアンドサンドイッチ（M.S.B hamburger&sandwich）,茨城県つくば市桜3-8-4 ,-,0298-69-8006
フレッソン（Fresson）,茨城県つくば市吾妻3-7-9 ,-,029-855-0708
いいむらや,茨城県つくば市二の宮2-14-17 ,-,029-897-3929
cafe Clematis（カフェ クレマチス）,茨城県つくば市春日4-5-7 クラモチ春日マンション　1F,-,029-858-1121
シャンドゥブレ（Champs de blé）,茨城県つくば市二ノ宮2-14-16 セントラル88 101,-,029-893-4377
珍楽飯店,茨城県つくば市下横場425-31 ,-,029-838-0553
そば工房　さとう,茨城県土浦市大畑140 ,-,不明の為情報お待ちしております
だだ商店 だだ食堂,茨城県つくば市流星台56-3 ,-,029-896-4091
九州屋台 九太郎 つくば店,茨城県つくば市竹園1-9-2 デイズタウン B1F,-,-
和食・鮨 ダイニング 天龍本店 つくば学園店,茨城県つくば市小野崎88-21 ,-,029-855-6821
Guns,茨城県つくば市天久保2-6-26 ,-,029-859-6677
バー＆カフェ・ルフラン（Bar & Cafe Refranc）,茨城県つくば市下平塚834 ザ・グリーンハウス・ツクバ,-,090-7250-1208
シュラスコB（CHURRASCO B）,茨城県つくば市学園南1-11-4 ,-,不明の為情報お待ちしております
薬膳カフェ+お茶 Zeffee つくば市役所店,茨城県つくば市研究学園1-1-1 つくば市役所 1F,-,029-828-7488
スターバックス・コーヒー つくば研究学園店,茨城県つくば市学園南110-7 ,-,-
誠寿司,茨城県つくば市春日4-12-3 ,-,-
877Stand（ハチナナナナスタンド）,茨城県つくば市筑波1-1 ,-,-
麺屋 秀彬,茨城県つくば市天久保3-6-6 ,-,-
三日月亭,茨城県つくば市花室1609-1 ,-,不明の為情報お待ちしております
そば処　椿野,茨城県つくば市筑穂3-7-7 ,-,029-864-8985
Lyon de Lyon（リヨン ド リヨン）,茨城県つくば市西大橋170-1 ,-,029-828-5587
清六家 筑波大学店（セイロクヤ）,茨城県つくば市天久保3-4-8 ,-,-
cox（コックス）,茨城県つくば市小野崎448-1 ,-,-
やきとり　柳仙,茨城県つくば市竹園2-10-1 ,-,029-851-1886
藤右ェ門 栄（トウエモン・サカエ）,茨城県つくば市金田38-1 ,-,029-857-4020
中華 ヤマト,茨城県つくば市二の宮2-1-4 ,-,029-852-3060
しゃぶ葉 つくば店,茨城県つくば市下原376-2 ,-,-
つくばぷりん ふじ屋,茨城県桜川市真壁町飯塚113-1 ,-,-
山居,茨城県石岡市柴内194-1 ,-,-
いずみの里（ドライブインしんちゃん）,茨城県つくば市田中2116-1 ,-,029-867-2113
つくば陣屋,茨城県つくば市学園の森A7街区9画地 ,-,029-879-9101
吉野家 谷田部インター店,茨城県つくば市上横場2190-1 ,-,029-839-5722
宮本精肉店,茨城県桜川市真壁町真壁198-59 ,-,0296-55-0140
焼き菓子 アンテナ（焼き菓子 aNTENA）,茨城県つくば市天久保1-6-12 くいだおれビル B1F,-,029-879-9869
シャブシャブ アキラ,茨城県つくば市研究学園5-14-3 リベルタビル 1F,-,029-828-8298
魚べい つくば研究学園店,茨城県つくば市研究学園D1街区9 ,-,-
油虎（アブトラ）,茨城県つくば市筑穂1-1-13 ,-,-
とろり天使のわらびもち つくば店,茨城県つくば市金田38-1 蔵日和,-,-
JICA筑波食堂,茨城県つくば市高野台3-6 JICA筑波センター,-,-
