店名,住所,電話番号,予約・お問い合わせ
角上生鮮市場 前橋店,群馬県北群馬郡吉岡町大久保1483-1 ,-,0279-26-9411
ばりきや 前橋関根店,群馬県前橋市関根町1-11-2 ,-,-
ビストロ ダズィ（Bistro d’Asie）,群馬県前橋市千代田町4-12-7 エムアールビル 1F,-,027-235-2319
Filer coffee&sweets（フィレール コーヒー&スイーツ）,群馬県前橋市三俣町3-27-3 ,-,070-1480-0130
アラマキッチン,群馬県前橋市荒牧町2-33-7 ,-,027-212-9499
ルヴァン（Ｌｅ・Ｖｉｎ）,群馬県前橋市城東町1-1-1 シティテラス前橋広瀬川　1F,-,027-888-6600
シロク けやきウォーク前橋店（SHIROKU）,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,不明の為情報お待ちしております
かつどん なかや,群馬県前橋市千代田町2-5-5 シーズポート 1F,-,027-234-6152
LIBERTY（リバティー）,群馬県前橋市城東2-3-8 市営バーク城東１Ｆ,-,027-235-4375
うどん屋 うどぬ,群馬県前橋市日吉町1-5-7 山本ハイツ 1F,027-288-0520,050-5890-3112
イタリア料理 レガメント（LEGAMENTO）,群馬県前橋市石倉町5-6-2 ,-,027-212-2183
高倉町珈琲 前橋店,群馬県西片貝町5-23-11 ,-,未開通
紅虎餃子房 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋,-,027-226-1548
すき家 前橋下小出店,群馬県前橋市下小出町1-8-13 ,-,非公開
ホワイト餃子 前橋店,群馬県前橋市日吉町4-44-5 ,-,027-233-8989
登利平 前橋けやきウォーク店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,-
チョイス（Choice）,群馬県前橋市元総社町2-29-4 ,-,027-212-9778
ゆたか,群馬県前橋市敷島町257-3 ,-,027-237-0870
コンフォートホテル 前橋（Comfort Hotel）,群馬県前橋市表町2-18-14 ,-,027-226-7911
SHIKISHIMA COFFEE STAND（シキシマ コーヒー スタンド）,群馬県前橋市千代田町2-3-12 1F,-,-
シチューの店 花きゃべつ,群馬県前橋市元総社町951-20 ,-,027-253-3676
屋台ラーメン 好（ハオ）,群馬県前橋市天川大島町1100-2 ,-,-
群馬ロイヤルホテル,群馬県前橋市大手町1-9-7 群馬ロイヤルホテル,-,027-223-6111
蕎麦処 芳の,群馬県前橋市山王町2-44-4 ,-,027-212-2311
結城屋 分店,群馬県前橋市南町3-7-1 ,-,027-221-3875
ベックスコーヒーショップ 群大病院店,群馬県前橋市昭和町3-39-22 群馬大学医学部付属病院内　南病棟1F,-,027-210-3351
現代仏蘭西料理 朔詩舎（ゲンダイフランスリョウリ サクシシャ）,群馬県前橋市岩神町4-15-5 ,-,027-234-2444
グラーノグラーノ けやきウォーク前橋店（GRANO  GRANO）,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,027-224-2161
ささや,群馬県前橋市富士見町赤城山1733 ,-,027-288-4351
榛名十文字うどん 花木センター店（ハルナジュウモンジウドン）,群馬県前橋市亀里町1307-1 JA全農ぐんま 花木流通センター みのり館 1F,-,-
登利平 本店（とりへい）,群馬県前橋市六供町1-18-6 ,-,027-223-5454
曽山商店,群馬県前橋市富士見町赤城山33 ,-,027-287-8102
トラットリア チィニョ（il Cigno）,群馬県前橋市日吉町1-8-1 前橋商工会議所会館 1F,-,027-233-1235
シェ・スナガ（Chez SUNAGA【旧店名】 モンドォール）,群馬県前橋市石倉町2-4-1 ,-,027-251-8311
朝日寿し,群馬県前橋市朝日町2-6-24 ,-,027-224-5877
廣瀬庵,群馬県前橋市広瀬町2-6-4 ,-,027-263-2050
粕川なっとう 工場直売所,群馬県前橋市粕川町西田面126-6 ,-,027-212-6300
吉野家 前橋小相木店,群馬県前橋市小相木町279-1 ,-,027-289-3824
カインズキッチン 前橋みなみモール店,群馬県前橋市新堀町18 ,-,-
100時間カレー ジョイホンパーク吉岡店（100 HOURS CURRY）,群馬県北群馬郡吉岡町大久保364-1 ジョイホンパーク吉岡 2F フードコート,-,不明の為情報お待ちしております
カフェテラスばら,群馬県前橋市敷島町246-14 ,-,027-234-0777
more soup（モア スープ）,群馬県前橋市千代田町2-11-5 ,-,080-4685-8030
パンチャピエーナ,群馬県前橋市紅雲町1-7-13 群馬中央総合病院 1F,-,-
よしもと,群馬県前橋市南町3-7-6 ,-,027-223-6869
山田うどん 大渡店,群馬県前橋市大渡町1-17-11 ,-,-
レストランとよだ,群馬県前橋市昭和町3-31-7 ,-,-
ブルーチャーン（BLUE CHANG）,群馬県前橋市天川原町1-3-8 ,-,-
インディアンエスニックレストラン タマンナ 前橋店（Indian Restaurant Tamanna）,群馬県前橋市国領町2-13-6 1F,-,027-232-8108
Gabi's Cucina&Caffe（ガビーズ）,群馬県前橋市富士見町原之郷765-7 ,-,090-1986-8622
石焼料理専門店 スパジオ・ディ・ルッソ（洋麺亭）,群馬県前橋市大友町1-9-1 ,-,027-289-4860
春香苑,群馬県前橋市元総社町1252-2 ,-,027-253-0105
丸実,群馬県高崎市中尾町44-1 アカマル B館 1F フードエリア,-,-
茶屋草木万里野 前橋店,群馬県前橋市天川原町1-16-1 ,-,027-289-4019
シトラスタイム（citrusthyme）,群馬県高崎市金古町1003 ,-,027-395-0816
今万人珈琲 前橋上小出店,群馬県前橋市上小出町3-12-2 ,-,027-226-6331
元祖 からあげ本舗 まるかど 前橋店,群馬県前橋市東片貝町3 ,-,027-212-2440
スシロー 前橋天川大島店,群馬県前橋市天川大島町234-8 ,-,027-287-3004
LAMP（ランプ）,群馬県前橋市表町2-2-13 ,-,027-224-3966
ドルチェ・アラ・ドルチェ,群馬県前橋市新前橋町26-17 ,-,027-226-5064
鳥こまち 古市店,群馬県前橋市古市町1-61-1 ,-,027-212-4194
赤城山頂駅記念館サントリービア･ハイランドホール（【旧店名】赤城山頂駅記念館サントリービア･バーベキューホール）,群馬県前橋市富士見町赤城山1 ,-,027-287-8444
珈琲館 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 １Ｆ,-,-
新菓人,群馬県前橋市元総社町3-5-25 ,-,027-280-4415
Rabulan Cafe（【旧店名】ラブラン）,群馬県前橋市富士見町原之郷650-1 ,-,027-212-6366
マクドナルド 前橋荒牧店,群馬県前橋市荒牧町2-43-26 ,-,027-289-0210
浅川,群馬県前橋市日吉町3-41-12 ,-,027-231-7294
おおぎやラーメン 前橋小相木店,群馬県前橋市小相木町601-6 ,-,-
魚べい 吉岡店（ウオベイ）,群馬県北群馬郡吉岡町大久保836-1 ,-,-
あづまや食堂,群馬県前橋市六供町672-1 ,-,027-221-6626
スターバックスコーヒー 前橋元総社店（Starbucks Coffee）,群馬県前橋市元総社町2-3-10 ,-,027-210-7151
大黒寿司,群馬県前橋市新前橋町23-10 ,-,027-251-6339
朝鮮飯店 東部バイパス店,群馬県前橋市日吉町4-36-2 ,-,027-231-4023
デルソーレ（italian delSole）,群馬県前橋市富士見町小暮2420-32 ,-,027-288-5599
中国料理龍,群馬県前橋市西片貝町5-18-21 ,-,027-223-0772
林牧場 福豚の里 とんとん広場,群馬県前橋市三夜沢町534 ,-,027-283-2983
SHIROIYA the BAKERY （白井屋ザ・ベーカリー）,群馬県前橋市本町2-2-15 白井屋ホテル,-,027-231-2020
鮨ダイニング 青木,群馬県前橋市石倉町5-17-5 ,-,027-215-6484
登利平 北支店（とりへい）,群馬県前橋市青柳町492-1 ,-,027-234-2360
FLAT Table,群馬県前橋市天川原町2-41-8 NIWA-ALK-D,-,-
らーめん まなぶ,群馬県前橋市茂木町544 ,-,-
天安門,群馬県前橋市元総社町954-7 ,-,027-253-8077
3丁目の遊日レトロ,群馬県前橋市城東町3-4-5 みつばちビル 1F,-,027-235-5888
びっくりドンキー 前橋荒牧店,群馬県前橋市荒牧町1-2-1 ,-,027-210-2101
ラフ コーヒー（LAUGH COFFEE）,群馬県前橋市千代田町2-10-1 CHOCOLATE 1F,-,090-9006-4456
一風堂  前橋店,群馬県前橋市荒牧町1-23-9 ,-,-
一合舎 前橋店（1CHI５OSHA）,群馬県前橋市荒牧町1-22-8 ,-,-
煙 上小出本店（ケムリ）,群馬県前橋市上小出町1-31-2 ジュネシオン小出 1F,-,027-231-2060
ザ ハッピー カリー（THA HAPPY CURRY）,群馬県前橋市青柳町139-1 ベルゴールド 1F,-,080-3352-5005
バンディ塩原,群馬県前橋市富士見町赤城山33 ,-,027-287-8200
CAFE18番（カフェ18番）,群馬県前橋市南町2-32-5 SOLANA-A,-,027-289-4618
はるぱん,群馬県前橋市千代田町1-14-8 ,-,027-888-8584
スターバックスコーヒー 前橋六供町店（STARBUCKS COFFEE）,群馬県前橋市六供町1352-7 ,-,-
木の小屋,群馬県前橋市粕川町下東田面260-2 ,-,027-285-2624
西洋菓子 くわの実 南店,群馬県前橋市六供町982-1 ,-,027-224-5518
逢とり縁（季節料理 天ぷら）,群馬県前橋市箱田町355-4 ,-,027-289-6464
山都庵,群馬県前橋市西片貝町5-12-1 ,-,027-221-2775
ビストロ ダイナ（Bistro DAINA）,群馬県前橋市亀里町323-3 ,-,027-289-9394
グリル国,群馬県前橋市下小出町3-26-3 ,-,027-231-6712
あさひてらす,群馬県北群馬郡吉岡町大久保3609-3 ,-,-
徳永農園,群馬県前橋市富士見町小暮2423 ,-,-
地鶏串焼家 鳥みや 前橋本店（【旧店名】地鶏炭火串焼家 鳥こまち）,群馬県前橋市南町3-30-1 中島駅南ビル １Ｆ,-,027-223-2370
おおぎやラーメン 前橋関根店,群馬県前橋市関根町367-1 ,-,027-231-1855
宮城飯店,群馬県前橋市苗ヶ島町51-5 ,-,027-283-5055
大川屋 上泉町支店（おおかわや）,群馬県前橋市上泉町1281 ,-,-
ピープル21（PEOPLE21）,群馬県前橋市大手町1-1-1 群馬県庁 B1F,-,027-223-1111
フライングガーデン 前橋公田町店,群馬県前橋市公田町675-5 ,-,-
カンカンキッチン 前橋店（KANKAN kitchen）,群馬県前橋市元総社町2-31-7 ,-,027-254-0013
みぃ・ベーグルカフェ＆ナチュラルマーケット 前橋吉岡店【ファクトリー＆カフェ】（【mi:】Bagel Cafe&Natural Market）,群馬県前橋市上青梨子町72-3 ,-,027-226-6808
しもだや,群馬県前橋市西片貝町3-380-1 ハイツ桃瀬 1F,-,027-224-8724
しゃぶ葉 前橋大友店（シャブヨウ）,群馬県前橋市大友町3-7-7 ,-,027-290-1306
ガスト 前橋東店,群馬県前橋市西片貝町5-11-2 ,-,027-220-1026
うな金,群馬県前橋市千代田町4-4-6 ,-,不明の為情報お待ちしております
上州ミート 本店,群馬県前橋市下小出町3-27-4 ,-,027-233-4129
荻窪ほるもん,群馬県前橋市荻窪町1165 ,-,027-269-1416
タカノ,群馬県前橋市上小出町1-29-9 ,-,027-235-8697
カフェ&ダイニング ココロモ（Cafe&Dining  cocoromo）,群馬県前橋市茂木町1170-1 ,-,027-289-8468
田中屋（たなかや）,群馬県前橋市朝日町3-12-7 ,-,027-224-3903
しろがね焼そば,群馬県前橋市日吉町2-3-11 ,-,027-231-8193
幸楽苑 川原店（コウラクエン）,群馬県前橋市川原町2-4-1 ,-,027-236-0822
大戸屋 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋,-,-
Schwestern Haus（シュヴェステルン ハウス）,群馬県前橋市下小出町2-52-23 ,-,027-231-7755
旅がらす本舗 清月堂本社工場直売所,群馬県前橋市新堀町399-6 ,-,-
Cafe Federal（カフェ フェデラル）,群馬県前橋市城東町2-10-1 稲垣ビルツー 1F,-,027-212-7329
サンマルクカフェ イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎,-,-
原嶋屋総本家,群馬県前橋市平和町2-5-20 ,-,-
シャイ・ナ・ボーイ,群馬県前橋市下大島町1151-1 ,-,027-266-8897
蕎麦家  りく,群馬県前橋市大渡町1-9-4 ,-,027-289-4815
蕎麦山海酒屋 山人,群馬県前橋市問屋町2-10-18 ,-,027-257-2072
MATE（メイト）,群馬県前橋市敷島町241-2 ,-,-
そば蔵 大胡店,群馬県前橋市堀越町345-1 ,-,027-212-7977
ONCA COFFEE&ROASTERY 前橋店（オンカ コーヒー&ロースタリー）,群馬県前橋市川原町2-26-1 ,-,-
はなぶさ有機農園直営スイーツキッチン,群馬県前橋市嶺町1097-5 ,-,-
クロフトベーカリー（CROFT BAKERY）,群馬県前橋市日吉町2-5-1 みずき館 1F,-,027-257-9052
雅,群馬県北群馬郡吉岡町大久保393-1 ,-,-
三翠楼松し満,群馬県前橋市千代田町3-9-10 ,-,027-231-2320
風花家（フウガヤ）,群馬県前橋市六供町98-4 ,-,027-224-9636
大雅 前橋東店,群馬県前橋市下大屋町319-4 ,-,027-268-6003
まる兵らーめん 前橋店,群馬県前橋市千代田町3-6-5 ,-,027-219-0668
すき家 前橋堀越店,群馬県前橋市堀越町366-1 ,-,非公開
三俣せんべい 本店,群馬県前橋市三俣町1-19-20 ,-,027-231-3838
前橋ゴルフ場,群馬県前橋市川原町1-42-4 ,-,027-231-7575
さぶちゃん（助平屋）,群馬県前橋市上細井町1922-11 ,-,090-3248-5993
麺家族,群馬県前橋市荒口町616 ,-,非公開
Akagi FarmLife（アカギ ファームライフ）,群馬県前橋市田口町36 道の駅まえばし赤城,-,-
ピザ スタンド チギチギ（PIZZA STAND Chigi×Chigi）,群馬県北群馬郡吉岡町大久保2330-10 ,-,0279-26-7575
ア ボワ（four a bois）,群馬県前橋市敷島町240-86 フリッツ・アートセンター 前庭,-,080-3414-0908
天丼てんや 前橋元総社店,群馬県前橋市元総社町1818-2 ,-,-
そば処 栄久庵,群馬県前橋市下小出町2-10-25 ,-,090-2303-1150
ラーメン フーマ,群馬県伊勢崎市宮子町3504-2 ,0270-20-5111,-
天賑（テンシン）,群馬県前橋市千代田町4-11-19 ,-,027-233-4795
景勝軒 前橋関根町店（ケイショウケン）,群馬県前橋市関根町2-1-1 ,-,027-288-0189
とんかつ 大野屋 前橋オリオン通りアーケード通り本店,群馬県前橋市千代田町4-12-2 ,-,027-233-3058
スターバックスコーヒー イオンモール高崎店 2階店（STARBUCKS COFFEE）,群馬県高崎市棟高町1400 イオンモール高崎 2F,-,-
鮨 貴乃,群馬県前橋市川原町1-28-2 ,-,不明の為情報お待ちしております
もみやま食堂,群馬県前橋市千代田町4-1-15 ,-,027-226-5620
壱丁目壱番地,群馬県前橋市山王町1-22-16 ,-,027-266-1514
なな,群馬県前橋市小屋原町1048-1 ,-,027-266-8484
かつ友,群馬県前橋市大友町3-25-10 ,-,027-252-5577
MOG MOG DONUT（モグ モグ ドーナツ）,群馬県前橋市駒形町98-4 ,-,027-225-2097
花味屋,群馬県前橋市天川大島町1-27-19 ,-,027-289-2563
わいわい酒場goo（ぐぅ）,群馬県前橋市千代田町5-12-5 千代田NSビル 1F,-,027-235-1577
ランゴスタ・ノース,群馬県前橋市北代田町36-10 ,-,027-235-5555
焼肉とうげん 大胡店,群馬県前橋市堀越町362-1 ,-,027-289-4129
ジー フェイス カフェ（G FACE CAFE）,群馬県前橋市大手町1-1-1 群馬県庁 昭和庁舎 1F,-,027-243-1586
ファミリー太閤（タイコウ）,群馬県前橋市大友町3-20-8 ,-,不明の為情報お待ちしております
はしご屋 本店（はしごや）,群馬県前橋市総社町総社2835-5 ,-,-
ぎょうざの満洲 前橋南モール店,群馬県前橋市新堀町983 パワーモール前橋みなみ,-,027-289-8388
ルルルなビール,群馬県前橋市本町2-1-12 ,-,不明の為情報お待ちしております
珈琲珈琲 前橋西片貝店,群馬県前橋市西片貝町1-215-4 ,-,027-234-5101
UNIQLO COFFEE 前橋南インター店（ユニクロ コーヒー）,群馬県前橋市亀里町2008 ユニクロ前橋南インター店,-,-
支那ソバ 雲呑 渦（UZU）,群馬県前橋市元総社町1251-1 ,-,-
ビアードパパ けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,027-224-5055
赤鬼,群馬県前橋市南町3-12-1 アークビレッジ南町２　1F,-,027-243-7110
ケーキ屋 こもれび,群馬県前橋市朝倉町154-7 ,-,027-289-8321
ベルズイン前橋（【旧店名】カントリーホテル前橋）,群馬県前橋市表町2-24-1 ,-,027-260-8000
登志鮨（としずし）,群馬県前橋市紅雲町2-21-21 ,-,027-223-3439
忠治食堂,群馬県前橋市荒子町530-2 ,-,027-268-2087
さとり（【旧桑風庵】）,群馬県前橋市元総社町1447-1 ,-,-
大村 総社町店,群馬県前橋市総社町総社1491-1 ,-,027-251-5807
藤豆珈琲,群馬県前橋市天川大島町1-3-15 ,-,080-2016-5739
不二家レストラン 前橋中央大橋店（FUJIYA RESTAURANT）,群馬県前橋市石倉町5-11-11 ,-,027-253-2203
クランパン（KURAN PAIN）,群馬県北群馬郡吉岡町大久保2424 ,-,0279-55-1917
居酒屋西尾,群馬県前橋市千代田町5-4-5 ,-,027-231-3341
忍者そば 五ヱ門 本店,群馬県前橋市三俣町1-44-18 ,-,027-243-5339
サイゼリヤ パワーモール前橋みなみ店,群馬県前橋市新堀町18 パワーモール前橋みなみ内,-,027-290-3021
紅虎菜舗 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,-
IKEA前橋スウェーデンレストラン,群馬県前橋市亀里町2008 IKEA前橋 2F,-,-
ごわ麺一ノ里,群馬県前橋市大友町3-16-10 ,-,-
ピズモカフェ（PISMO CAFE）,群馬県前橋市元総社町634-1 ,-,027-212-0161
マクドナルド 前橋ガーデン店,群馬県前橋市小屋原町546-1 ,-,-
ジュスティーツィア ラ カーサ ディ コケ（GIUSTIZIA～La Casa Di Koke）,群馬県前橋市朝倉町8-2 ,-,027-265-5571
天竺,群馬県前橋市茂木1276-7 ,-,027-283-0581
和えそばらーめん 胡麦,群馬県前橋市古市町180-1 フォレストモール新前橋内,-,027-288-0086
美やこ食堂（ミヤコショクドウ）,群馬県前橋市城東町3-1-2 ,-,027-231-3139
濃厚豚骨らーめん 博多一路,群馬県前橋市下大島町410-7 ,-,-
大戸屋 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F,-,-
庄八,群馬県前橋市元総社町2148-3 ,-,不明の為情報お待ちしております
ティージーカフェ（TG CAFE）,群馬県前橋市今井町174-4 ,-,027-289-5959
CAFE&BURGER HAMBELL（カフェ&バーガー ハンベル）,群馬県前橋市駒形町892-8 ,-,027-267-1266
ペッパーランチ イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F,-,027-372-7329
呑龍ラーメン 本店（DONRYU RAMEN）,群馬県前橋市千代田町5-6-8 ,-,不明の為情報お待ちしております
グランCafe（【旧店名】ロビーラウンジ）,群馬県前橋市大手町1-9-7 群馬ロイヤルホテル 1F,-,027-223-6111
ボンジョルノ ラヴォーチェ店,群馬県前橋市元総社町649 ,027-254-0077,-
ROCK FIELD 前橋川曲町本店（ロック フィールド）,群馬県前橋市川曲町107-5 ,-,不明の為情報お待ちしております
とんとんショップ,群馬県前橋市三夜沢町534 林牧場 福豚の里 とんとん広場,-,027-283-2983
らーめん手打 ほそ乃,群馬県前橋市笂井町26-5 ,-,-
会津喜多方らーめん 上細井店,群馬県前橋市上細井町2030-1 ,-,027-237-4520
ガスト 前橋南店,群馬県前橋市天川原町1-19-2 ,-,027-220-1035
ブルーボトルコーヒー 白井屋カフェ,群馬県前橋市本町2-2-15 白井屋ホテル,-,-
福州飯店（フクシュウハンテン）,群馬県前橋市大渡町1-9-7 ,-,027-251-9269
ベイコック 高崎店,群馬県高崎市棟高町1868-144 ,-,027-373-3300
麦と米,群馬県前橋市石倉町3-6-24 ,027-253-8930,-
麺の司（メンノツカサ）,群馬県前橋市総社町高井226-1 福島ビル107,-,-
SHIKISHIMA COFFEE FACTORY（敷島焙煎所）,群馬県前橋市敷島町244-1 ,-,-
だんだん,群馬県前橋市小相木町543-1 ひいらぎマンション 101,-,-
龍府（リュウフ）,群馬県佐波郡玉村町樋越935 ,-,0270-75-1184
蕎麦とラー油,群馬県前橋市千代田町4-17-3 ,-,-
呑処 心花,群馬県前橋市千代田町4-15-16 2F,-,027-212-8385
和食ダイニング 箸蔵（チョックラ）,群馬県前橋市本町2-3-5 ,-,不明の為情報お待ちしております
Bar Restaurante Hisa（バル　レスタウランテ　ヒサ）,群馬県前橋市千代田町4-1-3 ,-,027-226-1330
パンプキン,群馬県前橋市元総社町950-6 ,-,-
だんべうどん,群馬県前橋市富士見町時沢860-3 ,-,027-288-6857
海鮮 どんさん亭 前橋店,群馬県前橋市天川原町1-21-7 ,-,027-243-3346
桃乃木,群馬県前橋市下小出町2-39-18 ,-,027-232-9330
らー麺屋台 骨のzui（ホネノズイ）,群馬県前橋市青柳町133-1 ,-,-
青龍（【旧店名】娘娘飯店）,群馬県前橋市龍蔵寺町111-1 ,-,-
白虎  大手町店,群馬県前橋市大手町1-1-1 群馬県警察本部 B1F,-,-
かつ政（かつまさ）,群馬県前橋市大友町1-18-9 ,-,-
スターバックスコーヒー 敷島公園店（Starbucks Coffee）,群馬県前橋市敷島町77 ,-,-
ザブレイクズカフェ（THE BREAK'S CAFE）,群馬県前橋市千代田町5-2-12 ,-,027-233-8422
サイゼリヤ 前橋天川店,群馬県前橋市天川大島町1477-1 ,-,027-261-8031
たまむらとうふ 本店,群馬県佐波郡玉村町藤川91-1 ,-,0270-64-5102
めの娘 三俣店（めのこ）,群馬県前橋市城東町5-657-17 ,-,027-243-0852
鐘庵 前橋日吉町店,群馬県前橋市日吉町4-13-8 ,-,-
古久家,群馬県前橋市本町2-11-6 ,-,027-221-2977
古時計（フルドケイ）,群馬県前橋市上細井町1900-1 ,-,027-234-0683
イル パスト キャノターレ（il pasto KYANOTARE）,群馬県北群馬郡吉岡町大字陣場289 ,-,0279-26-7528
BUNA（【旧店名】スミコウハナレ）,群馬県前橋市大渡町1-1-11 ,-,027-212-2289
たぬき,群馬県前橋市千代田町4-21-6 ,-,-
かつはな亭 前橋片貝店,群馬県前橋市西片貝町1-322-4 ,-,027-237-5550
北海亭 前橋本店（ホッカイテイ）,群馬県前橋市千代田町5-8-1 ,-,027-231-3405
新妻屋,群馬県前橋市表町2-19-9 ,-,027-221-5222
おしどり食堂,群馬県前橋市城東町2-16-6 ,-,027-231-5325
Happy dining あじ戸（ハッピーダイニング・アジト）,群馬県前橋市大渡町1-2-7 中央ビル　１Ｆ,-,不明の為情報お待ちしております
といろ,群馬県前橋市元総社町2132-2 ,-,027-251-7179
ステーキ 山 石倉店,群馬県前橋市石倉町5-10-10 ,027-212-5129,050-5596-1801
東横INN  前橋駅前（東横イン）,群馬県前橋市南町3-9-1 ,-,027-223-1045
雷太郎,群馬県前橋市東片貝町433-3 ,-,027-226-5578
はま寿司 前橋上泉店,群馬県前橋市上泉町32-1 ,-,-
Bar&Dining tree（バーアンドダイニングツリー）,群馬県前橋市大友町3-2-3 ,-,027-280-6282
ラーメンショップ 東大室店,群馬県前橋市東大室町87-1 ,-,-
キミドリ（KIMIDORI）,群馬県前橋市堀越町2137-1 ,-,027-289-8498
ふらんす市場,群馬県前橋市日吉町1-1-7 アイビータウン　１０６,-,027-235-5557
Hamburger & Pasta No.4（ハンバーガー&パスタナンバーフォー）,群馬県前橋市小屋原町1269-4 ,-,027-212-4844
洋麺亭 前橋上泉店,群馬県前橋市上泉町681-13 ,-,027-219-0378
餃子の王将 前橋問屋町店,群馬県前橋市問屋町2-3-2 ,-,027-251-1239
カフェことほぎ,群馬県前橋市朝日町3-28-19 ,-,027-289-9857
ももみ堂 前橋店,群馬県前橋市公田町349-1 ,-,027-289-6868
Trattoria bambina 前橋南町店（トラットリア バンビーナ）,群馬県前橋市南町2-47-1 SOLANAⅡ1-A,-,-
ツルヤ 前橋南店（TSURUYA）,群馬県前橋市公田町668-1 ,-,-
口福堂 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,027-220-5290
レストランせきれい,群馬県前橋市富士見町小暮2422 ,-,027-288-4154
板門亭,群馬県前橋市荒牧町493-2 ,-,027-232-3945
風ラインふじみ,群馬県前橋市富士見町石井1560-40 ,-,-
I WORKS BAKERY（アイワークスベーカリー）,群馬県前橋市上大島町482-4 ,-,不明の為情報お待ちしております
炭櫓,群馬県前橋市大渡町1-2-10 ,-,027-251-2929
はなまるうどん フォレストモール新前橋店,群馬県前橋市古市町180 フォレストモール新前橋,-,027-280-5870
横浜ラーメン 湘家 前橋店（しょうや）,群馬県前橋市南町3-30-1 ,-,-
里の家,群馬県前橋市千代田町5-17-1 ,-,027-232-1705
居酒屋 だん,群馬県前橋市表町1-23-7 ,-,027-243-9299
semolino（セモリーノ）,群馬県前橋市総社町総社3598-4 ,-,027-226-1072
鳥久 前橋支店,群馬県前橋市千代田町5-3-3 ,-,-
炭火肉ホルモン酒場 シンバル,群馬県前橋市新前橋町25-13 ,-,027-226-1143
とんかつ 和幸  イオン高崎店,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,027-310-9064
千福食堂（千福）,群馬県前橋市荒子町336-1 ,-,-
おおぎやラーメン 前橋小島田店,群馬県前橋市小島田町13-1 ,-,027-261-2227
レストランいいづか,群馬県前橋市古市町1-38-5 ,-,027-254-1960
肉問屋 肉丸商店 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F,-,027-388-8290
南大門（ナンダイモン）,群馬県前橋市千代田町5-13-4 ,-,027-232-0538
フェリーチェ,群馬県前橋市荒牧町762-2 ,-,027-235-6023
結城屋 三俣支店（ゆうきや）,群馬県前橋市三俣町3-29-1 ,-,027-233-2176
田中屋（たなかや）,群馬県前橋市総社町総社3600-11 ,-,-
マクドナルド 前橋三俣町店,群馬県前橋市三俣町3-33-32 ,-,027-234-2372
うな長,群馬県前橋市六供町1-5-1 ,-,027-223-7002
新亀本店（しんかめほんてん）,群馬県前橋市西片貝町3-294-3 ,-,027-224-5006
うどんと蕎麦の田村（田村製麺所）,群馬県前橋市岩神町2-19-21 ,-,027-231-1737
そばはな,群馬県前橋市荒子町526-5 ,-,027-268-5123
マクドナルド イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F,-,027-310-9176
Imari（イマリ）,群馬県前橋市千代田町5-17-2 ,-,027-233-7595
サブウェイ 前橋けやきウォーク店（SUBWAY）,群馬県前橋市文京町2-1-1 けやきウォーク前橋 2F フードコート,-,-
鳥心（トリシン）,群馬県前橋市千代田町4-11-19 つくいビル 1F,-,027-289-3530
めの娘 大友店,群馬県前橋市大友町2-25-13 ,-,-
からやま 前橋天川大島店,群馬県前橋市天川大島町141-1 ,-,027-263-8077
マシモ（MASIMO）,群馬県前橋市女屋町179-1 ,-,027-261-3633
炭火もつ焼き 串もん,群馬県前橋市新前橋町18-41 グレイスビル 1F,-,027-289-6833
寿司龍,群馬県前橋市千代田町5-18-12 いたみパーキング 1F,-,不明の為情報お待ちしております
スウェーデンビストロ IKEA前橋店,群馬県前橋市亀里町2008 IKEA前橋 1F,-,-
大戸屋 元総社蒼海店,群馬県前橋市元総社町1809 ,-,027-212-4010
麺や たんきち,群馬県前橋市朝日町3-26-3 ,-,-
ヴィラローマ 高崎イオン店,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,027-310-9065
シャンゴ 前橋石倉店,群馬県前橋市石倉町5-12-3 ,-,027-253-7766
リンガーハット イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎,-,-
横綱うどん 上泉店,群馬県前橋市上泉町1422-2 ,-,027-264-3151
椿家 本店,群馬県前橋市元総社町1-29-19 ,-,027-212-7888
鎌倉パスタ けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋,-,027-226-1308
肉の匠 どんぶり舎,群馬県前橋市上細井町609 ,-,不明の為情報お待ちしております
旬彩　えん,群馬県前橋市千代田町2-11-14 桑町会館  1F,-,027-212-7778
