店名,住所,電話番号,予約・お問い合わせ
ハースブラウン エクセルみなみ店（Hearth Brown）,茨城県水戸市宮町1-7-31 水戸駅ビル エクセルみなみ 3F,-,-
松の庵（マツノアン）,茨城県東茨城郡茨城町大字大戸3327-1 ,-,029-353-6111
鶏優 水戸店（トリユウ）,茨城県水戸市米沢町402-4 ,-,029-210-1107
陽菜たぼこ,茨城県水戸市笠原町1397-3 ,-,029-297-3336
Violetta（ビオレッタ）,茨城県水戸市南町3-4-53 SANWAビル 1F,-,029-303-7170
みつお万寿 水戸駅南店（ミツオマンジュウ）,茨城県水戸市元吉田町50-3 ,-,029-303-5635
陽菜田（ひなた）,茨城県水戸市宮町1-3-23 神田ビル　２Ｆ,-,029-233-2663
21時にアイス 水戸店,茨城県水戸市三の丸1-4-7 ,-,-
らーめん 武臣（MUSHIN）,茨城県水戸市住吉町192-3 ,-,-
天然温泉 香梅の湯 ドーミーイン 水戸（天然温泉 香梅の湯 dormy inn）,茨城県水戸市南町2-6-7 ,-,029-302-5081
九州ラーメン 元吉田,茨城県水戸市元吉田町1604-2 ,-,029-246-0711
活龍 水戸米沢店（カツリュウ）,茨城県水戸市米沢町797 ,-,-
彩,茨城県水戸市笠原町1276 ,-,-
はま寿司　 水戸内原店,茨城県水戸市内原町字東484-1 ,-,-
いばらき味撰倶楽部,茨城県水戸市宮町1-7-31 水戸エクセルみなみ 3F,-,-
まんぷく食堂,茨城県水戸市赤塚1-1983-1 ,-,029-252-2693
食堂 HEY（ヘイ）,茨城県水戸市宮町1-3-27 ,-,0292-84-1539
砦,茨城県水戸市泉町3-6-24 ,-,029-224-7459
ダイチャン スイーツ（DAiCHAN SWEETS）,茨城県水戸市見川2-108-26 アーバンテラス一周館A 1F,-,-
藤屋製菓,茨城県東茨城郡茨城町長岡1803 ,-,029-292-1297
Sushi Dining 蛇の目,茨城県水戸市城南1-3-12 第一城南マンション 1F,-,029-231-8991
カスタード,茨城県水戸市姫子2-749-9 ,-,029-254-7087
焼にく 和牛食堂 見和店,茨城県水戸市見和1-309-4 ,-,029-257-2911
ばんどう太郎 水戸店（ばんどうたろう）,茨城県水戸市見和1-307-18 ,-,029-257-1531
いづみや,茨城県水戸市泉町3-6-6 ,-,-
ビアハウス　ビベーレ,茨城県水戸市南町2丁目3-32 西洋倶楽部2F,-,029-226-5600
松屋 水戸東原店,茨城県水戸市東原1-3-17 ,-,070-7596-1981
中国家庭料理北京,茨城県水戸市泉町3-5-31 ,-,029-224-1038
クレープ茶屋 CHARME（シャルム）,茨城県水戸市城南1-2-14 ,-,-
ラヴィ,茨城県水戸市平須町1820-263 会沢ビル 101,-,029-306-7664
笹沼五郎商店（ササヌマゴロウショウテン）,茨城県水戸市三の丸3-4-30 ,-,029-225-2121
道とん堀 水戸笠原店,茨城県水戸市笠原町270-1 ,-,029-305-0260
さい菜,茨城県水戸市宮町2-3-3 ,-,029-224-2432
フランクテイスト,茨城県水戸市吉沢町33-5 ,-,029-247-9972
茨城大学生活協同組合 水戸食堂部 1階食堂（いばらきだいがくせいかつきょうどうくみあい）,茨城県水戸市文京2-1-1 1F,-,029-228-0979
ハドルバー（Huddle Bar）,茨城県水戸市宮町2-4-34 M＆Hビル 2F,-,029-233-0120
リンガーハット イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原,-,-
食工房 SHINOWA（ショクコウボウ シノワ）,茨城県水戸市白梅2-6-13 ,-,029-232-0143
グルービー 水戸店（Groovy）,茨城県水戸市米沢町388-6 ,-,029-248-1177
ゆう,茨城県水戸市大工町1-5-17 ,-,029-228-0345
山翠（さんすい）,茨城県水戸市泉町2-2-40 ,-,029-221-3617
恵風,茨城県水戸市城南1-3-27 小祝ビルB棟　1F,-,029-303-5488
レフィーユ ブティック 県庁店,茨城県水戸市笠原978-25 茨城県開発公社ビル 1F,-,029-240-3900
そば処八楽,茨城県水戸市姫子1-33-1 ,-,029-252-2428
カフェ&バー プラザ（CAFE&BAR PLAZA）,茨城県水戸市千波町2078-1 水戸プラザホテル,-,029-305-8180
麺屋ゆうき,茨城県水戸市見和3-1520 ,-,029-239-3324
はやしや,茨城県水戸市南町3-5-17 ,-,029-221-4346
スターバックス コーヒー 水戸駅南中央通り店（Starbucks Coffee）,茨城県水戸市元吉田町303-1 ,-,029-304-5616
PANDA MARKET（パンダ マーケット）,茨城県水戸市笠原町978-6 茨城県庁 展望ロビー 25F,-,-
金龍館 南町店（キンリユウカン）,茨城県水戸市南町3-2-49 ,-,029-221-0569
長寿そば ゆりかご亭,茨城県水戸市岩根町907 ,-,029-222-9002
海咲 丼丸 千波店（ミサキ ドンマル）,茨城県水戸市千波町2318 ,-,029-350-8588
や田べ,茨城県水戸市浜田1-10-13 ,-,029-231-5662
焼肉 誠之介,茨城県水戸市千波町2356-4 焼肉 誠之介,-,029-297-4129
とんかつ とん楼,茨城県水戸市飯島町471-4 ,-,029-277-0467
ティンパンアレイ（TIN‐PAN‐ALLEY）,茨城県水戸市宮町3-2-14 みまつアネックス 2F,-,029-231-8110
ガンチョ（GANCHO）,茨城県水戸市桜川1-7-13 サンオリエント　１Ｆ,-,029-231-6882
やぶ清,茨城県水戸市宮町2-3-2 ,-,029-231-4444
旬処 花亭（しゅんどころ・かてい）,茨城県水戸市大工町1-5-20 山口楼通り,-,029-224-5033
バー・ミルウッド（BAR MILL WOOD）,茨城県水戸市南町2-4-37 マサヤビル　２Ｆ,-,029-228-6466
ラーメン くにお,茨城県水戸市吉沢町333-4 ,-,-
和風レストラン小島,茨城県水戸市南町3-4-29 ,-,029-221-4356
緑鮨,茨城県水戸市平須町158-29 ,-,029-241-0253
ぬりや 泉町大通り,茨城県水戸市泉町3-1-31 ,-,029-231-4989
パティスリーブローニュ,茨城県東茨城郡茨城町大戸1847-6 ,-,029-246-6026
ラム 赤塚店（RAM）,茨城県水戸市赤塚1-1991-23 ,-,029-254-1767
ラーメン・餃子 250,茨城県水戸市栄町1-1-1 ,-,-
AQUAPORTA（アクアポルタ）,茨城県水戸市中央1-4-1 水戸市役所２F,-,029-350-2444
納屋cafe（【旧店名】ルミナス カフェ）,茨城県東茨城郡茨城町下土師1821 ,-,090-5758-8160
essen（エッセン）,茨城県水戸市柳町2-3-20 ,-,029-233-7525
グリーングルメ エクセル水戸店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2Fプラムストリート,-,029-353-6455
近海料理直,茨城県水戸市泉町3-2-26 ,-,029-226-5937
肉三郎,茨城県水戸市見川2-68-2 見和1番街ビル,-,029-297-2982
あさ川 水戸駅南店,茨城県水戸市白梅1-1-1 ,-,不明の為情報お待ちしております
ホテル テラス ザ ガーデン水戸,茨城県水戸市宮町1-7 ,-,029-300-2500
すし屋の佐川,茨城県水戸市泉町3-5-8-102 ,-,029-221-2012
千両 水戸堀町店,茨城県水戸市堀町965-6 ,-,-
オールドオーチャードゴルフクラブ　レストラン,茨城県東茨城郡茨城町鳥羽田686-3 ,-,029-292-7777
極楽湯 水戸店,茨城県水戸市大塚町1838-1 ,-,-
から揚げ専門 からまる 水戸店,茨城県水戸市城南3-8-9 ,-,不明の為情報お待ちしております
クローバーダイニング（CLOVER DINING）,茨城県水戸市東原3-2-3 水高スクエア内,-,029-303-3371
はなまるうどん 水戸エクセル店,茨城県水戸市宮町1-1-1 水戸エクセル 1F,-,-
つきよみ,茨城県水戸市宮町1-7-44 COMBOX310 1F,-,029-224-6659
み～とKitchen（キッチン）,茨城県水戸市中央2-9-8 コーポラス中央 1F,-,029-210-1227
幸楽苑 水戸柳町店,茨城県水戸市柳町1-2-2 ,-,029-302-7860
吉野家 ５０号線水戸バイパス店,茨城県水戸市河和田2-2229-2 ,-,029-257-7018
デメル 京成百貨店（DEMEL）,茨城県水戸市泉町1-6-1 京成百貨店 B1F,-,029-231-1111
プレーヌ・リュヌ（Restaurant Pleine. Lune）,茨城県水戸市米沢町137-3 ,-,029-248-7757
ホテル・ザ・ウエストヒルズ・水戸,茨城県水戸市大工町1-2-1 ,-,029-303-5111
四季紅 水戸店（シキコ）,茨城県水戸市酒門1064 ,-,029-291-6897
にんたまラーメン 大洗店,茨城県水戸市大串町893 ,-,-
COLK （コルク）,茨城県水戸市笠原町447-1 ,-,050-1724-8651
麺工房 夢想庵,茨城県東茨城郡茨城町上石崎5947-2 ,-,029-291-6801
ここのひ,茨城県水戸市見和1-350-2 ,-,090-4096-4572
サザコーヒー 水戸京成百貨店（SAZA）,茨城県水戸市泉町1-6-1 京成百貨店 4F,-,-
Pitto Cafe（ピット カフェ）,茨城県水戸市中央1-3-18 Central.Y 1F,-,029-303-5337
すき家 水戸駅南口店,茨城県水戸市宮町1-7-44 COMBOX310 3F,-,非公開
ポケットファームどきどき 茨城町店,茨城県東茨城郡茨城町下土師字高山1945 ,-,-
うぐいすの森ゴルフクラブ水戸（【旧店名】セントレジャーゴルフクラブ水戸）,茨城県東茨城郡城里町大字下赤沢314-1 ,-,0296-88-3800
オリオン餃子 水戸駅南COMBOX店,茨城県水戸市宮町1-7-44 COMBOX310 1F,-,029-306-8948
COFFEE STORY,茨城県水戸市河和田2-22-4 ,-,-
ワールドカップ 水戸店,茨城県水戸市城南2-2-25 ,-,029-231-1129
小倉屋（おぐらや）,茨城県水戸市笠原町101-5 ,-,029-244-1611
酒菜や よつ葉,茨城県水戸市大工町1-6-29 ,-,029-297-9800
揚げたて屋 てん  河和田店,茨城県水戸市河和田町4379-43 ,-,029-251-0066
チャンポン屋,茨城県水戸市本町1-10-15 ,-,-
コジコジ,茨城県水戸市渡里町2305-6 オザワビル 2F,-,029-353-8620
パティスリー シュール 見川店（Patisseie SUR）,茨城県水戸市見川2-170-1 ,-,029-244-6167
グリーンバナナ（green banana）,茨城県水戸市米沢町115-9 ,-,029-248-5611
GJ COFFEE（ジージェイ コーヒー）,茨城県水戸市大町3-4-16 ,-,029-284-1960
味処 清水,茨城県水戸市南町3丁目2-36 ,-,029-226-5800
炭火牛串 狼煙（ノロシ）,茨城県水戸市南町2-4-24 フォーライフ南町 1F,-,029-297-9909
畑のゴチソウ（ハタケノGOCHISO）,茨城県水戸市米沢町280 ,-,029-357-0815
幸楽苑 水戸住吉店,茨城県水戸市住吉町97-1 ,-,-
ジョリーパスタ 水戸南店,茨城県水戸市米沢町285-7 ,-,-
ルブラン（Leblanc）,茨城県水戸市千波町370 ,-,029-241-1991
グリーンルーム（GREEN ROOM）,茨城県水戸市白梅4-1-38 栃木ビル103,-,029-357-8621
水戸プリンスホテル,茨城県水戸市桜川2-2-11 ,-,029-227-4111
本陣,茨城県水戸市宮町1-2-4 マイムビル1F,-,029-224-6318
ビストロ・BaBa,茨城県水戸市南町3-5-3 ,-,029-221-4411
彩工房,茨城県水戸市住吉町50-26 ,-,029-246-1355
CoCo壱番屋 水戸南インター店（ココイチバンヤ）,茨城県水戸市けやき台3-18 ,-,029-304-5057
スタミナラーメン 松五郎,茨城県水戸市袴塚1-4-14 ,-,-
鶏白湯専門店 つけ麺 まるや イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-303-8178
味箪笥,茨城県水戸市住吉町16-8 ,-,-
梵珠庵（ボンジュアン）,茨城県水戸市見和1-350-7 ,-,029-297-7071
炉ん,茨城県水戸市天王町2-26 ,-,029-221-5599
かくれんぼ,茨城県水戸市城南1-5-42 ,-,-
セカンドアース 水戸店（Second Earth）,茨城県水戸市城南2-7-1 常盤第二ビル 1F,-,-
バー セレーネ（BAR Selene）,茨城県水戸市南町3-6-26 ,-,029-221-9447
とんＱ 水戸千波店（とんきゅう）,茨城県水戸市千波町1999-5 ,-,-
中華そば 鈴乃家,茨城県水戸市見和2-220-5 ,-,-
廻転レーン焼肉 いっとう 水戸店,茨城県水戸市河和田町320-1 ,-,029-254-3113
タリーズコーヒー&TEA 水戸エクセル店（TULLY'S COFFEE&TEA）,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 本館 3F,-,-
大洗　お魚食堂,茨城県水戸市大串町895 ,-,-
いづみや 南町店,茨城県水戸市南町1-4-18 松屋ビル 3F,-,-
エベレストキッチン,茨城県水戸市笠原町1501-4 ,-,029-244-4750
CINARIS（シナリス）,茨城県水戸市平須町1828-990 ,-,029-291-8181
実り家,茨城県東茨城郡茨城町大戸1855-4 ,-,029-292-0233
RISTORANTE YOSHIMI（リストランテ ヨシミ）,茨城県水戸市酒門町1197-5 ,-,029-248-4432
来来軒,茨城県東茨城郡茨城町大字長岡3317-100 ,-,029-292-1274
すき家 6号水戸住吉店,茨城県水戸市住吉町47-1 ,-,非公開
日吉,茨城県水戸市姫子1-823-25 ,-,-
ひじりcafe（ひじりカフェ）,茨城県水戸市宮町3-2-14 ,-,029-231-9410
ラーメン科,茨城県水戸市堀町531-4 ,-,029-228-6406
サザコーヒー 茨城大ライブラリーカフェ店,茨城県水戸市文京2-1-1 茨城大学,-,029-225-1151
石田屋水戸藩らーめん,茨城県水戸市柳町1-6-23 ,-,029-226-8966
まぜそば専門店 MOG 堀町店（マゼソバセンモンテン モグ）,茨城県水戸市堀町965-2 ,-,-
日本一 水戸エクセル店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル,-,029-222-2248
焼肉きんぐ 水戸南インター店,茨城県水戸市けやき台3-52-1 ,-,029-350-5029
築地銀だこ エクセル水戸みなみ店,茨城県水戸市宮町1-7-31 エクセルみなみ 3F,-,0292-91-7131
⽶壽 はなれ,茨城県水戸市泉町1-6-1 水戸京成百貨店,-,029-291-6720
テラスレストラン・ローズ,茨城県水戸市千波町2078-1 水戸プラザホテル,-,029-305-8181
中村屋 駅南店,茨城県水戸市城南1-8-16 ,-,029-233-6678
バーミヤン 水戸南店,茨城県東茨城郡茨城町大字長岡3480-1 ,-,029-219-0019
CAFE GREEN（カフェ グリーン）,茨城県東茨城郡茨城町長岡64 ,-,029-210-1707
東野庵,茨城県水戸市東野町502-1 ,-,029-247-3754
山形十割そば処 紅,茨城県水戸市見川町1822-90 ,-,-
麺屋　花菱,茨城県水戸市住吉町68-1 ,-,-
フライングガーデン 水戸米沢店,茨城県水戸市米沢町345-1 ,-,-
三一五（サンイチゴ）,茨城県水戸市笠原町86‐1 ,-,-
森のベーカリー&カフェ,茨城県東茨城郡茨城町下土師1945 ,-,029-219-1161
シルキーウェーブ,茨城県水戸市杉崎町831-4 ,-,029-259-7628
プティ・ポワル ミュージアム店,茨城県水戸市千波町東久保666-1 茨城県近代美術館内,-,029-243-5742
神戸コロッケ エクセル水戸店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F,-,029-353-6455
ハコパン（HacoPan）,茨城県水戸市見川町2131-1053 ,-,080-3561-8585
伊勢屋（いせや）,茨城県水戸市泉町3-7-23 ,-,029-221-4586
Bravo（ブラボ）,茨城県水戸市白梅1-2-36 TYビル 1F,-,050-8887-2725
ご飯屋さん寧々,茨城県東茨城郡城里町下古内226-5 ,-,050-8887-2698
アパホテル 水戸駅北（【旧店名】ホテルステノ）,茨城県水戸市南町1-3-18 ,-,029-225-8811
中国菜 柏ノ木,茨城県水戸市飯富町3539-1 ,-,029-297-5360
よってみっぺ！さか天パーク,茨城県水戸市大串町895 ,-,-
蛇の目寿司（じゃのめずし）,茨城県水戸市大串町2087 ,-,029-269-2011
ダルソウシ,茨城県水戸市中央2-2-14 ,-,029-224-5539
居酒屋 角助（かくすけ）,茨城県水戸市三の丸1-4-5 ,-,-
な屋かふぇ（ナヤカフェ）,茨城県水戸市内原町字後田21-1 ,-,029-259-7819
ミスタードーナツ イオンモール水戸内原ショップ,茨城県水戸市中原町135 イオンモール水戸内原3階ピクニックコート内,-,029-259-9780
きんのすゞ,茨城県水戸市笠原町950-10 ,-,029-243-8878
肉の寿司 一縁 水戸駅南店,茨城県水戸市中央1-3-11 ,-,029-297-6168
夢庵 水戸吉田店,茨城県水戸市元吉田町1234-4 ,-,029-247-0181
かつや 水戸住吉店,茨城県水戸市住吉町98-4 ,-,029-303-5180
めん屋大黒,茨城県水戸市姫子1-810-18 ,-,-
加寿美屋,茨城県水戸市本町1-4-23 ,-,029-221-3253
茨城タンメン カミナリ 水戸城南店,茨城県水戸市城南3-8-9 ,-,-
ステーキ宮 水戸インター店,茨城県水戸市大塚町2162 ,-,-
ブッフェ＆デザート デリシュー イオンモール水戸内原,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-257-5312
マルコポーロ（MARCO POLO）,茨城県水戸市見川町2536-5 ,-,029-244-9259
吟月本店,茨城県水戸市酒門町4882-3 ,-,029-221-6917
一九庵,茨城県水戸市堀町748-3 ,-,-
山岡家 水戸南店（やまおかや）,茨城県東茨城郡茨城町長岡4294-1 ,-,-
醤（JIANG）,茨城県水戸市酒門町3322-1 ,-,-
ごはんるうむ,茨城県水戸市小吹町2624-1 ,-,029-291-8525
そばうどん 水戸,茨城県水戸市宮町1-1-1 水戸駅 上り5・6番線ホーム いわき方,-,-
牛常（ギュウツネ）,茨城県水戸市城南1-3-22 ,-,不明の為情報お待ちしております
スタミナラーメン多幸 見川店,茨城県水戸市見川2-108-26 アーバンテラス一周館ビル 2F,-,029-350-6922
米粉パン＆カフェ 薗部商店,茨城県東茨城郡茨城町木部833 ,-,029-292-7598
中国料理 四川飯店（水戸プラザホテル 中国料理 四川飯店）,茨城県水戸市千波町2078-1 水戸プラザホテル 1F,-,029-305-8800
ル ブルー（LE BLEU）,茨城県水戸市赤塚1-1 ミオスビル 1F,-,029-306-6889
かしの木　千,茨城県水戸市宮町2-2-5 ,-,029-224-1639
ラヴィプロバンソ（Ravi provencau）,茨城県水戸市天王町2-32 ,-,029-291-8727
Cafe&Gallery Kaya,茨城県水戸市金谷町301 ,-,029-251-8076
ジンジャー（GINGER）,茨城県水戸市宮町2-4-26 みまつホテル2F,-,029-224-3005
サイゼリヤ 水戸駅南口OPA店,茨城県水戸市宮町1-7-33 水戸OPA 10F,-,-
ときわ邸 M-GARDEN（ときわ邸 エムガーデン）,茨城県水戸市常磐町1-2-45 ,-,029-350-3680
沼田屋,茨城県水戸市宮町1-3-24 ,-,不明の為情報お待ちしております
ゆず庵 水戸店,茨城県水戸市見川町字丹下ニノ牧2138-4 ,-,050-3184-1606
但馬屋 泉町店,茨城県水戸市泉町1丁目7-7 ,-,029-221-3852
成城石井 水戸エクセル店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F,-,-
島津,茨城県水戸市常磐町2-14-5 ,-,029-224-8880
かしわや,茨城県水戸市渡里町2710 ,-,029-225-2207
スシロー 水戸東原店,茨城県水戸市東原1-3-6 ,-,029-302-5101
すき家 水戸末広町店,茨城県水戸市末広町2-3-7 ,-,非公開
高嶺,茨城県水戸市宮町2-3-3 ,-,029-306-8198
鶏そばルカライフ（鶏soba Luca Life）,茨城県水戸市西原2-6-26 ,-,-
鶏醤油拉麺専門店 そうわ,茨城県水戸市東野町109 ,-,-
茨城特産 大衆酒場 志音,茨城県水戸市宮町1-3-25 2F,-,029-279-2897
茨城油そば協会 茨大前本店,茨城県水戸市堀町1088-3 ,-,-
ソト コーヒー（SOTO COFFEE）,茨城県水戸市泉町3-2-26 ,-,-
浅倉畜産 株式会社 水戸工場,茨城県水戸市小吹町267-42 ,-,029-291-4429
えるびす,茨城県水戸市千波町2806 ,-,-
羅々亭,茨城県水戸市大塚町1459-1 ,-,029-252-8929
いろり,茨城県水戸市城南1-5-25 ,-,029-226-6857
エクセルシオール カフェ  水戸エクセル店（EXCELSIOR CAFFE）,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F,-,-
餃子の王将 水戸さくら通り店,茨城県水戸市米沢町字上組346-5 ,-,-
坂内 水戸東店（ばんない）,茨城県水戸市谷田町969 ,-,-
そば処 はた実,茨城県水戸市鯉淵町5137-9 ,-,029-259-5923
らーめん 豚の道,茨城県水戸市元吉田町1626 ,-,-
マルニコーヒー（MARUNI COFFEE）,茨城県水戸市南町2丁目4-32 ,-,-
seek（シーク）,茨城県水戸市泉町2丁目1-45 ,-,029-226-5730
がんこ家 笠原店（がんこや）,茨城県水戸市笠原町1189-1 ,-,029-240-4222
フレッシュネスバーガー イオンモール水戸内原店（FRESHNESS BURGER）,茨城県水戸市内原2-1 3Fフードコート,-,非公開
回転寿司 みさき イオンモール水戸内原（【旧店名】海鮮三崎港）,茨城県水戸市内原2-1 ,-,029-297-1240
けむり屋（ケムリヤ）,茨城県水戸市南町2-1-54 ,-,029-233-3366
Trattoria Locale（トラットリアロカーレ）,茨城県水戸市中央2-9-8 コーポラス中央 1F,-,029-291-6763
冨喜（フキ）,茨城県水戸市加倉井町1024-1 ,-,029-251-9552
麺屋 文太,茨城県水戸市中央1-6-25 ,-,029-233-1830
和牛庵,茨城県水戸市見川3-695 ,-,029-306-7733
つるや,茨城県水戸市大工町3-12-6 ,-,029-221-2483
昌隆菜館,茨城県水戸市桜川1丁目1-17 ,-,029-226-0749
韓国惣菜　辛ちゃん,茨城県水戸市見川2丁目108-26 一周館ビル1F,-,029-255-6677
大衆酒場 もっさん,茨城県水戸市宮町2-1-1 細谷ビル 1F,-,不明の為情報お待ちしております
韓国料理 オドゥマック,茨城県水戸市河和田2-7-1 ,-,080-5037-9675
大八そば,茨城県東茨城郡茨城町大字小鶴111-1 ,-,029-292-6766
パティスリー 志粋（patisserie Shisui）,茨城県東茨城郡茨城町大戸3312-15 ,-,070-3157-1989
喜元門 水戸笠原店,茨城県水戸市笠原町600-54 ,-,-
フルーツバスケット,茨城県水戸市南町3-4-3 ,-,-
嵜本 茨城水戸店（SAKIMOTO）,茨城県水戸市元吉田町1057-3 ,-,029-350-1347
天下一品  水戸平須店,茨城県水戸市平須町158-92 ,-,-
水戸ドライブインひたちの里 水戸インター店,茨城県水戸市加倉井町宿後415 ,-,029-253-3251
HAMARU,茨城県水戸市宮町1-3-22 ,-,029-246-5552
大戸屋 イオンモール水戸内原店,茨城県水戸市中原町135 ,-,-
スコーンドルフィン（SCONE DOLPHIN）,茨城県水戸市双葉台1-1775-26 ,-,029-291-5535
ミュージアムショップ&カフェ ヒストリア,茨城県水戸市緑町2-1-15 茨城県立歴史館,-,-
如意輪寺庵支店（にょいりんじあんしてん）,茨城県水戸市笠原町950-6 ,-,029-243-0139
天狗納豆,茨城県水戸市宮町1-7-31 水戸駅ビル エクセルみなみ 1F,-,-
田所商店 水戸駅南店,茨城県水戸市城南2-10-30 ,-,-
築地 銀だこ イオンモール水戸内原店,茨城県水戸市内原2-1 水戸内原イオンモール 3F フードコート,-,029-350-1307
天勝,茨城県水戸市本町2丁目3-41 ,-,029-227-7388
ぶんぷく 二代目 小島屋,茨城県水戸市藤井町302-2 ,-,非公開
ととや,茨城県水戸市城南2-7-1 常磐第２ビル　１Ｆ,-,029-227-8323
鰻亭,茨城県水戸市泉町3-5-4 ,-,029-221-4989
鄭本家,茨城県水戸市大工町1-6-29 ,-,029-246-5529
ともべ食堂,茨城県水戸市本町3-1-5 ,-,-
中華園珍満,茨城県水戸市三の丸2-5-25 ,-,029-231-0262
れんが家,茨城県水戸市泉町2-3-42 ,-,029-226-8711
話食ごはち,茨城県水戸市梅香1-2-5 アーバンビジネスホテル 2F,-,070-8922-2345
手もみたれ焼肉 肉匠あたご,茨城県水戸市桜川1-3-7 2F,-,029-232-1716
ニューたけさん（【旧店名】ニューもっさん）,茨城県水戸市三の丸1-4-7 三愛ビル 1F,-,090-3407-4726
大衆酒場ラクダ 宮下銀座本店,茨城県水戸市宮町2-3-3 宮下銀座商店街,-,029-350-6665
L'IVRESSE-イヴレス-（イヴレス【旧店名】K）,茨城県水戸市南町2-3-32 西洋倶楽部ビル 2F,-,029-232-2427
アンバーハウス（Amber House）,茨城県水戸市泉町3-4-34 菊正ビル２Ｆ,-,029-226-1495
トーマスカフェ（Thomas Cafe）,茨城県水戸市米沢町115-9 ,-,029-248-5611
藍や,茨城県水戸市大工町1-3-17 ,-,029-221-1120
別春館,茨城県水戸市元吉田町327 ,-,029-246-4811
ホルモン焼肉 まるやま,茨城県水戸市城南1-7-2 グレースタワー城南 1F,-,029-232-3555
星乃珈琲店 茨城県立図書館店,茨城県水戸市三の丸1-5-38 茨城県立図書館 1F,-,029-284-1627
シタラキッチン,茨城県水戸市千波町2455-1 千波ショッピングプラザ,-,029-210-2461
パン工房ぐるぐる 水戸笠原店,茨城県水戸市笠原町1373-1 ,-,029-291-7775
やきとり大吉 水戸駅南店（だいきち）,茨城県水戸市城南1-7-2 ,-,029-228-3600
ブルードラゴンオリエンタル イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-259-1176
こだわりとんかつ あぢま 京成店（【旧店名】こだわりとんかつねぼけ　京成店）,茨城県水戸市泉町1-6-1 京成百貨店,-,029-302-5067
ふる川,茨城県水戸市米沢町600-3 ＆（アンド）米沢 1F,-,-
浜伸,茨城県水戸市泉町3-4-6 ,-,不明の為情報お待ちしております
伊勢屋（いせや）,茨城県水戸市本町1-5-5 ,-,-
つけ麺 坊主,茨城県水戸市見川4-28-16 ,-,-
中川楼（ナカガワロウ）,茨城県水戸市泉町3-5-6 ,-,029-231-3318
しちりん,茨城県水戸市中央1-6-2 ,-,029-233-2334
麺工房　じゃん,茨城県水戸市堀町1008 ,-,-
水戸レイクスカントリークラブ,茨城県東茨城郡城里町春園754 ,-,029-288-5600
グレイスタイルカフェ（grey style Cafe）,茨城県水戸市渋井町260-6 ,-,029-246-6722
にし村,茨城県水戸市泉町2-3-42 ,-,029-225-1080
セントラル パーク カフェ（Central Park Cafe）,茨城県水戸市開江町378-12 ,-,029-239-5041
鮨処 菊之助（きくのすけ）,茨城県水戸市大工町1-3-17 八光ビル　１Ｆ,-,029-221-7500
沖縄料理 かなでち,茨城県水戸市南町1-3-7 1F,-,029-232-1310
錦盛庵,茨城県水戸市河和田町1164-11 ,-,029-253-2266
やすけ,茨城県水戸市千波町302-1 ,-,-
菓匠　にいつま（新妻製菓）,茨城県水戸市堀町2160-5 ,-,029-251-8772
鳥かづ,茨城県水戸市泉町3-6-26 ,-,029-226-9896
プティ　カフェ　トロン（petit cafe tronc）,茨城県水戸市千波町1438-2 グリーンスポット内,-,不明の為情報お待ちしております
稲石食肉センター,茨城県水戸市元吉田町272-4 ,-,-
からやま 水戸城南店,茨城県水戸市城南3-12-8 ,-,029-306-9277
フライングガーデン 水戸内原店,茨城県水戸市中原町83-1 ,-,-
中華そば 浜田屋 見川店,茨城県水戸市見川2-3027-1 ,-,-
アサイー工房 水戸店,茨城県水戸市見和2-220-5 ,-,-
伝丸 水戸笠原店,茨城県水戸市笠原町976-13 ,-,-
マルカドール（marcador）,茨城県水戸市南町2-2-32 羽田ビル1F,-,029-232-8787
魚誠,茨城県水戸市南町2-4-38 ,-,029-221-0150
ろじもの イ座（iza）,茨城県水戸市中央1-1-28 ,-,029-231-0246
サイゼリヤ 水戸笠原店,茨城県水戸市笠原町1254-1 ,-,029-305-5721
珈琲問屋 水戸見和店,茨城県水戸市見和3-180-5 ,-,-
亀印本舗 エクセルみなみ店,茨城県水戸市宮町1-7-31 水戸駅ビル エクセルみなみ 3F,-,029-231-7675
うどん家 ふ和ら,茨城県水戸市南町2-4-45 吉見屋ビル 1F,-,029-303-7900
オー・ボン・ヴィヴェール（Au Bon Viveur）,茨城県水戸市千波町2310 ,-,029-244-9971
銀のあん イオンモール水戸内原店,茨城県水戸市中原町字西135 イオンモール水戸内原 1F,-,029-259-0061
日日紅,茨城県水戸市笠原町600-35 ,-,029-243-7027
ばんどう太郎 水戸50号店,茨城県水戸市河和田町3829-2 ,-,029-254-2331
川桝（かわます）,茨城県水戸市宮町1丁目3-23 ,-,029-224-2154
八戒,茨城県水戸市笠原町600-54 ,-,029-241-8029
長兵衛 栄町店,茨城県水戸市栄町1-11-2 ,-,029-221-8130
