店名,住所,電話番号,予約・お問い合わせ
ホテル福島グリーンパレス,福島県福島市太田町13-53 ,-,024-533-1171
麺飯酒家 万来（メンハンシュカ バンライ）,福島県福島市飯坂町十網町5 ,-,-
たいとくま,福島県福島市野田町4-11-17 大竹第二ビル 1F,-,-
よつ葉のクローバー（FARMERS GARDEN）,福島県福島市大笹生字狢畑27‐1 ,-,-
デニーズ 南福島店（Denny's）,福島県福島市鳥谷野字宮畑60-1 ,-,080-3459-2896
LUKKA（ルッカ）,福島県福島市鎌田字下釜5-1 ,-,-
パステリアブー,福島県福島市陣場町7-1 陣場中央ビル 2Ｆ,-,024-522-3883
鳳来（ほうらい）,福島県福島市万世町5-41 二瓶第二ビル 2F,-,024-521-5312
鉢の木,福島県福島市伏拝台田9-2 ,-,-
ごとく,福島県福島市新町3-13 ,-,024-563-1519
和風レストランまるまつ 福島南店,福島県福島市鳥谷野字天神16-1 ,-,024-546-2888
リトルくん太郎,福島県福島市庄野作田18-4 ,-,024-593-0733
四川料理 心（シセンリョウリ シン）,福島県福島市西中央2-97-4 ,-,024-531-8881
麺や うから家から,福島県福島市置賜町8-37 ,-,-
中国料理レストラン泰山,福島県福島市栄町11-25 AXCビル 1F,-,024-522-5250
かっぱ寿司 福島矢野目店,福島県福島市南矢野目字桜内36-2 ,-,-
大亀楼,福島県福島市御山字中屋敷23-1 ,-,024-534-1730
喜久寿し,福島県福島市渡利字柳小路59-1 ,-,024-522-4826
ホテルサンキョウ福島（HOTEL SANKYO FUKUSHIMA）,福島県福島市大町7-11 ,-,024-525-2211
中華飯店 康楽,福島県福島市野田町1丁目10-36 ,-,-
おんせんたまごとプリンの専門店 源泉湯庵森山（ゲンセンユアン モリヤマ）,福島県福島市土湯温泉町字下の町18 ,-,-
はなまるうどん イオン福島店,福島県福島市南矢野目西荒田50-17 イオン福島 1F,-,-
大衆酒場 ナミヘイ,福島県福島市置賜町5-26 ABCビル 1F,-,024-573-5779
ワインブティック ミディ（Wine Boutique midi【旧店名】ワインブティック&ベーカリーカフェ ミディ）,福島県福島市太田町15-12 ,-,024-572-5226
松屋清風庵,福島県福島市北町3-43 ,-,024-522-4966
丸源ラーメン 南福島店,福島県福島市黒岩字中島24-1 ,-,-
峰亀 平野店,福島県福島市平野字若狭小屋5-1 ,-,024-558-5241
支那そば 二階堂（にかいどう）,福島県福島市笹谷字稲場37-2 パルメディオ 1F,-,-
山根屋旅館,福島県福島市土湯温泉町字油畑3 ,-,024-595-2116
吉倉食堂,福島県福島市吉倉吉田48-2 ,-,-
こぶし,福島県福島市飯坂町平野字山海道1-1 ,-,-
BACCANO（バッカーノ）,福島県福島市早稲町4-16 ラヴィバレ一番丁 2F,-,024-525-8602
つけ麺 勝,福島県福島市笹谷字上成出14-2 ,-,-
横浜家系 龍,福島県福島市東中央2-76 八代ビル 1F,-,-
ぐりむわーるど 南福島店,福島県福島市黒岩字浅井68-1 ,-,024-545-6700
土湯別邸 里の湯,福島県福島市土湯温泉町字悪戸尻27-2 ,-,024-595-2146
母家 たすいち,福島県福島市置賜町5-25 ,-,024-523-2808
松屋 本内店,福島県福島市本内字松川畑2-2 ,-,-
御菓子司　ひふみ堂,福島県福島市飯坂町湯野字毛字3-8 ,-,024-542-3839
三立十割 蕎麦人（ソバンチュウ）,福島県福島市五月町8-42 ,-,024-522-5088
ラーメンショップ 福島西店,福島県福島市佐倉下字井戸関7-7 ,-,024-593-3366
バウムラボ樹楽里（きらり）,福島県福島市松川町下川崎字西原25-4 ,-,024-537-1170
旬鮮香房 たわわ,福島県福島市置賜町8-14 ,-,024-522-3831
しゃぶ葉 福島本内店,福島県福島市本内字松川畑2-5 ,-,024-552-6655
手造りぎょうざ・一品料理 こはる,福島県福島市新町2-6 ,-,不明の為情報お待ちしております
びっくりドンキー 南福島店,福島県福島市鳥谷野天神18-1 ,-,024-544-2269
ドトールコーヒーショップ 福島野田店,福島県福島市野田町4-1-3 ,-,024-534-9111
鶴本,福島県福島市飯坂町湯野道角14 ,-,024-542-3897
Bakery&Cafe CALM（カーム）,福島県福島市松川町沼袋字北原86-1 ,-,不明の為情報お待ちしております
旅館玉子湯,福島県福島市町庭坂字高湯7 ,-,024-591-1171
びっくりドンキー 平野店,福島県福島市飯坂町平野小三郎内16 ,-,024-541-2062
福島県観光物産館,福島県福島市三河南町1-20 コラッセふくしま 1F,-,-
ANTIQUE（アンティーク）,福島県福島市森合字屋敷下1-9 ,-,024-572-5704
餃子会館（ぎょうざかいかん）,福島県福島市栄町7-15 ,-,-
岩代家敷大王,福島県福島市下野寺字薬師堂後4 ,-,024-535-3311
月とうさぎ,福島県福島市土湯温泉町字八郎畑3-1 土湯温泉 福うさぎ 1F,-,024-595-2611
スリール339,福島県福島市上鳥渡字土手内31-2 ,-,-
フロ プレステージュ 福島エスパル店（FLO PRESTIGE PARIS）,福島県福島市栄町1-1 エスパル福島1Ｆ,-,024-572-3613
まるせい果樹園,福島県福島市飯坂町平野字森27-1 ,-,024-542-0679
京枡,福島県福島市方木田高屋3-17 ,-,024-545-1180
石川屋,福島県福島市南町449 ,-,-
味喜（ミキ）,福島県伊達郡桑折町北半田鍛冶屋敷裏11-4 ,-,0245-85-5202
ルーナラパン（Luna Lapin）,福島県福島市御山字西壁谷沢1-9 ,-,024-557-4470
伏見珈琲店,福島県福島市曾根田町3-38 ,-,-
よね久,福島県福島市早稲町8-35 ,-,024-522-0480
道とん堀 福島鳥谷野店,福島県福島市鳥谷野宮畑80-1 ,-,024-597-7848
中野屋菓子舗,福島県福島市置賜町4-13 ,-,024-522-5092
青葉旅館,福島県福島市飯坂町字東堀切7 ,-,024-542-3346
サイゼリヤ 福島南沢又店,福島県福島市南沢又下琵琶渕90 ,-,024-559-3597
大自然の里 吾妻庵（だいしぜんのさと あづまあん）,福島県福島市佐原字竹ノ森国有林1 ,-,024-593-3949
ガスト 福島北店,福島県福島市南矢野目字中屋敷50-7 ,-,-
ふくしま家,福島県福島市中町6-21 ,-,024-522-1102
珈琲の街,福島県福島市大町2-14 加藤ビル2F,-,-
焼肉レストラン龍苑 ４号バイパス店,福島県福島市鳥谷野岩田3-1 ,-,024-545-8139
水織音の宿 山水荘,福島県福島市土湯温泉町字油畑55 ,-,024-595-2141
ホルモン酒場 まこちゃん（【旧店名】東京スタミナホルモン酒場）,福島県福島市栄町11-10 栄町ビル,-,024-522-6080
CHIEF+,福島県福島市町庭坂字清水37 ,-,090-6224-0969
ミスタードーナツ 福島駅前ショップ,福島県福島市栄町1番10号 ,-,-
手打ちそば くるみの木,福島県福島市飯野町字町105-3 ,-,-
完熟ラーメン本丸 瀬上店,福島県福島市瀬上町字本町60 ,-,-
福島信夫山迎賓館 和食くろ沢,福島県福島市大明神8-1 ,-,024-573-6177
ぎょうざのひぐち,福島県福島市大笹生字羽根通16 ,-,-
はなれ,福島県福島市置賜町7-8 ,-,024-524-1999
みどり豆,福島県福島市入江町12-6 入江サウンズ２Ｆ,-,024-531-8833
グリルカフェ RIVER ROCK（リバーロック）,福島県福島市笹谷字出水上20-6 ,-,024-559-0507
味乃 桃の井（あじの もものい）,福島県福島市置賜町5-12 ,-,024-521-2007
フユツキユキト,福島県福島市置賜町6-12 鴻野屋ビル 1F,-,-
らぁめん鰹の本気 福島店,福島県福島市南矢野目道上30-1 ,-,-
白樺 福島岡部店,福島県福島市岡部高畑6-15 ,-,024-534-9745
銀座 に志かわ 福島卸町店,福島県福島市鎌田字卸町17-7 ,-,024-573-2405
ロマンドーロール イオン福島店（ROMANDO ROLL）,福島県福島市南矢野目字西荒田50-1 イオン福島店 1F,-,024-558-9220
味処 大番 御山本店,福島県福島市御山字三本木14-1 ,-,024-535-3730
ガスト 福島西口店,福島県福島市大田町38-14 ,-,-
中華そば屋 佐藤,福島県福島市小倉寺字敷ヶ森16-1 ,-,-
菜々家 福島矢野目店（福島矢野目店）,福島県福島市南矢野目中谷地30-3 ,-,-
多加水手揉み熟成麺 麺屋 くるり,福島県福島市荒井北3-2-1 ,-,-
三万石 南福島店（サンマンゴク）,福島県福島市黒岩字中島9-1 ,-,024-545-0010
摺上亭 大鳥（スリカミテイ オオトリ）,福島県福島市飯坂町字中ノ内24-3 摺上亭　大鳥,-,024-542-4184
玉手商店（たまてしょうてん）,福島県福島市飯坂町湯沢26 ,-,-
鉄兵ラーメン 矢野目店,福島県福島市南矢野目字中江11-13 ,-,024-555-6598
牛たん炭焼 利久 福島駅前店,福島県福島市栄町7-32 ,-,024-529-6080
丹坊 本店,福島県福島市丸子字漆方18-9 ,-,024-563-3926
うまか亭乙姫,福島県福島市置賜町8-8 ２Ｆ,-,024-526-0841
てんぷら ひら井（ひらい）,福島県福島市置賜町5-13 シルクビル　１Ｆ,-,024-522-7064
辰の子食堂,福島県福島市太田町25-6 ,-,024-534-8725
保原屋食堂,福島県福島市飯坂町東堀切11 ,-,024-542-4348
茶寮 吉芳（さりょう きっぽう）,福島県福島市西中央2-65-1 ,-,024-533-1716
ロイヤルインドレストラン 福島店,福島県福島市鎌田字樋口9-20 ,-,024-597-6100
サイトウ洋食店,福島県福島市置賜町5-33 ,-,024-521-2342
LIFE（ライフ）,福島県福島市置賜町8-41 阿部ビル 2F,-,024-524-0208
くん太郎　 方木田店,福島県福島市方木田上仲田12-6 ,-,-
はま寿司 福島吉倉店,福島県福島市吉倉字谷地76-1 ,-,-
フルーツピークス 福島南バイパス店,福島県福島市黒岩字浅井18 ,-,-
蕎麦游膳 阿部,福島県福島市鎌田字卸町3-1 阿武隈急行卸町駅,-,024-554-5831
ホルモン食堂食樂 福島県庁西店,福島県福島市中町1-25 ,-,024-563-5700
飯坂ホテル 聚楽,福島県福島市飯坂町西滝ノ町27 ,-,024-542-2201
藤むら,福島県福島市陣場町2-16 ,-,024-522-5317
氷屋 パンプス,福島県福島市大町9-4 ,-,-
ずんだ茶寮 エスパル福島店（ZUNDA SARYO）,福島県福島市栄町1-1 エスパル福島店 1F,-,024-522-2681
オンカフェ（oncafe）,福島県福島市飯坂町湯沢26 ,-,024-542-3159
アクア・ディ・マーレ,福島県福島市上町5-18-1 ,-,024-523-3457
わたなべパン店,福島県福島市飯坂町字古戸12 ,-,-
ビアードパパ エスパル福島店,福島県福島市栄町1-1 エスパル福島店 1F,-,024-521-8238
ホテル 向瀧,福島県福島市土湯温泉町字杉の下63 ,-,024-595-2121
JAふくしま未来農産物直売所 ここら 吾妻店,福島県福島市在庭坂字薬師田1-1 吾妻の駅　こころ内,-,024-592-1088
焼肉これすけ,福島県福島市大森字坿7-10 ,-,024-573-0310
贅 福島鎌田店（ＺＥＩ）,福島県福島市鎌田樋口3-1 ,-,024-552-5529
すし処菜佳,福島県福島市黒岩遠沖1-2 ,-,024-545-1256
味処 大番 こけしの里,福島県福島市荒井字地蔵原丁2-2 ,-,024-593-5078
らーめん 紺や（こんや）,福島県福島市町庭坂字石田道16-43 ,-,-
小丸山珈琲,福島県福島市町庭坂字小丸山25-1 ,-,080-5566-1818
よしだ屋 平野店,福島県福島市飯坂町平野遠原34-1 ,-,-
中華ダイニング 龍の壺（中華DINING 龍の壺）,福島県福島市大森字高畑7-3 ,-,024-539-6321
つやこ,福島県福島市栄町12-33 ,-,024-522-5927
PEACHMAN CAFE（ピーチマン カフェ）,福島県福島市大笹生字水口50 フルーツファームカトウ,-,024-557-8157
流星軒（リュウセイケン）,福島県福島市仲間町8-14 ,-,不明の為情報お待ちしております
らーめん 蓮,福島県福島市上名倉字西田29-2 ,-,-
茶楽,福島県福島市鎌田字熊ノ前25-1 ,-,-
マリアージュ,福島県福島市置賜町1-29 佐平ビルB1,-,024-522-4723
祭屋湯左衛門,福島県福島市飯坂町字鍋沢4-1 ,-,024-542-2345
にぎ和伊カフェむろいし,福島県福島市上名倉字大石前地内 ,-,024-573-0728
たんぽぽ,福島県福島市松川町関谷大窪9 ,-,-
ふりこ亭,福島県福島市置賜町5-13 シルクビル 2F,-,024-573-4618
魚よし 本町店,福島県福島市本町2-8 リード本町ビル 1F,-,024-563-4833
仙令平庄 エスパル福島店,福島県福島市栄町1-1 エスパル福島店 1F,-,024-524-0021
美ずはら のんた（和洋菓子 美ずはら/町のパン屋 のんた）,福島県福島市松川町字鼓ケ岡36-2 ,-,024-567-5260
甘食・茶屋 結,福島県福島市森合台7-1 ,-,024-572-3160
珈琲グルメ（コーヒーグルメ）,福島県福島市栄町7-33 錦ビル　２Ｆ,-,-
屋台や十八番,福島県福島市置賜町5-31 ,-,090-9636-4414
すき家 福島西BP店,福島県福島市東中央3-47-2 ,-,非公開
ふう凛,福島県福島市置賜町2-10 ,-,024-521-0411
リストランテ ハラシマ,福島県福島市新町3-6 ,-,024-572-6798
麵屋 傑心,福島県福島市南矢野目向原16-3 ,-,-
びっくりドンキー 福島西バイパス店,福島県福島市南沢又下台13-4 ,-,024-555-6281
まちなか夢工房,福島県福島市本町5-31 ,-,-
ゆず 沢の茶屋,福島県福島市荒井字横塚2-8 ,-,024-593-5088
パスタ・アラ・プッタネスカ（Pasta alla PUTTANESCA）,福島県福島市大森字城ノ内45-2 ,-,024-502-4889
町田商店 福島西口店,福島県福島市野田町5-1-11 ,-,-
有限会社 富田食肉店,福島県福島市曾根田町6-17 2F・3F,-,024-535-1706
肉バルNicoパティオ（ニクバルニコパティオ）,福島県福島市置賜町4-28 エースセブンビル 2F,-,024-573-2924
わたなべ鮮魚店,福島県福島市栄町12-15 ,-,024-573-5521
和食 炭火焼き おばら,福島県福島市置賜町2-12 立ち花館 1F,-,024-573-1118
buono伊太利亜（ボーノ イタリア）,福島県福島市八島田字勝口15 ,-,024-558-0141
ミスタードーナツ イオン福島ショップ（mister Donut）,福島県福島市南矢野目西荒田50-17 イオン福島店内,-,-
たすいち,福島県福島市置賜町5-13 シルクビル B1F,-,024-521-1552
おりおり,福島県福島市栄町19-5 ユートピアビル2F・4F,-,024-524-3233
和風レストランまるまつ 鎌田店,福島県福島市丸子字広町14-4 ,-,024-553-7770
ラーメン みそ壱,福島県福島市鎌田字愛宕前22-1 ,-,-
焼肉冷麺やまなか家 鎌田店,福島県福島市本内字南中井32-4 ,-,024-597-6020
神の斬新,福島県福島市置賜町5-3 B1F,-,024-521-3322
手打ちそば なお,福島県福島市荒町2-8 ,-,024-572-4286
会津郷土料理　楽,福島県福島市置賜町8-36 ﾊﾟﾚｽﾋﾞﾙ1F,-,024-523-5124
谷津家,福島県福島市御山字中川原11-2 ,-,024-526-2883
丹坊 丹治製菓工場直売店（たんぼう）,福島県福島市成川字杵清水36-1 ,-,024-573-0147
福島×イタリアン Cucina,福島県福島市栄町12-12 サモン館 1F,-,024-525-8655
レカルトクラブ（Les Cartes Club）,福島県福島市大町1-10 ヴァンベール大町2F,-,024-524-1654
ステーキ宮 福島太平寺店,福島県福島市太平寺字坿屋敷35 ,-,-
そば香房 佐吉 鎌田店（ぎゃらりーかふぇ&工房 マルセルのお庭）,福島県福島市鎌田字蛭川2-5 ,-,-
ささき牧場カフェ（SASAKI FARM CAFE）,福島県福島市佐原字川久保15-1 ,-,-
マルイチ神田軒,福島県福島市宮下町3-11 ,-,024-534-4831
かんのや エスパル福島店,福島県福島市栄町1-1 エスパル福島 1F,-,-
ドトールコーヒーショップ エスパル福島店,福島県福島市栄町1-1 エスパル福島店,-,-
地酒と飯 かど福,福島県福島市栄町12-13 おさらぎビル 1F,-,024-529-7014
新宿さぼてん デリカエスパル福島店,福島県福島市栄町1-1 S-PAL福島店 1F,-,024-526-0452
福島柏屋 八木田店,福島県福島市八木田字中島74-1 ,-,024-544-2233
くをん,福島県福島市新町3-14 上州ビル 1F,-,-
中華蕎麦 こばや,福島県福島市松川町関谷字坂下71 ,-,-
ひいろ（和醸酒家ひいろ 燈色）,福島県福島市置賜町5-30 ユタカビル1F,-,024-522-8488
えなみ,福島県福島市南矢野目字中江12-1 ,-,-
ガスト 福島本内店,福島県福島市本内字松川畑2-2 ,-,024-552-5835
わびすけ食堂,福島県福島市岡部大旦96-2 ,-,050-8892-7818
勝鶏どんどん 福島競馬場店,福島県福島市松浪町9-23 福島競馬場 1F,-,-
笑福,福島県福島市飯坂町梅津1-2 ,-,-
会津屋,福島県福島市上野寺字和喜3 吾妻PA（上り）,-,-
福島元気屋台 あんたが大将,福島県福島市栄町11 ,-,不明の為情報お待ちしております
おかあさん食堂,福島県福島市万世町5-3 ニュー万世ビル 2F,-,024-572-6085
鉄兵ラーメン 平野店,福島県福島市飯坂町平野字原東33-1 ,-,024-542-2180
牛タンとがぶ飲みワイン マツダヤ 置賜店（牛タンとがぶ飲みワイン MATSUDAYA）,福島県福島市置賜町4-7 ,-,024-573-8766
佐助,福島県福島市太平寺坿屋敷35 ,-,024-573-6111
はりまう,福島県福島市栄町11-10 ,-,024-523-5856
にしざき,福島県福島市置賜町8-38 ,-,024-523-1739
笑楽庵,福島県福島市飯坂町旭町3 ,-,-
cafe風の庭（カフェカゼノニワ）,福島県福島市在庭坂字栃清水12-14 ,-,024-591-4063
幸楽苑 黒岩店,福島県福島市黒岩字中島3-1 ,-,-
貴福茶屋,福島県福島市町庭坂字黄金坂10-4 ,-,024-591-3838
マジー・ノアール（MAGIE NOIR）,福島県福島市陣場町8-8 ホーユーコンフォルトビル B1F,-,024-522-5535
ももや（手打ちうどん　ももや）,福島県福島市霞町7-21 1F,-,024-531-1027
蘂（ハナシベ）,福島県福島市置賜町5-19 加藤ビル 2F,-,024-522-8744
おりーぶ屋,福島県福島市北中央1-36 ,-,024-533-0008
喜多方ラーメン 赤井福島競馬場店,福島県福島市松浪町9-23 福島競馬場 1F,-,-
つちぱん 笹谷店（Bakery Tsuchi-Pain）,福島県福島市笹谷字塗谷地26-1 ピークメイル 1F,-,024-597-8322
すき家 13号福島矢野目店,福島県福島市北矢野目字原田66-13 ,-,非公開
リビエール,福島県福島市杉妻町3-45 ,-,024-523-5161
峰亀 成川店,福島県福島市成川字土富25-1 ,-,024-539-8839
金ちゃんラーメン 福島（きんちゃんらーめん）,福島県福島市北矢野目字坂東13-3 ,-,-
定食屋やすまる,福島県福島市中町5-14 ,-,024-503-0106
レパコ 腰浜店,福島県福島市腰浜町14-21 WESTビル 1F,-,024-535-5155
ブルー ビーンズ コーヒー AXC店（BLUE BEANS COFFEE）,福島県福島市栄町11-25 AXC 2F,-,090-1494-5489
自家製麺 うろた,福島県福島市新町3-14 上州ビル 1F,-,-
そば処　Ｑ．庵（キューアン）,福島県福島市渡利字薬師町124 ,-,024-522-8841
RAMEN OKAJIMA（らーめん おかじま）,福島県福島市岡島砂入19 ,-,-
太陽堂むぎせんべい本舗,福島県福島市陣場町9-30 ,-,024-531-3077
農家カフェ 森のガーデン,福島県福島市飯坂町平野字森前27-3 まるせい果樹園直売所,-,-
サイゼリヤ 福島駅東口店,福島県福島市栄町6-1 エスタビル2F,-,024-526-0641
カフェ・スワン,福島県福島市南矢野目字谷地67-7 ,-,024-558-8930
中華そば 傑心,福島県福島市曽根田町1-18 ダイユーエイトMAX,-,-
吉野家 １３号線福島西店,福島県福島市北中央1-1-1 ,-,024-525-0188
肴,福島県福島市栄町7-6 ,-,024-522-3374
洋食居酒屋 Kanno,福島県福島市新町2-29 金源ビル 1F,-,024-572-6440
Cafe桑の実（カフェ）,福島県福島市笹谷字上成出5 笹谷プラザビル 1F,-,024-563-1310
しぞーかおでん お茶の間,福島県福島市陣場町8-16 ,-,024-522-0061
めんや佐々木,福島県福島市土湯温泉町下ノ町22-1 湯楽座 2F,-,024-595-2044
凍天処 木乃幡 ピボット福島店,福島県福島市栄町1-1 パワーシティピボット 1F,-,-
町田商店 南福島店,福島県福島市鳥谷野南光原2-1 ,-,不明の為情報お待ちしております
丸信ラーメン福島,福島県福島市置賜町5-13 ,-,-
手打ち中華そば 和屋（なごみや）,福島県福島市飯坂町平野字原76-1 ,-,-
カフェ ヤマト（cafe YAMATO）,福島県福島市荒井字横塚11-2 ,-,024-572-5115
麺処 ひろ田製粉所 道の駅ふくしま店,福島県福島市大笹生字月崎1-1 ,-,-
パイプのけむり,福島県福島市置賜町4-2 ニューズ置賜ビル　３Ｆ,-,024-573-1226
味ごよみ吉野,福島県福島市春日町12-38 ,-,024-533-7410
ケーキ工房 バースディ（BIRTHDAY）,福島県福島市笹谷字谷地南30-7 ,-,024-558-9922
旅館 湯乃家,福島県福島市飯坂町湯野字湯ノ上18 ,-,024-542-3333
ジャパニーズ ヌードル ゼン（Japanese Noodle ZEN）,福島県福島市黒岩堂ノ後22-1 ,-,-
キャンディードゥ（CANDY-DO）,福島県福島市笹谷字稲場28-4 ,-,024-573-8021
CHAZA（チャザ）,福島県福島市荒井字横塚3-197 アンナガーデン内,-,024-593-5978
すき家 4号福島松浪店,福島県福島市松浪町11-7 ,-,非公開
丸亀製麺 福島泉店,福島県福島市泉大仏15-26 ,-,-
中華　五十番,福島県福島市上町5-27 ,-,024-522-3500
あづまキッチン,福島県福島市大笹生字月崎1-1 ,-,024-572-4588
せら庵,福島県福島市上町3-4 ,-,024-521-3388
PUMO・RI（プモ・リ）,福島県福島市万世町5-8 ,-,024-522-2225
カフェトラ アパホテル福島駅前店（CAFETORA）,福島県福島市太田町8-20 ,-,024-563-1278
シャトレーゼ 福島北店,福島県福島市丸子字町裏7-2 ,-,-
スターバックスコーヒー 福島矢野目店 （STARBUCKS COFFE）,福島県福島市南矢野目70-5 ,-,024-572-5383
つけめん まさはる,福島県福島市上鳥渡字土手内31-3 ,-,-
そば処寿々庵,福島県福島市森合上古屋26 ,-,-
モモノキ,福島県福島市荒井字辻下1 ,-,024-563-3998
ビストロミカサ,福島県福島市置賜町5-10 ,-,024-521-8290
味心 だいのじ,福島県福島市陣場町7-32 第7佐勝ビル 1F,-,024-522-8819
鮨処　みさき（【旧店名】辰巳）,福島県福島市栄町11-25 アックスビル 1F,-,不明の為情報お待ちしております
石林（シーリン）,福島県福島市栄町6-4 南條ビル 2F,-,024-573-5244
かつ亭,福島県福島市松川町下川崎佐久間85-1 ,-,024-567-4272
パン･ドーラ･タムラ,福島県福島市新町5-20 ,-,024-522-4417
福島鎌田食堂（まいどおおきに食堂）,福島県福島市鎌田字陳光1-5 ,-,-
カフェ ヒラナガ（cafe HIRANAGA）,福島県福島市飯坂町湯町28-2 2F,-,024-502-2358
元祖円盤餃子 満腹,福島県福島市仲間町1-24 ,-,024-521-3787
イタリア厨房 麦畑,福島県福島市栄町7-23 MDビル　1F,-,024-522-2788
うまか亭 福島西店（うまかてい）,福島県福島市南沢又字中琵琶渕67 ,-,-
オカザキドーナツ,福島県福島市仲間町9-12 ,-,024-523-2563
丸亀製麺 福島店,福島県福島市松山町77 ,-,-
yellow beer works 文化通り店（イエロー ビア ワークス）,福島県福島市大町9-10 ,-,024-563-3003
餃子の丸福,福島県福島市陣場町6-20 ,-,-
三代目 鳥メロ 福島駅東口店,福島県福島市栄町7-32 吾妻ビル B1F,-,024-528-9931
自家製麺しげ,福島県福島市方木田稲荷塚36-4 ,-,-
峰亀 曽根田店（みねかめ）,福島県福島市曾根田町3-33 ,-,024-534-4934
酒助,福島県福島市陣場町1-20 ,-,024-523-1774
幸楽苑 矢野目店,福島県福島市南矢野目桜内147-1 ,-,-
はりまや,福島県福島市置賜町6-9 清水屋ビル２Ｆ,-,024-523-5444
旬菜創心だいだい（だいだい）,福島県福島市置賜町2-17 スワロービル 1F,-,024-522-5597
中華そばおつまみ日の出軒 福島西店,福島県福島市八島田勝口23 ,-,024-559-1118
喜多その,福島県福島市太田町4-40 ,-,024-534-1671
水車小屋,福島県福島市荒井字上鷺西1-1 四季の里内,-,-
いちょう並木,福島県福島市森合台3-1 ,-,-
上杉  福島競馬場店,福島県福島市松浪町9-23 福島競馬場 1F,-,-
BLTカフェ,福島県福島市泉道下19-7 ,-,024-563-5018
マクドナルド 115方木田店（McDonalds）,福島県福島市方木田字水口1-41 ,-,024-544-2700
スペインバル カメレオン 福島駅前店（CAMELEON espa~ｎa　）,福島県福島市置賜町8-8 パセナカMisse　２F,-,024-573-8970
グランパークホテルエクセル福島恵比寿,福島県福島市曽根田町10-6 ,-,024-533-4166
セントヒルズ・ピッツァ,福島県福島市荒井字横塚3-182 ,-,-
タイ食堂 TARAYA（タラヤ）,福島県福島市大町1-11 ,-,050-5266-0622
米沢牛炭火焼肉 上杉 福島店,福島県福島市笹谷塗谷地83-2 ,-,024-555-3715
食堂ヒトト,福島県福島市大町9-21 ニューヤブウチビル 3F,-,024-573-0245
うまか亭 福島駅ピボット店,福島県福島市栄町1-1 福島駅西口ピボット内,-,-
餃子 照井 福島駅東口店（ギョウザ テルイ）,福島県福島市栄町1-1 JR福島駅東口 1F,-,-
シエルドラゴン,福島県福島市三河南町4-10 味川ビル１F,-,024-533-5072
やきとん あざます,福島県福島市置賜町4-13 鳥安ビル1F,-,024-522-3300
味楽,福島県福島市飯坂町湯野寛勢4 ,-,024-542-1710
かつや 福島競馬場前店,福島県福島市入江町10-19 ,-,024-572-5247
ぐりむわーるど 北矢野目店（GRimm WORLD）,福島県福島市北矢野目字原田57-5 ,-,-
中華料理 西華（サイカ）,福島県福島市三河北町2-12 ,-,024-535-3406
花の膳 福島店,福島県福島市南矢野目字中屋敷65-1 ,-,024-555-0105
江南水餃店,福島県福島市大森字石田3 ,-,-
福島競馬場,福島県福島市松浪町9-23 ,-,024-534-2121
みずいろぱん,福島県福島市北沢又字下八計4-32 ,-,024-558-3970
鶏こう,福島県福島市置賜町8-38 第1三浦屋ビル 1F,-,024-522-5233
麺や伝心,福島県福島市舘ノ前22-2 高橋ビル１Ｆ ,-,-
ラーメン厨房 大（ラーメンチュウボウ ダイ）,福島県福島市飯坂町字前田12-1 ,-,-
Bakery Tsuchi-pain（つちぱん）,福島県福島市鳥谷野字二ツ石12-2 D's Deco 1F,-,024-563-5780
大志軒 福島泉店,福島県福島市泉字下鎌35-1 ,-,-
μM（ミューム）,福島県福島市上町2-10 ,-,080-8072-3515
阿部留商店,福島県福島市飯坂町湯野字橋本5 ,-,-
亀寿司,福島県福島市太田町25-12 ,-,024-533-7261
お惣菜の店 るるる,福島県福島市新町1-12 安藤水産 1F,-,024-521-3309
ピッツェリア ラッポルティ（Pizzeria Rapporti）,福島県福島市笹谷字稲場37-2 パルメディオ 101,-,024-573-2075
煮豚亭 砂馬（にぶたてい ざば）,福島県福島市森合字丹波谷地9-2 ,-,-
餃子 照井 飯坂本店（ギョウザ テルイ）,福島県福島市飯坂町錦町1-21 ,-,-
笑夢,福島県福島市森合字清水2-7 ,-,不明の為情報お待ちしております
ル・レーヴ,福島県福島市荒井字横塚3-217 ,-,-
ふくの季,福島県福島市荒町5-35 ,-,024-523-5501
羅布乃瑠 沙羅英慕 福島店（ロブノオル サラエボ）,福島県福島市天神町15-4 ,-,-
ラーメンねぎっこ 北福島店,福島県福島市南矢野目字谷地70-1 ,-,-
牛かつ 牛若丸,福島県福島市大明神8-1 ,-,024-573-6177
フルーツピークス 福島西店（fruits peaks）,福島県福島市笹谷字稲場35-1 ,-,024-563-6906
あぶりや 吉鳥（キッチョウ）,福島県福島市栄町7-23 MDビルB1F,-,024-524-2377
大阪王将 福島南バイパス店,福島県福島市黒岩字田部屋22-1 ,-,-
カフェ・ド・ガレ,福島県福島市方木田字辻の内23-1 ,-,024-545-1737
胡々里庵（ここりあん）,福島県福島市在庭坂字栃清水12-16 ,-,-
アボカーレ ＪＲ福島駅西口店,福島県福島市栄町1-1 JR福島駅西口2F(ピボット2F 改札口前）,-,-
美うら食堂,福島県福島市瀬上町町裏6-1 ,-,-
すずめ,福島県福島市飯坂町十綱町5 ,-,024-542-7634
四季旬彩霜月,福島県福島市大町1-7 1F,-,024-563-6752
大戸屋 福島北矢野目店（おおとや）,福島県福島市北矢野目原田58-4 ,-,024-559-0255
