店名,住所,電話番号,予約・お問い合わせ
鶏そばヒバリ（ＨＩＢＡＲＩ）,栃木県宇都宮市池上町1-10 ,-,-
CAFE UNE（カフェユンヌ）,栃木県宇都宮市鐺山町2044-1 ,-,028-688-0603
種一 本店（たねいち）,栃木県宇都宮市二荒町2-6 ,028-637-7017,050-5456-1738
貝だしらぁめん四季彩,栃木県宇都宮市西原町440 ,-,-
酒ぎゃらりー酒蔵楽,栃木県佐野市田島町488 ,-,-
新潟らーめん 無尽蔵 東武宇都宮百貨店,栃木県宇都宮市宮園町5-4 東武宇都宮百貨店 8Fレストラン街「スパイス」内,-,-
ばんどう太郎 宇都宮店（ばんどうたろう）,栃木県宇都宮市鶴田町1138-1 ,-,028-648-1191
ユルリト,栃木県宇都宮市平松本町330-2 ,-,028-649-7705
岩清水関所庵（イワシミズセキショアン）,栃木県宇都宮市若草2-3-41 ,-,-
横浜家系ラーメン 辻田家 鶴田店,栃木県宇都宮市睦町7-3 ,-,-
上福樓 東武宇都宮店（サンフーロウ）,栃木県宇都宮市宮園町5-4 東武宇都宮百貨店 8F,-,028-612-2688
Patisserie Infini（パティスリーアンフィニ）,栃木県宇都宮市江野町7-7 ,-,028-615-7331
庄や 宇都宮本店（しょうや）,栃木県宇都宮市駅前通3-4-13 ,-,028-636-8138
ココス 宇都宮駅東店（COCO'S）,栃木県宇都宮市宿郷3-21-31 ,-,028-651-2402
魚田酒場,栃木県宇都宮市曲師町2-32 ,-,090-8845-3536
おおき屋,栃木県宇都宮市宮本町7-7 ,-,028-688-7652
おむすび亭,栃木県宇都宮市江曽島本町22-7 アピタ宇都宮店 1F,-,-
天馬,栃木県宇都宮市宮本町9-7 ,-,-
近江やラーメン,栃木県宇都宮市菊水町7-15 ,-,-
金昇,栃木県河内郡上三川町多功2522-74 ,-,0285-52-2362
すぎのや 上三川店,栃木県河内郡上三川町しらさぎ1-7-8 ,-,0285-56-1155
タルトアンドケーキ アリアド,栃木県宇都宮市泉が丘2-2-9 ユタカガーデンコート A-101,-,028-678-2004
麺屋 大金,栃木県宇都宮市御幸本町4650-5 ,-,-
リオバ（RIOBA）,栃木県宇都宮市一の沢2-16-10 ヴェラージュマンション　１F,-,028-643-0031
雀屋,栃木県宇都宮市上戸祭2-3-9 ,-,028-624-7988
寿司割烹 喜多八（すしかっぽう きたはち【旧店名】喜多八寿司）,栃木県宇都宮市瑞穂1-19-10 ,-,028-656-4611
中国料理 黄河（コウガ）,栃木県宇都宮市上大曽町492-1 ホテル東日本宇都宮 1F,-,028-643-5520
謝謝珍珠 MEGAドン・キホーテラパーク宇都宮店,栃木県宇都宮市馬場通り2-3-12 MEGAドン・キホーテラパーク宇都宮店 B1F,-,不明の為情報お待ちしております
あん,栃木県宇都宮市元今泉1-23-7 ,-,028-306-1355
中国料理 小閣樓 東簗瀬店,栃木県宇都宮市東簗瀬1-4-1 ,-,028-666-7995
そば処吉咲,栃木県宇都宮市一ノ沢町253-1 ,-,-
フランス料理 オーロラ,栃木県宇都宮市大通り2-4-6 ホテルニューイタヤ 新館 8F,-,028-635-5511
麺屋 つばき亭,栃木県宇都宮市簗瀬町1527-1 ,-,-
うどんのお宿,栃木県宇都宮市戸祭元町4-10 ,-,028-650-2811
和食たにぐち,栃木県宇都宮市中岡本町3023-29 ,-,028-671-0112
松屋 宇都宮オリオン通店,栃木県宇都宮市曲師町5-8 多喜屋ビル,-,-
ラウラウ（LAU LAU）,栃木県宇都宮市簗瀬町1935-2 ,-,028-638-7393
天然酵母パン＆SWEET リスブル（RhythBle）,栃木県宇都宮市氷室町1041-150 サカヤカフェマルヨシ 1F,-,028-667-4338
典満餃子,栃木県宇都宮市駅前通り1-4-6 トナリエ宇都宮F棟 1F,-,028-688-7880
みかさ食堂,栃木県宇都宮市若松原1-7-1 ,-,028-653-1666
京屋茶舗,栃木県宇都宮市大網町917-2 宇都宮アルプスの森,-,028-678-9069
中村屋,栃木県宇都宮市大塚町11-20 ,-,-
居酒屋魚元 分店,栃木県宇都宮市中久保2-14-19 ,-,028-663-1120
洋麺屋 五右衛門 宇都宮鶴田店,栃木県宇都宮市鶴田1-7-20 ,-,028-666-5201
くるまやラーメン 鐺山店（コテヤマテン）,栃木県宇都宮市鐺山町384-1 ,-,028-667-9100
マツガミネ コーヒー ビルヂング 103グリムの森店（MATSUGAMINE COFFEE BUILDING）,栃木県下野市下古山747 グリムの森,-,0285-32-6646
紙風船,栃木県宇都宮市東宿郷6-6-13 ,-,-
BAR フルールドゥリス（BAR fleur-de-lis）,栃木県宇都宮市本町6-9 しいの実ビル 3F,-,028-643-5050
コム･ラ･ボア・ラクテ（comme la.voie lactee）,栃木県宇都宮市上大曽町341-1 ,-,不明の為情報お待ちしております
モア カフェ（MOA cafe）,栃木県宇都宮市インターパーク5-1-11 東京インテリア家具 インターパーク店 2F,-,-
プチポワール,栃木県宇都宮市操町1-12 ,-,028-666-4622
韓国家庭料理 松家,栃木県宇都宮市塙田2-1-2 ピアシティ1F,-,028-621-2460
満山紅 峰店（マンザンコウ）,栃木県宇都宮市峰2-4-1 ,-,028-610-0108
あたりばちラーメン,栃木県宇都宮市宿郷5-16-11 ,-,-
キーズカフェ 東北自動車道大谷PA店（KEY'S CAFÉ）,栃木県宇都宮市駒生町3021-5 大谷PA 下り線,-,028-652-2132
手打ちそば 花千里（手打ちそば ハナセンリ）,栃木県宇都宮市岩曽町592-2 ,-,-
きゅうび,栃木県宇都宮市御幸ケ原町143-41 ,-,028-663-7800
リッチモンドホテル 宇都宮駅前アネックス（Richmond Hotel）,栃木県宇都宮市駅前通り3-6-5 ,-,028-610-8755
福のや（ふくのや）,栃木県宇都宮市駅前通り3-1-15 Ｂ１Ｆ,-,028-632-5390
ル コフレ（LE COFFRET）,栃木県宇都宮市下戸祭2-15-13 ,-,028-666-7780
ドンク 宇都宮パセオ店（DONQ）,栃木県宇都宮市川向町1-23 宇都宮パセオ店 2F とちぎグランマルシェ,-,-
麺家　大森,栃木県宇都宮市西川田町1039-29 ,-,-
フランス料理グルメ,栃木県宇都宮市戸祭台49-5 ,-,028-625-4203
いち村,栃木県宇都宮市東宿郷2-4-1 ホテルマイステイズ宇都宮 3F,-,028-680-5541
東京油組総本店 宇都宮組,栃木県宇都宮市鶴田町3492-11 ,-,-
肴処 九十（クドウ）,栃木県宇都宮市東町20 コーポ鷹 1F,-,-
天毬,栃木県宇都宮市一ノ沢町276-8 ,-,028-622-1085
ポムの樹 宇都宮インターパークビレッジ店,栃木県宇都宮市インターパーク4-1-3 ,-,028-688-0044
麺屋 Booth（めんや ブース）,栃木県宇都宮市西川田1-1543-1 ,-,非公開
日本海庄や リッチモンドホテル宇都宮店,栃木県宇都宮市駅前通り3-5-12 リッチモンドホテル １Ｆ,-,028-649-5888
ステーキジャンキー（ステーキ JUNKY!）,栃木県宇都宮市元今泉7-4-3 福田屋ビル 102,-,028-661-1188
麺や魁星 宇都宮店（サキガケボシ）,栃木県宇都宮市曲師町1-6 ,-,不明の為情報お待ちしております
じん助,栃木県宇都宮市元今泉5-13-14 パークイースト1F,-,028-660-4800
松屋 御幸本町店,栃木県宇都宮市御幸本町4732-7 ,-,不明の為情報お待ちしております
紗羅都伽（さらとが）,栃木県宇都宮市飯田町204-1 ,-,028-648-4529
Leaf（リーフ）,栃木県宇都宮市元今泉5-9-117 ,-,028-660-5533
宮環とよさと食堂（まいどおおきに食堂）,栃木県宇都宮市下川俣町422-1 ,-,-
美智都（ミチノク）,栃木県宇都宮市駒生町1819 ,-,028-652-0891
鶏白湯らーめん CAROL（キャロル）,栃木県宇都宮市下川俣町104-1 ,-,-
ステーキいづつや,栃木県宇都宮市上桑島町1393 ,-,-
ぎょうざの龍門 来らっせ本店,栃木県宇都宮市馬場通り2-3-12 MEGAドン・キホーテ ラパーク宇都宮店 B1F,-,-
ちそうまる真,栃木県宇都宮市御幸ケ原町85-48 ,-,028-680-7218
赤みそ家 清原支店,栃木県宇都宮市氷室町1643-1 ,-,028-667-1885
とちぎ家,栃木県宇都宮市本町13-13 本町ビル 2F,-,028-616-3751
焼肉グレート 宇都宮駅前店,栃木県宇都宮市駅前通り1-4-6 宇都宮西口東横イン向かい,-,028-627-4600
オリオン　スイート（ORION SWEET）,栃木県宇都宮市上戸祭町548-1 ,-,028-624-4701
らーめん国本,栃木県宇都宮市宝木本町2679-10 ,-,-
丸源ラーメン 宇都宮西川田店,栃木県宇都宮市西川田町912-1 ,-,-
元祖家系油そば 藤村家,栃木県宇都宮市馬場通り2-3-6 ,-,-
リトルキッチン（littlekitchen）,栃木県宇都宮市江野町6-6 井上ビル2F,-,028-632-1013
鮨 縁,栃木県宇都宮市宮園町3-6 ,-,028-689-8854
やぶ一 支店（やぶいち）,栃木県宇都宮市鶴田町1546-1 ,-,028-648-6725
ピッツァ レオーネ（PIZZA LEONE）,栃木県河内郡上三川町しらさぎ2-22-11 ,-,0285-37-6390
ペニー・レイン 岡本店（PENNY LANE）,栃木県宇都宮市中岡本町3710-14 ,-,-
いわしや,栃木県宇都宮市池上町2-8 ２Ｆ,-,028-639-3666
焼肉　田原,栃木県宇都宮市下田原町1758-14 ,-,028-672-0968
マクドナルド 福田屋ショッピングプラザ店,栃木県宇都宮市今泉町237 FKD宇都宮店 1F,-,不明の為情報お待ちしております
いちごの里 JR宇都宮駅店,栃木県宇都宮市川向町1-23 グランマルシェ 2F,-,-
悟空（ゴクウ）,栃木県宇都宮市馬場通り4-2-4 日野屋ビル 1F,-,-
佐野らぁめんと餃子 栃木軒,栃木県宇都宮市竹林町892-5 ,-,-
讃岐うどん処 合掌松屋,栃木県下野市石橋207-1 ,-,-
喫茶とちの木,栃木県宇都宮市下戸祭2-3-23 ,-,028-623-5585
ただおみ温泉,栃木県宇都宮市新里町丙712 ,-,-
PATISSERIE chihiro（パティスリー チヒロ）,栃木県宇都宮市吉野1-7-10 ,-,028-633-5949
星乃珈琲店  宇都宮鶴田店,栃木県宇都宮市鶴田1-7-23 ,-,028-612-5131
珍豚美人,栃木県宇都宮市南大通り4丁目2-3 ,-,028-634-8763
中華そば あら川,栃木県宇都宮市西川田町513-3 ,-,-
櫻井食堂,栃木県宇都宮市御幸ヶ原町55-3 ,-,028-662-9224
パーラー 明治の館,栃木県宇都宮市川向町1-23 宇都宮パセオ,-,-
オーヤファンテーブル（OHYA　Fun Table）,栃木県宇都宮市大谷町1240 ,-,028-688-8409
宇都宮東武ホテルグランデ,栃木県宇都宮市本町5-12 宇都宮東武ホテルグランデ,-,028-627-0111
和食 関,栃木県宇都宮市中央2-7-8 SSビル 1F,-,028-612-2099
すしの田丸家 田緑,栃木県宇都宮市鶴田町1508-6 ,-,028-680-7224
伝説のすた丼屋 宇都宮陽南店,栃木県宇都宮市江曽島町1251-3 ,-,-
みや御苑（ミヤギョエン）,栃木県宇都宮市鶴田町505-15 ,-,028-634-4000
たまり酔家（たまりよいや）,栃木県宇都宮市宿郷1-6-7 コーポ三鈴　１Ｆ,-,028-639-9991
ヴィ・ド・フランス 宇都宮店（VIE DE FRANCE）,栃木県宇都宮市江野町7-2 ,-,028-635-6772
焼肉ソウル,栃木県宇都宮市駅前通り3-6-5  リッチモンドホテル宇都宮駅前アネックス　１F,-,028-634-3923
手打ラーメン みうら,栃木県宇都宮市下小倉946-2 ,-,-
村岡屋,栃木県宇都宮市西原1-6-2 ,-,-
やよい軒 宇都宮御幸本町店,栃木県宇都宮市御幸本町4864-25 ,-,-
とっちゃん,栃木県宇都宮市氷室町3236-1 ,-,-
ペッパーランチ 宇都宮ベルモール店（Pepper Lunch）,栃木県宇都宮市陽東6-2-1 ベルモール,-,-
ラーメン赤とんぼ,栃木県宇都宮市本町5-5 ,-,028-624-7792
ハースブラウン FKDインターパーク店,栃木県宇都宮市インターパーク6-1-1 FKDインターパーク店 1F,-,028-657-6113
コンセーレ　コーヒーコーナー2001,栃木県宇都宮市駒生1-1-6 ,-,-
土鍋ごはん まんま,栃木県宇都宮市中央2-9-6 ,-,028-610-2210
柳庵（リュウアン）,栃木県宇都宮市下戸祭2-2-6 ,-,028-621-0081
中村家,栃木県宇都宮市川田町176-3 ,-,-
うどん茶屋　いちょう庵,栃木県鹿沼市池ノ森610-3 ,-,0289-75-4375
とんかつみき,栃木県宇都宮市石井町3129-45 ,-,028-656-9783
宮たこ オリオン通り店,栃木県宇都宮市曲師町3-8 ,-,028-639-6577
熟成田舎味噌らーめん 幸麺（コウメン）,栃木県宇都宮市戸祭元町4-5 ,-,028-623-4455
ファミリーレストラン オックス,栃木県宇都宮市今泉4-16-32 ,-,-
弥奈喜多,栃木県宇都宮市柳田町413-9 ,-,-
アチェーロ,栃木県宇都宮市下戸祭1-10-3 パレス・ド・ルミーネ　１Ｆ,-,028-623-7600
MOONDOGG espresso roasters ユニオン通り店（ムーンドッグ エスプレッソ ロータス【旧店名】クウチャリズモ G5）,栃木県宇都宮市伝馬町2-19 ,-,028-634-8160
宇都宮餃子館 健太餃子 東口店,栃木県宇都宮市東宿郷1-9-1 ,-,028-689-8377
オリオン餃子 宇都宮駅前通り店,栃木県宇都宮市駅前通り3-1-3 ,-,028-678-9118
ラヴェドン（L'avedone）,栃木県宇都宮市上戸祭町533-8 ,-,028-678-3370
一路,栃木県宇都宮市関堀町1177 ,-,028-625-2186
ハミングバード（Hummingbird）,栃木県宇都宮市西川田町521-1 ,-,090-8773-1323
伊東園ホテルニューさくら,栃木県日光市鬼怒川温泉大原1060 ,-,0288-77-0048
鈴屋,栃木県宇都宮市戸祭3-4-11 ,-,-
安楽亭 宇都宮鶴田町店（アンラクテイ）,栃木県宇都宮市鶴田町1417-1 ,-,028-649-0248
ザプレストンカフェ 宇都宮店（The Preston Cafe）,栃木県河内郡上三川町磯岡421-1 ジョイフル本田宇都宮店 2F,-,0285-57-2111
みずほの食堂,栃木県宇都宮市西刑部町2422 ,-,070-8394-2092
とちおとめ×芭莉式（バリシキ）,栃木県宇都宮市宮みらい1-1 ウツノミヤテラス 2F,-,-
上三川 魂心家,栃木県河内郡上三川町しらさぎ1-6-8 ,-,-
そば工房つちや,栃木県宇都宮市峰1丁目31-7 ,-,-
LAWSON 宇都宮駅西口店（ローソン）,栃木県宇都宮市川向町1‐23 宇都宮駅 1F,-,-
cafe SAVOIA s-21（カフェ サボイア エス ニジュウイチ）,栃木県宇都宮市今泉2-8-5 ,-,-
やよい軒 宇都宮鶴田町店,栃木県宇都宮市鶴田町1170-2 ,-,028-649-2800
太陽軒,栃木県宇都宮市岩曽町1363-1 ,-,-
おおつか,栃木県宇都宮市下栗町695-7 ,-,028-657-5529
高砂,栃木県宇都宮市二番町1-3 ,-,028-633-5656
北海道ドーナツ Emina 宇都宮店（エミナ）,栃木県宇都宮市駅前通り1-4-6 トナリエ宇都宮 1F,-,-
ヒノマチ食堂（【旧店名】ヒノマチパスタ）,栃木県宇都宮市二荒町4-13 ,-,028-649-6217
小粋（コイキ）,栃木県宇都宮市池上町4-6 ,-,028-634-9000
うどんや,栃木県宇都宮市屋板町685 ,-,-
味処 大作,栃木県宇都宮市石井町3408-3 ,-,028-661-9143
うさぎや 宇都宮パセオ店,栃木県宇都宮市川向町1-23 宇都宮パセオ 2F とちぎグランマルシェ,-,028-650-7671
クーリ・ルージュ（Coulis Rouge）,栃木県宇都宮市新里町丙33-2 ,-,028-678-8848
宇都宮みんみん 宿郷店,栃木県宇都宮市東宿郷3-13-6 ,-,-
とろろとぱん,栃木県宇都宮市西2-2-29 ,-,028-341-8923
中国料理 板屋飯店（イタヤハンテン）,栃木県宇都宮市大通り2-4-6 ホテルニューイタヤ 南館 2F,-,028-635-5511
かつや  宇都宮簗瀬店,栃木県宇都宮市簗瀬町1864-3 ,-,-
焼そばの店　大善（ダイゼン）,栃木県宇都宮市鶴田町513-4 スーパーオータニ鶴田店外,-,028-636-0208
マロニエ,栃木県宇都宮市今里町中丸1117-3 東北自動車道 上河内サービスエリア 下り,-,-
ぎょうざの龍門（ギョウザノリュウモン）,栃木県宇都宮市御幸町154-2 ,-,028-663-8131
シン・ノジジ（【旧店名】粗炊中華そばのじじ）,栃木県宇都宮市御幸町250-1 ,-,-
栄寿司,栃木県宇都宮市中央5-16-36 ,-,028-636-0246
鉄板グリルダイニング弘路,栃木県宇都宮市宝木町2-2567-9 ,-,028-678-9380
四季の味 玉寿司,栃木県宇都宮市陽東8-22-25 ,-,028-661-4947
BAR 山野井,栃木県宇都宮市江野町2-6 高橋ビル　 7F,-,028-638-8456
まごころ弁当 八千代店,栃木県宇都宮市八千代2-3-10 ,-,028-658-3418
宇都宮みやげん,栃木県宇都宮市川向町1-23 とちぎグランマルシェ 2F,-,-
ララカフェ（La La cafe）,栃木県宇都宮市下荒針町3473-23 ,-,028-688-0558
成城石井 宇都宮パセオ店,栃木県宇都宮市川向町1-23 宇都宮パセオ 1F 食品館,-,028-621-2231
朱夏（シュカ）,栃木県宇都宮市鶴田町3162-9 ,-,028-666-7830
麺双 架論,栃木県宇都宮市石井町1468-6 ,-,-
ロベリヤ,栃木県宇都宮市峰町275-8 ,-,028-635-8560
喫茶館 グランドゥール（キッサカン グランドゥール）,栃木県宇都宮市岩曽町902-6 ,-,028-660-4335
大戸屋 ベルモール宇都宮店,栃木県宇都宮市陽東6-2-1 ベルモール 1F,-,028-662-0019
リンガーハット ベルモール宇都宮店,栃木県宇都宮市陽東6-2-1 ショッピングモールベルモール 1F,-,-
元祖からあげ本舗 まるたま インターパーク店,栃木県宇都宮市東横田町55-7 ,-,028-612-6398
toko（トコー）,栃木県宇都宮市東町316-5 ,-,028-661-0788
橘家（たちばなや）,栃木県宇都宮市大通り3-3-6 ,-,028-633-5051
満天家 ゆいの杜店（マンテンヤ）,栃木県宇都宮市ゆいの杜6-17-10 ,-,-
串かど 一の沢店,栃木県宇都宮市一の沢町255-1 ,-,028-625-6663
海鮮丼 えがお,栃木県宇都宮市曲師町5-1 宮本ビル 1F・2F,-,028-306-1114
あおやぎ亭,栃木県宇都宮市駅前通り3丁目1-7 ,-,028-636-1484
ル メトロ（LE METRO）,栃木県宇都宮市池上町1-11 ,-,028-634-4545
肴と日本酒 克,栃木県宇都宮市池上町4-22 東武スマイルビル 1F,-,028-610-7238
韓丼 宇都宮御幸本町店,栃木県宇都宮市御幸本町4864-1 ,-,028-680-5071
中村庵,栃木県宇都宮市富士見ヶ丘1-21-28 ,-,028-680-7575
フライハイト（Wine and Restaurant Bar FREIHEIT）,栃木県宇都宮市中央5-1-5 ,-,028-632-0315
金蘭,栃木県宇都宮市宮本町1-2 ,-,-
石臼挽き手打ち蕎麦 こまめ,栃木県宇都宮市今泉1-1-11 ,-,028-688-8910
定食ふじもと,栃木県宇都宮市二荒町8-5 ,-,-
ココス 宇都宮インターパーク店（COCO’S）,栃木県宇都宮市インターパーク5-1-12 ,-,028-688-3102
サイゼリヤ 宇都宮トナリエ,栃木県宇都宮市駅前通り1-4-6 ﾄﾅﾘｴ宇都宮 1F,-,-
かつ美,栃木県宇都宮市塙田2-4-13 ,-,028-625-5657
大衆酒場 モツレ,栃木県宇都宮市江野町1-8 ,-,028-639-0066
しなそば家,栃木県宇都宮市陽東5-11-37 ,-,-
バケット 宇都宮ベルモール店（BAQET）,栃木県宇都宮市陽東6-2-1 ベルモール 2F,-,-
おめで鯛焼き本舗 宇都宮ベルモール店,栃木県宇都宮市陽東6-2-1 ベルモール 1F,-,028-663-3111
あおやぎやきそば,栃木県宇都宮市今泉4丁目13-17 ,-,028-621-7340
風見鶏（カザミドリ）,栃木県宇都宮市中央1-6-9 ,-,028-633-4105
夢庵 宇都宮戸祭店,栃木県宇都宮市上戸祭町530-1 ,-,028-643-3361
駒場屋米菓,栃木県宇都宮市住吉町2-11 ,-,-
檜食堂,栃木県宇都宮市東塙田2-5-15 ,-,028-622-0062
民族亭,栃木県宇都宮市陽東8-20-21 ,-,028-661-9184
麺飯食堂 栄,栃木県宇都宮市不動前2-2-30 ,-,-
宇都宮みんみん ステーションバル,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 3F,-,-
芋ノわ,栃木県河内郡上三川町上蒲生2186-1 ,-,-
イタリアン・トマト カフェジュニア 宇都宮インターパークビレッジ店（ITALIAN TOMATO Cafe Jr. ）,栃木県宇都宮市インターパーク4-1-3 インターパークショッピングビレッジ,-,-
ろまんちっく村のパン工房（ロマンチックムラノパンコウボウ）,栃木県宇都宮市新里町丙245 ろまんちっく村,-,028-665-8800
吉野家 宇都宮細谷町店,栃木県宇都宮市細谷町326 ,-,-
うまい鮨勘 ゆとろぎ平松本町店,栃木県宇都宮市平松本町1221-1 ,-,-
出世街道,栃木県宇都宮市江野町2-8 ,-,028-306-2111
ふるさと,栃木県宇都宮市南町12-1 ,-,028-653-9771
小籠包 包包包（ツツミサン）,栃木県宇都宮市駅前通り1-5-12 ,-,028-678-8868
くるまやラーメン 下戸祭店,栃木県宇都宮市下戸祭1-7-11 ,-,-
サンヒルズカントリークラブ,栃木県宇都宮市上横倉町1000 ,-,028-665-4111
バリサイ カフェ（BARISAI CAFE）,栃木県宇都宮市西1-1-7 ,-,028-633-8884
炙りや八兵衛 本店,栃木県宇都宮市馬場通り1-1-6 鱒渕ビル 1F,-,028-643-3362
マクドナルド 白沢街道宇都宮店（McDonald's）,栃木県宇都宮市下川俣町206-325 ,-,028-661-7302
康楽,栃木県宇都宮市江曽島2-17-12 ,-,028-658-6788
パティスリー ティ ナカガワ（Patisserie.Ts.Nakagawa）,栃木県宇都宮市江曽島町1068-1 ,-,028-658-8104
宇都宮野菜巻串焼き こっこのすけ,栃木県宇都宮市駅前通り1-1-1 ,-,028-689-8899
和食処　きむら,栃木県宇都宮市中今泉5-20-1 ,-,028-689-0500
カレーハウス CoCo壱番屋 宇都宮インターパーク店（ココイチバンヤ）,栃木県宇都宮市インターパーク2-14-1 ,-,028-657-8551
お好み焼肉 道とん堀 平松本町店,栃木県宇都宮市平松本町1112-1 ,-,028-651-4321
博多らーめん 万々,栃木県宇都宮市陽東3-18-9 ,-,-
大谷そば,栃木県宇都宮市大谷町1158 ,-,028-652-1420
炭火三昧 ぐ,栃木県宇都宮市本町5-1 ,-,不明の為情報お待ちしております
鳥割烹 ひろ喜,栃木県宇都宮市宝木町1-2592-115 ,-,不明の為情報お待ちしております
花の季 ねぎぼうず 駅前店,栃木県宇都宮市駅前通り3-1-2 ,-,-
カフェ マリオ（cafe Mario）,栃木県宇都宮市昭和2-9-20 ,-,028-622-5666
ラ・カノヴァ,栃木県宇都宮市二荒町8-1 渡清ビル　Ｂ１Ｆ,-,028-638-6336
MOON DOGG espresso roasters（ムーンドッグエスプレッソロータス【旧店名】kcucha rismo espresso coffee）,栃木県宇都宮市中戸祭1-6-7 ,-,不明の為情報お待ちしております
Osteria kido（オステリア キド）,栃木県宇都宮市二荒町2-1 カクイチBLD 2F,-,070-1289-0517
町田商店 簗瀬バイパス店,栃木県宇都宮市簗瀬町1856-1 ,-,-
スターバックスコーヒー 宇都宮城東店（STARBUCKS COFFEE）,栃木県宇都宮市城東2-24-11 ,-,028-610-1288
味楽 ろく,栃木県宇都宮市馬場通り4-2-4 田中ビル 1F,-,028-348-3619
担々麺 貴光（【旧店名】担々麺専門 發巳）,栃木県宇都宮市西川田町408-1 ,-,-
こじま,栃木県宇都宮市中央本町4-22 ,-,028-633-6448
元町家（もとまちや）,栃木県宇都宮市池上町4-6 浜吉ビル 1F,-,-
ミナミ食堂,栃木県宇都宮市吉野2-7-4 ,-,-
らーめんたけみや,栃木県宇都宮市駒生町1763 ,-,-
ひょうたん寿司（ひょうたんずし）,栃木県宇都宮市東宿郷4丁目6-3 ,-,028-637-1807
Mädchen BAKERY & COFFEE STAND（メッチェンベーカリー＆コーヒースタンド）,栃木県宇都宮市星が丘1-8-11 ,-,028-348-2519
Gustare 佳乃や,栃木県宇都宮市馬場通り4-1-1 表参道スクエア 1F,-,028-688-8716
レクタングル カフェ,栃木県宇都宮市鶴田町3291-2 ,-,028-632-6555
マクドナルド 宇都宮西川田店（McDonald's）,栃木県宇都宮市西川田町1023-2 ,-,-
ジェイディ テラス（JD TERRACE）,栃木県宇都宮市江野町1-9 ,-,028-612-8885
Angel Coffee 泉が丘店（エンジェル コーヒー）,栃木県宇都宮市泉が丘6-3-2 落合店舗 1F,-,028-666-7620
羅布乃瑠沙羅英慕 宇都宮南店,栃木県宇都宮市西川田町250-1 ,-,028-684-5661
だるまや オリオン曲師町店,栃木県宇都宮市曲師町4-1 三笠ビル 1F,-,028-612-8121
花の季（はなのき）,栃木県宇都宮市新里町1606-13 ,-,-
コメダ珈琲店 ウツノミヤテラス店,栃木県宇都宮市宮みらい1-1 ウツノミヤテラス 3F,-,-
しゃぶ葉 雀宮店,栃木県宇都宮市宮の内4-190-10 ,-,028-688-1008
デリカショップ　オーベルジュ,栃木県宇都宮市宮園町5-4 東武百貨店宇都宮店 B1F,-,028-636-3557
ラーメン貴丸,栃木県宇都宮市上籠谷町3570-1 ,-,-
まげし とちぎや,栃木県宇都宮市曲師町2-11 ,-,028-635-4155
恵風 本店（ケイフウ）,栃木県宇都宮市東宿郷3-2-25 ,-,028-666-5959
満天家 インターパーク店,栃木県宇都宮市インターパーク5-1-19 ,-,-
ごはんや丸冨士,栃木県宇都宮市八千代2-1-1 ,-,-
ミートショップ ワタナベ,栃木県宇都宮市鶴田町2559-2 ,-,028-633-9013
宇都宮ペニーレイン 鶴田店,栃木県宇都宮市鶴田3-1-4 ,-,-
やきとん屋　善,栃木県宇都宮市駅前通り1-2-9 シティ第一ビル１Ｆ,-,028-643-6410
ラーメン ジャンクス（RAMEN OF GIANKS）,栃木県宇都宮市下栗町697-20 ,-,-
ひよし,栃木県宇都宮市泉が丘1-1-1 ,-,028-615-7750
吉野家 宇都宮競輪場通り店,栃木県宇都宮市上大曽町361-1 ,-,-
松井精肉店,栃木県宇都宮市大通り3-2-11 ,-,028-633-2576
高野食堂,栃木県宇都宮市御幸ケ原町182-1 ,-,028-661-1881
マクドナルド 宇都宮ベルモール店,栃木県宇都宮市陽東6-2-1 ベルモール,-,028-689-7361
元祖手打ちつけ麺 江戸一,栃木県宇都宮市下戸祭2-15-21 ,-,028-622-6565
八坂ラーメン,栃木県宇都宮市今泉5-1-18 ,-,-
大ひら亭,栃木県宇都宮市陽東8-9-1 ,-,-
宇都宮 きそば,栃木県宇都宮市東宿郷1-5-3 駅前横丁 1F,-,-
ニューデイズミニ 宇都宮16号（NewDaysミニ）,栃木県宇都宮市川向町 宇都宮駅,-,-
焼肉ホルモン ドラゴン亭（【旧店名】29屋）,栃木県宇都宮市駅前通り1-4-6 ララスクエア宇都宮 1F,-,028-621-2915
ちゃん豚 宇都宮店,栃木県宇都宮市東宿郷6-1-21 東パークハイツ 1F,-,028-307-2420
野菜炒め専門店 ベジ家 横田新町店,栃木県宇都宮市横田新町4-7 ,-,-
コジマネーゼ（【旧店名】クチーナコジマネーゼ）,栃木県宇都宮市中今泉1-18-10 ,-,028-908-9717
コレキヨ（collekiyo）,栃木県宇都宮市東宿郷2-5-17 ,-,不明の為情報お待ちしております
珈琲問屋（コーヒートンヤ）,栃木県宇都宮市今泉4-14-6 ,-,028-627-6555
Universo（ウニヴェルソ）,栃木県宇都宮市上横田町1338-9 ,-,028-645-8190
居酒屋ヨコオ 駅東店（居酒屋YOKOOO）,栃木県宇都宮市東宿郷4-1-5 ,-,028-666-0920
ピザハチ（PIZZA HACHI）,栃木県宇都宮市簗瀬町1785-18 ,-,028-634-2882
そば処 うめの,栃木県宇都宮市横山1-15-22 ,-,-
蕎音（シズル）,栃木県宇都宮市宿郷3-21-15 ホテルリブマックスBUDGET宇都宮 1F,-,-
よこたや,栃木県宇都宮市駅前通り2-1-9 ,-,028-637-2131
